html5,HTML
md,MARKDOWN
plain,PLAIN_TEXT
text,PLAIN_TEXT
text/html,HTML
text/markdown,MARKDOWN
text/plain,PLAIN_TEXT
text/x-markdown,MARKDOWN
text/xml,XML
txt,PLAIN_TEXT
