dubi,DOUBTFUL
dubim,DOUBTFUL
inquirend,DOUBTFUL
ambigu,DOUBTFUL
confus,DOUBTFUL
perplex,DOUBTFUL
periculos,DOUBTFUL
nud,NOT_ESTABLISHED
