bild,IMAGE
bilder,IMAGE
film,VIDEO
images,IMAGE
movie,VIDEO
movies,VIDEO
movingimage,VIDEO
movingimages,VIDEO
photo,IMAGE
photos,IMAGE
picture,IMAGE
pictures,IMAGE
stillimage,IMAGE
