type,subject_code,subject_rank,subject_name,subject_id,estimate,reference_id,created,modified
0,4,order,Perciformes,b1d1a0d7-1867-4dac-9946-33c3565a2d03,10033,35,2015-10-22 18:40:54,
0,4,order,Pleuronectiformes,6e619392-d498-417a-96fa-9c0a0a1a4c42,678,35,2015-10-22 18:41:13,
0,4,order,Tetraodontiformes,94c2f40a-1a1b-4ab5-adc8-8433ac21f424,357,35,2015-10-22 18:41:34,
0,4,order,Coelacanthiformes,ac6150a1-b4a4-4823-8897-0dddcf09db4c,2,35,2015-10-22 18:42:39,
0,4,order,Ceratodontiformes,0dd38b2c-04be-4716-9bf2-fa914af6422c,6,35,2015-10-22 18:43:28,
0,4,class,Elasmobranchii,477bc03f-2170-42f6-a0a2-04da5923e51c,935,23,2015-10-22 18:52:30,
0,1,family,Droseraceae,bbf025d8-d495-4852-b6c7-3f613771ada3,179,2,2015-10-22 21:13:14,
0,1,genus,Aldrovanda,f21e1de4-4b01-4c32-85af-191737a82fc1,1,2,2015-10-22 21:13:26,
0,1,genus,Dionaea,1cfe95ea-9995-4db4-be40-28667a1efc25,1,2,2015-10-22 21:13:36,
0,1,genus,Drosera,5ef33e6f-8f1a-4974-be57-aaa08ac833ab,177,2,2015-10-22 21:13:51,
0,3,kingdom,Viruses,f55812e8-5422-402e-b071-b67a9cdf481f,2876,18,2015-10-22 21:24:25,
0,3,kingdom,Viruses,f55812e8-5422-402e-b071-b67a9cdf481f,3186,66,2015-10-22 21:30:57,
0,1,genus,Medicago,1cb102e9-ab85-4aaa-a7ac-9241f920ced6,83,33,2015-10-22 21:51:45,
0,1,genus,Melilotus,23d48762-c29b-4931-8b58-96052d7bae87,20,33,2015-10-22 21:52:35,
0,1,genus,Ononis,484cbfa1-dd33-4e94-bdc7-6e299699e347,75,33,2015-10-22 21:53:21,
0,1,genus,Parochetus,d844e9e5-db16-47f5-a789-a5adf0a0843c,2,33,2015-10-22 21:53:51,
0,1,genus,Trifolium,afb591e9-5221-442e-b0b7-be5793ed0df1,300,8,2015-10-22 21:54:41,
0,1,genus,Trigonella,0fdcf753-b2e7-4145-a5c6-fb0b624ae07a,55,33,2015-10-22 21:55:27,
0,1,family,Amborellaceae,ad2a0f73-681d-438f-afb2-3a5c9954c37c,1,30,2015-10-22 23:35:24,
0,1,order,Amborellales,c6114dc0-961f-4611-a462-9901d660090e,1,30,2015-10-22 23:37:03,
0,1,order,Austrobaileyales,96e67ce7-5e9d-4657-b093-4f83a8c91424,92,30,2015-10-22 23:37:51,
0,1,family,Austrobaileyaceae,4094b32c-3a9a-4a04-8684-4460085394d3,1,30,2015-10-22 23:38:03,
0,1,family,Schisandraceae,5270cb14-73ed-4227-bbbf-d00b087ce7e5,84,30,2015-10-22 23:38:36,
0,1,family,Trimeniaceae,8daf1c58-e5c0-4082-8f32-921308a912b3,7,30,2015-10-22 23:38:55,
0,1,order,Balanophorales,,45,30,2015-10-22 23:40:29,
0,1,family,Balanophoraceae,7f2c3217-3be6-4530-8131-fdf275b8ffd6,45,30,2015-10-22 23:40:39,
0,1,order,Berberidopsidales,26bc86c3-317f-401c-9b07-1546657f6a06,4,30,2015-10-22 23:41:13,
0,1,family,Aextoxicaceae,b68e078c-187f-4190-a892-d3a95a781857,1,30,2015-10-22 23:41:38,
0,1,family,Berberidopsidaceae,d5244c81-fc58-4aa4-bb3d-cb4df8234712,3,30,2015-10-22 23:41:49,
0,1,order,Boraginales,188a6830-0980-4613-99a7-efa67ddea95d,3300,30,2015-10-22 23:42:48,
0,1,family,Boraginaceae,4fe2e404-8c05-4f6d-8515-9b852c74f767,3300,30,2015-10-22 23:43:00,
0,1,order,Bruniales,1f840443-43d7-4449-a8c1-8af10c7350e5,87,30,2015-10-22 23:43:39,
0,1,family,Bruniaceae,373b0f4f-5e2d-49e7-b482-78283d7c8998,79,30,2015-10-22 23:43:56,
0,1,family,Columelliaceae,b98e1af3-f0bc-40bf-bafc-72e47c616883,8,30,2015-10-22 23:44:11,
0,1,order,Buxales,9f14a9b9-fd71-493a-a69c-f9e08727d372,120,30,2015-10-22 23:44:47,2015-10-27 11:04:52
0,1,family,Buxaceae,ddc20c1b-ee5b-491b-9839-21e55c113938,120,30,2015-10-22 23:45:18,2015-10-23 22:56:48
0,1,family,Didymelaceae,a728bf7c-10cd-48c2-aff8-4bf139961247,3,30,2015-10-22 23:45:51,
0,1,family,Buxaceae,ddc20c1b-ee5b-491b-9839-21e55c113938,123,12,2015-10-22 23:48:04,
0,1,order,Canellales,2aa850f7-9ac4-4cbc-9aa4-e82ae2d67a81,116,12,2015-10-22 23:48:55,2015-10-23 18:29:39
0,1,family,Canellaceae,77f5a45b-07cc-4e9e-bf9a-618e2f0fa2ac,21,30,2015-10-22 23:49:13,
0,1,order,Canellales,2aa850f7-9ac4-4cbc-9aa4-e82ae2d67a81,116,12,2015-10-22 23:50:26,
0,1,family,Winteraceae,a5bc37c8-9a4c-4229-b4f4-cc39ca5b98f2,95,30,2015-10-22 23:50:54,
0,1,order,Gunnerales,04d568eb-4198-472c-ae63-76b236024805,62,30,2015-10-22 23:53:28,
0,1,family,Gunneraceae,26fff3fe-e5e3-40cd-82d2-3aebbf8acf31,60,30,2015-10-22 23:53:43,
0,1,family,Myrothamnaceae,ad39d2bb-56de-4c39-822e-60698652bfc3,2,30,2015-10-22 23:54:00,
0,1,order,Escalloniales,65e5a7e7-67f4-4fa1-8283-b8a6560501d5,130,30,2015-10-23 17:57:21,
0,1,family,Escalloniaceae,063114ee-8fce-4a6b-acae-b307547cf25c,130,30,2015-10-23 17:58:38,
0,1,order,Celastrales,1a062b4e-d44c-4e10-9bc9-33eaccd4d5cc,1434,30,2015-10-23 18:05:08,
0,1,family,Celastraceae,1a28e0b6-5fb5-4243-9330-570f59a64892,1200,30,2015-10-23 18:05:37,
0,1,family,Lepidobotryaceae,2c7eda42-cfb6-492e-8e8c-a0292761e7df,2,30,2015-10-23 18:06:32,
0,1,family,Celastraceae,1a28e0b6-5fb5-4243-9330-570f59a64892,1202,30,2015-10-23 18:09:55,
0,1,family,Celastraceae,1a28e0b6-5fb5-4243-9330-570f59a64892,1200,30,2015-10-23 18:11:40,
0,1,order,Celastrales,1a062b4e-d44c-4e10-9bc9-33eaccd4d5cc,1202,12,2015-10-23 18:12:14,
0,1,order,Oxalidales,532daa79-1efe-4f4c-b1ca-59208045b9fe,1979,12,2015-10-23 18:14:55,
0,1,family,Brunelliaceae,b2826f50-0425-4736-89f8-153d263383b9,54,30,2015-10-23 18:15:20,
0,1,family,Cephalotaceae,e335a787-7414-4403-aaae-a8922cf300fd,1,30,2015-10-23 18:15:36,
0,1,family,Connaraceae,60f61799-f3f6-4d93-ba36-bcbefb4e339b,230,30,2015-10-23 18:15:50,
0,1,family,Cunoniaceae,a65214b2-52fa-4741-b1d7-30d587a54d25,330,30,2015-10-23 18:16:20,
0,1,family,Elaeocarpaceae,4d844571-c010-40c6-8458-da2daaea8c70,750,30,2015-10-23 18:16:40,
0,1,family,Huaceae,320b2b4a-3ebf-447c-80b6-0ba0e86bc93b,4,30,2015-10-23 18:17:09,
0,1,family,Oxalidaceae,ce63d7e9-efa9-4fe7-9dbb-e87dac0a6864,610,30,2015-10-23 18:17:38,
0,1,order,Nymphaeales,d96a0198-eb67-48dc-a483-b60ef8c1ae0d,86,30,2015-10-23 18:18:39,
0,1,family,Cabombaceae,52a1ccb1-b8b2-4641-97a3-473547827a15,5,30,2015-10-23 18:23:13,
0,1,family,Hydatellaceae,2aa96127-b22a-48ee-9d60-c8aa3e96b33d,11,30,2015-10-23 18:23:20,
0,1,family,Nymphaeaceae,7a13c4b5-610b-43f3-aade-7dc1a8e4127d,70,30,2015-10-23 18:23:40,
0,1,order,Ceratophyllales,673cffa0-3bab-4a22-8cf3-632cf5bd31f0,5,30,2015-10-23 18:24:37,
0,1,family,Ceratophyllaceae,5e93df66-8114-4f9d-9bdf-7388e534d890,5,30,2015-10-23 18:24:48,
0,1,order,Chloranthales,65995b6b-402d-4d25-90f1-8724539e655a,165,30,2015-10-23 18:26:14,
0,1,family,Chloranthaceae,19d48025-d1b6-4d20-9cf2-c5dfca4b385c,70,,2015-10-23 18:26:44,
0,1,family,Chloranthaceae,19d48025-d1b6-4d20-9cf2-c5dfca4b385c,70,30,2015-10-23 18:26:57,
0,1,order,Chloranthales,65995b6b-402d-4d25-90f1-8724539e655a,70,12,2015-10-23 18:28:21,
0,1,order,Cornales,83831d8f-d5f1-4929-9a80-4f32f0bfb169,672,30,2015-10-23 18:39:21,
0,1,family,Cornaceae,1504072c-5e64-41ca-bb9e-1b20a9ce550b,111,30,2015-10-23 18:39:50,
0,1,family,Curtisiaceae,03f0affd-6cf4-40e7-9121-09936681d4cd,1,30,2015-10-23 19:02:30,
0,1,family,Grubbiaceae,44609587-74f6-42c2-8c7d-b10e9a102ee5,3,30,2015-10-23 19:02:52,
0,1,family,Hydrangeaceae,441ce544-dcb8-4141-95d9-125f7f4cab96,215,30,2015-10-23 19:03:10,
0,1,family,Hydrostachyaceae,f0837c4e-dbce-4a14-88f9-0b26e2e81954,19,30,2015-10-23 19:03:41,
0,1,family,Loasaceae,e141921c-4cd2-4bd5-8ba4-12461eb140fb,323,30,2015-10-23 19:03:59,
0,1,order,Dilleniales,231ffa91-208f-4224-ba32-d2b0af6b1676,500,30,2015-10-23 19:07:14,
0,1,family,Dilleniaceae,42901760-0dfd-4909-88f9-53cf6b547855,500,30,2015-10-23 19:07:25,
0,1,order,Dipsacales,26b81991-577d-490c-9b40-38ffea07c55a,1273,30,2015-10-23 19:09:45,
0,1,family,Adoxaceae,fef4f3d7-ce81-417e-a59f-525c754d0f12,220,30,2015-10-23 19:09:59,
0,1,family,Caprifoliaceae,ee8de09a-0e44-466e-97da-eff4be86f011,684,12,2015-10-23 19:11:12,
0,1,family,Diervillaceae,,13,30,2015-10-23 19:11:37,
0,1,family,Dipsacaceae,,340,30,2015-10-23 19:11:57,
0,1,family,Linnaeaceae,,16,30,2015-10-23 19:12:19,
0,1,order,Laurales,0237c697-c797-4e04-9241-d922e6bba76b,3418,30,2015-10-23 20:56:28,
0,1,family,Atherospermataceae,0f424c5f-c069-4e79-95cb-51362bb72a32,18,30,2015-10-23 20:56:49,
0,1,family,Calycanthaceae,819f8cec-d2b4-4506-a1b7-5e91e87b29e0,9,30,2015-10-23 20:57:09,
0,1,family,Gomortegaceae,2ed3a9d4-82f2-434d-84c1-afacb24adf37,1,30,2015-10-23 20:57:32,
0,1,family,Hernandiaceae,a397af46-59bf-428f-b644-be90108ecfdc,70,30,2015-10-23 20:57:50,
0,1,family,Lauraceae,903ac02d-0cc3-472e-b89f-381df1f97363,3000,30,2015-10-23 20:58:12,
0,1,family,Monimiaceae,dafe2b6b-a8f1-4d2c-8f74-32e8043d2f10,260,30,2015-10-23 20:58:28,
0,1,family,Siparunaceae,9d5a7f80-9c96-432f-9b38-0dccfaf65ccf,60,30,2015-10-23 20:58:48,
0,1,order,Picramniales,fdc9decc-edd2-4ee0-bc31-fdbbd312618e,54,30,2015-10-23 20:59:46,
0,1,family,Picramniaceae,dba33db6-26e4-42e1-b2f6-3836ac64dcb2,54,30,2015-10-23 20:59:56,
0,1,order,Piperales,3b879e51-e19b-40f1-9327-349812c71976,3352,30,2015-10-23 21:00:57,
0,1,family,Aristolochiaceae,28798dce-d62e-4a63-ac4b-07ffabb50273,640,30,2015-10-23 21:01:14,
0,1,family,Hydnoraceae,9fdb2d97-d30d-4fdc-8650-97aaa097e6e2,8,30,2015-10-23 21:01:40,
0,1,family,Piperaceae,74e296e4-9c3f-4cd4-8cde-d3ccd184cca4,2700,30,2015-10-23 21:01:57,
0,1,family,Saururaceae,12a024c8-f417-4607-8403-7ac9e6b18573,4,30,2015-10-23 21:02:15,
0,1,family,Polygonaceae,ff72999e-18b0-4e15-8f2d-14b905dd697d,1400,30,2015-10-23 21:04:03,
0,1,order,Ranunculales,106bd344-508f-4b08-9e80-f6f98ebbe970,5628,30,2015-10-23 21:17:29,
0,1,family,Berberidaceae,f30e6264-261f-4196-8323-f2f08fdaaeb5,600,30,2015-10-23 21:17:48,
0,1,family,Ranunculaceae,a0d8aa79-6acf-46ab-9b7a-693eddca7729,3500,30,2015-10-23 21:18:05,
0,1,family,Papaveraceae,99338a36-c768-4ffe-9b1d-709d1383227d,950,30,2015-10-23 21:18:42,
0,1,family,Ranunculaceae,a0d8aa79-6acf-46ab-9b7a-693eddca7729,3500,30,2015-10-23 21:19:16,
0,1,order,Rosales,25ed2be4-c665-498a-937f-b0d36a2fbe77,5000,30,2015-10-23 21:25:05,
0,1,family,Barbeyaceae,468cacb4-48b3-4e73-968b-6deb28a2d9f5,1,30,2015-10-23 21:25:17,
0,1,family,Cannabaceae,3091fd96-9b07-40ef-8d1a-24f36a8facff,105,30,2015-10-23 21:25:38,
0,1,family,Dirachmaceae,fb97361c-27cc-4cb6-ad3e-7888b80d4dba,2,30,2015-10-23 21:25:53,
0,1,family,Elaeagnaceae,79299d1d-7299-4dd1-982f-a2ee71b297cf,100,30,2015-10-23 21:26:06,
0,1,family,Moraceae,d0aee6d1-5eb4-46d0-9f9a-746ebd1371cc,1200,30,2015-10-23 21:26:20,
0,1,family,Rhamnaceae,7b86ca3e-7b81-4537-95a4-be061fb37842,1150,30,2015-10-23 21:26:35,
0,1,family,Rosaceae,018c2d86-3aa2-4515-883c-48205feb0859,5000,,2015-10-23 21:26:48,
0,1,family,Rosaceae,018c2d86-3aa2-4515-883c-48205feb0859,5000,30,2015-10-23 21:27:00,
0,1,family,Ulmaceae,a60d112d-ba70-4aaf-8b57-64c20d2edae0,50,30,2015-10-23 21:27:43,
0,1,family,Urticaceae,77219308-ca0c-4214-8843-a1daf2d90cff,1900,30,2015-10-23 21:27:58,
0,1,order,Rosales,25ed2be4-c665-498a-937f-b0d36a2fbe77,9508,12,2015-10-23 21:29:02,
0,1,order,Sabiales,,160,30,2015-10-23 21:30:04,
0,1,family,Sabiaceae,cdcae06c-e883-45cf-9624-1a672bdd48fe,160,30,2015-10-23 21:30:17,
0,1,order,Santalales,548fcee0-1fb9-425f-bf7e-dde4443f07c6,2306,30,2015-10-23 22:24:04,
0,1,family,Aptandraceae,74f92032-c81b-4dc8-8a35-cb9c85a36447,32,30,2015-10-23 22:24:23,
0,1,family,Coulaceae,583a8683-3372-48a6-85fc-c96a6190a362,3,30,2015-10-23 22:24:43,
0,1,family,Erythropalaceae,7279cc1b-4039-42d5-b843-c5e1dde9c0e6,38,30,2015-10-23 22:28:05,
0,1,family,Loranthaceae,92300ec9-f7c0-45fd-a16e-b9842f1f44c8,1000,30,2015-10-23 22:28:22,
0,1,family,Misodendraceae,8c01fbed-b300-4afd-8b05-22a53b0d4cec,8,30,2015-10-23 22:28:49,
0,1,family,Octoknemaceae,96349c15-42fc-4c5f-849e-8f2473598ced,14,30,2015-10-23 22:29:09,
0,1,family,Olacaceae,8b048882-d0d4-490b-80e1-c05e44353087,55,30,2015-10-23 22:29:24,
0,1,family,Schoepfiaceae,3b94e8d6-fcf8-4f38-a881-f8bec0882eb1,50,30,2015-10-23 22:29:53,
0,1,family,Strombosiaceae,3cd43717-3912-416d-a554-ebb697d48da2,20,30,2015-10-23 22:30:15,
0,1,family,Ximeniaceae,1b3bdd59-e5fe-4ecf-b9a0-55961ca2e591,14,30,2015-10-23 22:30:34,
0,1,order,Sapindales,75fc3bb2-e911-441e-88b9-b5c5dc3f6df2,6238,30,2015-10-23 22:44:07,
0,1,family,Anacardiaceae,5dd5450c-a9e6-4619-be44-a52fbe90de84,900,30,2015-10-23 22:44:40,
0,1,family,Biebersteiniaceae,482ea180-72db-4dfc-ae33-b6275ddbe7d7,4,30,2015-10-23 22:45:02,
0,1,family,Burseraceae,0fab0e99-3cf5-4fc2-af80-fa321aea52f4,630,30,2015-10-23 22:45:22,
0,1,family,Kirkiaceae,c8a1b582-edf7-46ca-96ef-706edf0c2447,6,30,2015-10-23 22:45:38,
0,1,family,Meliaceae,49d47593-ca28-4cca-aafd-f0c59c5855a0,710,30,2015-10-23 22:45:54,
0,1,family,Nitrariaceae,1eeca204-41f3-4162-b0c6-eebc51f6a1d6,7,30,2015-10-23 22:46:10,
0,1,family,Rutaceae,6adb622a-e53c-4a11-a82f-0791224c1977,2050,30,2015-10-23 22:46:27,
0,1,family,Sapindaceae,d3433e67-6b9f-456b-b3e0-8783c71cd5a8,1820,30,2015-10-23 22:46:44,
0,1,family,Simaroubaceae,ccaa3266-1cd5-4dc0-8c24-eb07310d0a8e,105,30,2015-10-23 22:47:02,
0,1,family,Tetradiclidaceae,875393c9-5354-4eb2-ac2e-2d78389426b4,6,30,2015-10-23 22:47:18,
0,1,order,Trochodendrales,e527537c-ca02-4167-9afe-ee9642fdbc32,2,12,2015-10-23 22:50:43,
0,1,family,Trochodendraceae,8cec8859-c352-4821-8a46-b51dfd7c5532,2,30,2015-10-23 22:50:59,
0,1,order,Trochodendrales,e527537c-ca02-4167-9afe-ee9642fdbc32,2,12,2015-10-23 23:11:22,
0,1,order,Vahliales,d693acba-9d49-4824-87eb-78f9dfc2a114,5,30,2015-10-23 23:12:11,
0,1,family,Vahliaceae,7e5b9a24-53af-4c30-9568-710bd3e17f95,5,30,2015-10-23 23:12:21,
0,1,order,Vitales,a9d7f7a0-a1aa-435d-837e-b57b8cf4bde8,1000,12,2015-10-23 23:15:44,
0,1,family,Vitaceae,896ace78-48b4-4d2b-8ead-5b05bb7c6967,1000,30,2015-10-23 23:15:56,
0,1,family,Krameriaceae,62131a77-dbc4-45dc-bc7d-ad29a98e8b3c,17,30,2015-10-23 23:16:35,
0,1,order,Celastrales,1a062b4e-d44c-4e10-9bc9-33eaccd4d5cc,1279,12,2015-10-23 23:21:09,
0,1,family,Celastraceae,1a28e0b6-5fb5-4243-9330-570f59a64892,1275,12,2015-10-23 23:21:48,
0,1,order,Zygophyllales,17121ba2-2f77-4cbe-94dc-cc91f994a30e,307,12,2015-10-23 23:23:22,
0,1,family,Zygophyllaceae,0f1a5991-557e-4759-8e3f-5189e604002c,290,30,2015-10-23 23:23:50,
0,1,order,Apiales,d673b17c-8f87-42b0-a6f4-fce29e3b5a2a,5609,30,2015-10-23 23:31:15,
0,1,family,Apiaceae,619591f3-f78d-484c-a3fe-6131a522878d,3700,30,2015-10-23 23:31:43,
0,1,family,Araliaceae,8837226c-2cd5-4ed1-abb8-ec5190342fac,1443,55,2015-10-23 23:32:14,2015-10-28 16:05:58
0,1,family,Griseliniaceae,a183a02a-2a20-4d7f-8d2b-7f8b113716d7,7,30,2015-10-23 23:32:30,
0,1,family,Pennantiaceae,6a96a1ba-c604-4a60-a11e-63ecde51f6d8,4,30,2015-10-23 23:32:43,
0,1,family,Pittosporaceae,6085e299-4c2b-44cd-87d3-c635032a0651,200,30,2015-10-23 23:32:54,
0,1,family,Torricelliaceae,df3bde94-7342-4f53-8b9a-9b09097bca9b,10,30,2015-10-23 23:33:06,
0,1,order,Aquifoliales,c35f421f-ae7a-4fc5-a615-2c5786f0b887,738,30,2015-10-23 23:35:06,
0,1,family,Aquifoliaceae,2d70fef5-37fa-46df-874e-8c1cc3b8de17,600,30,2015-10-23 23:35:19,
0,1,family,Cardiopteridaceae,65d9cdf9-cb31-49ec-985c-13fa776a1709,40,55,2015-10-23 23:35:31,2015-10-28 16:08:33
0,1,family,Helwingiaceae,24329cf3-bc25-4f35-afcd-db4104937fb6,4,30,2015-10-23 23:35:45,
0,1,family,Phyllonomaceae,61b424a5-d69a-4e7f-9928-cc3c6078f95c,4,30,2015-10-23 23:35:59,
0,1,family,Stemonuraceae,cfe9dc2c-ef8a-48bd-a50b-815f6dd33594,100,30,2015-10-23 23:36:10,
0,1,order,Asterales,96a2967a-cfa3-42ad-b95c-75bc7f9fc6ac,35326,30,2015-10-23 23:38:28,
0,1,family,Alseuosmiaceae,47e1b962-a46c-4851-8c32-023635ebb51a,13,30,2015-10-23 23:38:45,
0,1,family,Argophyllaceae,08a0a663-d0fb-4600-bf11-6e1d6a83aacd,21,30,2015-10-23 23:38:57,
0,1,family,Calyceraceae,4ba9cf89-6de4-491f-8945-1a9f41683dfd,55,30,2015-10-23 23:39:17,
0,1,family,Campanulaceae,66d652bc-5666-4c75-9615-79c7ef4d72a1,2373,55,2015-10-23 23:39:35,2015-10-28 16:51:36
0,1,family,Goodeniaceae,b1234262-5282-4c2a-b4f6-4ed4da4ef03a,470,30,2015-10-23 23:39:50,
0,1,family,Menyanthaceae,0e1fecfa-768b-45ac-a049-e66532a62c93,71,30,2015-10-23 23:40:02,
0,1,family,Pentaphragmataceae,8374ad38-03ef-42d0-ab20-edf720d74c62,28,30,2015-10-23 23:40:15,
0,1,family,Phellinaceae,fcb467da-6b19-41c9-9419-3834bfd9b3ad,14,30,2015-10-23 23:40:33,
0,1,family,Rousseaceae,8131d041-3a85-47d1-9dcc-d46ce3d94559,14,30,2015-10-23 23:40:47,
0,1,family,Stylidiaceae,fd1dd491-fde9-4116-a534-554f138c4970,290,30,2015-10-23 23:41:04,
0,1,family,Brassicaceae,31934290-b190-4e27-8a6b-d1d233e4893d,3700,30,2015-10-23 23:45:10,
0,1,family,Bretschneideraceae,14901325-8cb3-4f29-ba0c-44d1738237d9,1,30,2015-10-23 23:45:34,
0,1,family,Emblingiaceae,19cbc2ec-02f1-4620-be2e-642cc502189a,1,30,2015-10-23 23:46:22,
0,1,family,Gyrostemonaceae,91ebd6ff-7bd1-432c-a387-69e0ceadcf8d,21,30,2015-10-23 23:46:40,
0,1,family,Koeberliniaceae,9fb93023-3d16-45a4-95ac-57eae8ad70ff,2,30,2015-10-23 23:46:58,
0,1,family,Limnanthaceae,c27608a9-1310-40f9-bb82-d037bc5ba8c6,9,30,2015-10-23 23:47:14,
0,1,family,Pentadiplandraceae,69fb6fdc-0856-46d6-8996-e98bbb623fc8,1,30,2015-10-23 23:47:33,
0,1,family,Setchellanthaceae,6cb75068-05b1-4d74-9631-036f93966fd3,1,30,2015-10-23 23:47:52,
0,1,family,Stixaceae,d5348f6d-280e-473f-8604-3da310e6fbca,22,30,2015-10-23 23:48:11,
0,1,family,Tovariaceae,376ccedb-5dd9-4f71-8045-10ecee4a7ce2,2,30,2015-10-23 23:48:25,
0,1,order,Brassicales,d06878a3-3578-47b6-9f24-c6cda22fe067,3760,12,2015-10-23 23:50:15,
0,1,class,Liliopsida,e2e33ff3-9b34-4cb4-890d-7f61d39b005a,72926,39,2015-10-26 22:41:48,
0,1,class,Magnoliopsida,604e7fab-83f7-4f1b-ba59-97d03d7ead26,246366,39,2015-10-26 22:42:44,
0,1,phylum,Tracheophyta,bfb709db-491c-48b6-80f5-32ef14f63e4f,340000,64,2015-10-26 22:55:12,2016-01-07 22:57:41
0,1,class,Gnetopsida,d1f0c7a4-38d0-44a7-8225-c35bb61afeae,112,55,2015-10-26 22:59:10,
0,1,family,Acoraceae,8b077afd-937a-4d97-a73e-f750141db864,2,55,2015-10-26 23:01:59,
0,1,order,Alismatales,94bda947-6b0b-4e68-b6a3-41e6e84c7c68,3953,55,2015-10-26 23:02:27,
0,1,family,Alismataceae,78128942-8e20-4081-a29c-16335a0d26cd,117,55,2015-10-26 23:02:38,
0,1,family,Aponogetonaceae,3ad0f5d1-defd-48ed-b3b9-60740c5258f3,56,55,2015-10-26 23:02:45,
0,1,family,Araceae,7120bc67-ac52-4cd6-988a-c5bcf5c978e2,3353,55,2015-10-26 23:02:55,
0,1,family,Butomaceae,e3c98e36-6804-4a35-a9c7-4f25ed100ae6,2,55,2015-10-26 23:03:02,
0,1,family,Cymodoceaceae,7cb9dd63-8f59-46d8-bd53-7cadd6fd0cb7,17,55,2015-10-26 23:03:10,
0,1,family,Hydrocharitaceae,b651d2b8-a5b8-463e-98dc-bba83c0e5b0c,131,55,2015-10-26 23:03:19,
0,1,family,Juncaginaceae,63a6dfeb-75df-4cd6-9cbb-b0ea61f2496d,35,55,2015-10-26 23:03:27,
0,1,family,Posidoniaceae,2f611205-f1b5-48e4-958f-5d73383bce9a,9,55,2015-10-26 23:03:34,
0,1,family,Potamogetonaceae,a3c49949-7f85-4afc-b4e2-491e83e50b79,183,55,2015-10-26 23:03:42,
0,1,family,Ruppiaceae,1a169898-a6e2-4dd5-a8e8-056d7c2e9b07,8,55,2015-10-26 23:03:49,
0,1,family,Scheuchzeriaceae,7db4c34b-76b6-4cf2-8413-fbc16db2f007,1,55,2015-10-26 23:03:57,
0,1,family,Tofieldiaceae,f292abc0-a7ff-4ac9-8730-46debe2aa52f,19,55,2015-10-26 23:04:08,
0,1,family,Zosteraceae,d6f3d8cb-f078-4870-8cd8-6e5cbd1e3197,22,55,2015-10-26 23:04:16,
0,1,order,Acorales,3b55c527-dd5d-4d6d-a499-bf2a49b0d4cf,2,55,2015-10-27 18:01:00,
0,1,order,Arecales,595ba1e5-6b97-46ad-b00b-f1e66c3651eb,2561,55,2015-10-27 18:01:54,
0,1,family,Arecaceae,387f8866-d938-4c51-90db-c8d0a55f0f00,2561,55,2015-10-27 18:02:03,
0,1,order,Asparagales,86b83cc6-9708-4d1d-a72a-b437318dd54b,36670,55,2015-10-27 18:03:01,
0,1,family,Amaryllidaceae,350983c1-8d95-46df-bc3a-14ff09eaf657,2234,55,2015-10-27 18:03:11,
0,1,family,Asparagaceae,e89da014-56b9-4bbe-8375-4f7037228dbc,2943,55,2015-10-27 18:03:21,
0,1,family,Asteliaceae,c220560b-84d5-484f-84f6-2c099d185633,37,55,2015-10-27 18:03:31,
0,1,family,Blandfordiaceae,705ae923-d9ef-49fa-8ffb-55cd8ba3879d,4,55,2015-10-27 18:03:38,
0,1,family,Boryaceae,6bcb2e81-c95a-4977-84d5-b1cec4f4241b,12,55,2015-10-27 18:03:45,
0,1,family,Doryanthaceae,e781991c-b774-4d75-b7ff-98e004a5eeff,2,55,2015-10-27 18:03:53,
0,1,family,Hypoxidaceae,2fa67e19-7a8c-4f51-a6f9-771a599afbc8,153,55,2015-10-27 18:04:12,
0,1,family,Iridaceae,011469db-1ebe-4035-a022-4b930f5f171a,2273,55,2015-10-27 18:04:22,
0,1,family,Ixioliriaceae,d4885b70-6f2c-4d38-9e7d-8f7b23bee388,4,55,2015-10-27 18:04:29,
0,1,family,Lanariaceae,bd6ef8fb-1891-4ecd-949b-0adfa24f7bcc,1,55,2015-10-27 18:04:40,
0,1,family,Orchidaceae,d77c746d-cde4-45ec-8465-def4bd0dd8d6,27753,55,2015-10-27 18:04:59,
0,1,family,Tecophilaeaceae,43c1a44d-7c40-4079-bc56-112dc22c45a8,27,55,2015-10-27 18:28:07,
0,1,family,Xanthorrhoeaceae,,1224,55,2015-10-27 18:28:17,
0,1,family,Achatocarpaceae,a818286d-dcc3-435a-9928-357a93807741,10,30,2015-10-29 21:14:01,
0,1,family,Xeronemataceae,9910a5f7-838f-4870-93c8-7a8f740f45c4,2,55,2015-10-27 18:28:26,
0,1,order,Commelinales,725bbc69-5bd5-4d5f-a61d-eb20ef111cfc,885,55,2015-10-27 18:30:33,
0,1,family,Commelinaceae,4d5f1216-1eb1-44e1-9a05-0aff750f9ea6,734,55,2015-10-27 18:30:43,
0,1,family,Haemodoraceae,7f845496-fd1a-4ecc-ae0c-6693e289ea41,101,55,2015-10-27 18:30:50,
0,1,family,Hanguanaceae,fbcfd050-6d93-4952-832a-bafe5873bfa2,11,55,2015-10-27 18:30:56,
0,1,family,Philydraceae,ed051119-506f-4c89-b3e9-d5b8945348cf,6,55,2015-10-27 18:31:03,
0,1,family,Pontederiaceae,773bb3e6-e1c6-4407-a91c-1cf53dd0f546,33,55,2015-10-27 18:31:10,
0,1,family,Dasypogonaceae,c728eaea-a9c5-4dd8-bf3a-4fdfea4f4931,16,55,2015-10-27 21:36:21,
