id,homotypic_name_id,scientific_name,authorship,rank,uninomial,genus,infrageneric_epithet,specific_epithet,infraspecific_epithet,cultivar_epithet,strain,candidatus,notho,basionym_authors,basionym_ex_authors,basionym_year,combination_authors,combination_ex_authors,combination_year,sanctioning_author,code,nom_status,type
41647081,41647081,Hygromiidae,,family,Hygromiidae,,,,,,,f,,{},{},,{},{},,,,,0
41653718,41653718,Tegulithyrididae,,family,Tegulithyrididae,,,,,,,f,,{},{},,{},{},,,,,0
41646619,41646619,Okadaiidae,,family,Okadaiidae,,,,,,,f,,{},{},,{},{},,,,,0
41649258,41649258,Carmotetraviridae,,family,Carmotetraviridae,,,,,,,f,,{},{},,{},{},,,,,0
41642568,41642568,Not assigned,,order,,,,,,,,f,,{},{},,{},{},,,,,5
41654373,41654373,Eoenantiornithidae,,family,Eoenantiornithidae,,,,,,,f,,{},{},,{},{},,,,,0
41644323,41644323,Pyropeltidae,,family,Pyropeltidae,,,,,,,f,,{},{},,{},{},,,,,0
41654581,41654581,Primitiidae,,family,Primitiidae,,,,,,,f,,{},{},,{},{},,,,,0
41646792,41646792,Didymozoidae,,family,Didymozoidae,,,,,,,f,,{},{},,{},{},,,,,0
41654709,41654709,Ctenocladales,,order,Ctenocladales,,,,,,,f,,{},{},,{},{},,,,,0
41645930,41645930,Claroideoglomeraceae,,family,Claroideoglomeraceae,,,,,,,f,,{},{},,{},{},,,,,0
41647548,41647548,Parauronematidae,,family,Parauronematidae,,,,,,,f,,{},{},,{},{},,,,,0
41646309,41646309,Sphaerocinidae,,family,Sphaerocinidae,,,,,,,f,,{},{},,{},{},,,,,0
41652054,41652054,Halojulellaceae,,family,Halojulellaceae,,,,,,,f,,{},{},,{},{},,,,,0
41644040,41644040,Pneumocystidomycetes,,class,Pneumocystidomycetes,,,,,,,f,,{},{},,{},{},,,,,0
41644452,41644452,Astacidae,,family,Astacidae,,,,,,,f,,{},{},,{},{},,,,,0
41651665,41651665,Myrothamnaceae,,family,Myrothamnaceae,,,,,,,f,,{},{},,{},{},,,,,0
41651946,41651946,Xanthopyreniaceae,,family,Xanthopyreniaceae,,,,,,,f,,{},{},,{},{},,,,,0
41652957,41652957,Lophocyrtiidae,,family,Lophocyrtiidae,,,,,,,f,,{},{},,{},{},,,,,0
41642962,41642962,Acroloxidae,,family,Acroloxidae,,,,,,,f,,{},{},,{},{},,,,,0
41649652,41649652,Otobothrioidea,,superfamily,Otobothrioidea,,,,,,,f,,{},{},,{},{},,,,,0
41654874,41654874,Keysercytheridae,,family,Keysercytheridae,,,,,,,f,,{},{},,{},{},,,,,0
41642085,41642085,Torpedinidae,,family,Torpedinidae,,,,,,,f,,{},{},,{},{},,,,,0
41651954,41651954,Not assigned,,family,,,,,,,,f,,{},{},,{},{},,,,,5
41645334,41645334,Bromeliaceae,,family,Bromeliaceae,,,,,,,f,,{},{},,{},{},,,,,0
41655163,41655163,Rhabdonematales,,order,Rhabdonematales,,,,,,,f,,{},{},,{},{},,,,,0
41649179,41649179,Fenestellidae,,family,Fenestellidae,,,,,,,f,,{},{},,{},{},,,,,0
41649981,41649981,Rostratulidae,,family,Rostratulidae,,,,,,,f,,{},{},,{},{},,,,,0
41650340,41650340,Planistromellaceae,,family,Planistromellaceae,,,,,,,f,,{},{},,{},{},,,,,0
41649145,41649145,Cymonomidae,,family,Cymonomidae,,,,,,,f,,{},{},,{},{},,,,,0
41649544,41649544,Acarosporales,,order,Acarosporales,,,,,,,f,,{},{},,{},{},,,,,0
41644435,41644435,Crangonidae,,family,Crangonidae,,,,,,,f,,{},{},,{},{},,,,,0
41642359,41642359,Philepittidae,,family,Philepittidae,,,,,,,f,,{},{},,{},{},,,,,0
41647356,41647356,Sclerogastraceae,,family,Sclerogastraceae,,,,,,,f,,{},{},,{},{},,,,,0
41644815,41644815,Gerridae,,family,Gerridae,,,,,,,f,,{},{},,{},{},,,,,0
41648026,41648026,Trichomonadida,,order,Trichomonadida,,,,,,,f,,{},{},,{},{},,,,,0
41652586,41652586,Benthobiidae,,family,Benthobiidae,,,,,,,f,,{},{},,{},{},,,,,0
41643056,41643056,Not assigned,,family,,,,,,,,f,,{},{},,{},{},,,,,5
41648135,41648135,Trypostegidae,,family,Trypostegidae,,,,,,,f,,{},{},,{},{},,,,,0
41644932,41644932,Leiodidae,,family,Leiodidae,,,,,,,f,,{},{},,{},{},,,,,0
41643158,41643158,Scutelloidea,,superfamily,Scutelloidea,,,,,,,f,,{},{},,{},{},,,,,0
41647748,41647748,Tetranychoidea,,superfamily,Tetranychoidea,,,,,,,f,,{},{},,{},{},,,,,0
41647260,41647260,Leptolegniaceae,,family,Leptolegniaceae,,,,,,,f,,{},{},,{},{},,,,,0
41652886,41652886,Ultranaporidae,,family,Ultranaporidae,,,,,,,f,,{},{},,{},{},,,,,0
41651603,41651603,Nidaliidae,,family,Nidaliidae,,,,,,,f,,{},{},,{},{},,,,,0
41648297,41648297,Bartonellaceae,,family,Bartonellaceae,,,,,,,f,,{},{},,{},{},,,,,0
41643010,41643010,Bacilli,,class,Bacilli,,,,,,,f,,{},{},,{},{},,,,,0
41654013,41654013,Glyptomenidae,,family,Glyptomenidae,,,,,,,f,,{},{},,{},{},,,,,0
41646524,41646524,Semisulcospiridae,,family,Semisulcospiridae,,,,,,,f,,{},{},,{},{},,,,,0
41642195,41642195,Petaluridae,,family,Petaluridae,,,,,,,f,,{},{},,{},{},,,,,0
41649891,41649891,Corallistidae,,family,Corallistidae,,,,,,,f,,{},{},,{},{},,,,,0
41643356,41643356,Archidiales,,order,Archidiales,,,,,,,f,,{},{},,{},{},,,,,0
41654398,41654398,Dakotornithidae,,family,Dakotornithidae,,,,,,,f,,{},{},,{},{},,,,,0
41655386,41655386,Pleurobrachiidae,,family,Pleurobrachiidae,,,,,,,f,,{},{},,{},{},,,,,0
41655110,41655110,Rhoicospheniaceae,,family,Rhoicospheniaceae,,,,,,,f,,{},{},,{},{},,,,,0
41655636,41655636,Euryleptidae,,family,Euryleptidae,,,,,,,f,,{},{},,{},{},,,,,0
41642610,41642610,Platycopina,,order,Platycopina,,,,,,,f,,{},{},,{},{},,,,,0
41652355,41652355,Bythotiaridae,,family,Bythotiaridae,,,,,,,f,,{},{},,{},{},,,,,0
41654281,41654281,Not assigned,,family,,,,,,,,f,,{},{},,{},{},,,,,5
41643006,41643006,Thompsoniidae,,family,Thompsoniidae,,,,,,,f,,{},{},,{},{},,,,,0
41650039,41650039,Jacanidae,,family,Jacanidae,,,,,,,f,,{},{},,{},{},,,,,0
41649035,41649035,Micropterigoidea,,superfamily,Micropterigoidea,,,,,,,f,,{},{},,{},{},,,,,0
41652338,41652338,Aeropsidae,,family,Aeropsidae,,,,,,,f,,{},{},,{},{},,,,,0
41643936,41643936,Lyrommataceae,,family,Lyrommataceae,,,,,,,f,,{},{},,{},{},,,,,0
41647834,41647834,Zenometridae,,family,Zenometridae,,,,,,,f,,{},{},,{},{},,,,,0
41652953,41652953,Multiarcusellidae,,family,Multiarcusellidae,,,,,,,f,,{},{},,{},{},,,,,0
41644568,41644568,Aristiidae,,family,Aristiidae,,,,,,,f,,{},{},,{},{},,,,,0
41646189,41646189,Actaletoidea,,superfamily,Actaletoidea,,,,,,,f,,{},{},,{},{},,,,,0
41647468,41647468,Hedbergellidae,,family,Hedbergellidae,,,,,,,f,,{},{},,{},{},,,,,0
41648584,41648584,Spirozonidae,,family,Spirozonidae,,,,,,,f,,{},{},,{},{},,,,,0
41645776,41645776,Paradoliopsidae,,family,Paradoliopsidae,,,,,,,f,,{},{},,{},{},,,,,0
41643075,41643075,Chroococcaceae,,family,Chroococcaceae,,,,,,,f,,{},{},,{},{},,,,,0
41648719,41648719,Dysteriida,,order,Dysteriida,,,,,,,f,,{},{},,{},{},,,,,0
41649108,41649108,Dipluridae,,family,Dipluridae,,,,,,,f,,{},{},,{},{},,,,,0
41642580,41642580,Prorhynchidae,,family,Prorhynchidae,,,,,,,f,,{},{},,{},{},,,,,0
41644903,41644903,Ptilodactylidae,,family,Ptilodactylidae,,,,,,,f,,{},{},,{},{},,,,,0
41652376,41652376,Empheriidae,,family,Empheriidae,,,,,,,f,,{},{},,{},{},,,,,0
41643765,41643765,Microascales,,order,Microascales,,,,,,,f,,{},{},,{},{},,,,,0
41650955,41650955,Celerinatantimonadaceae,,family,Celerinatantimonadaceae,,,,,,,f,,{},{},,{},{},,,,,0
41643763,41643763,Ophiostomataceae,,family,Ophiostomataceae,,,,,,,f,,{},{},,{},{},,,,,0
41641937,41641937,Syntrophomonadaceae,,family,Syntrophomonadaceae,,,,,,,f,,{},{},,{},{},,,,,0
41655664,41655664,Hoplopleuridae,,family,Hoplopleuridae,,,,,,,f,,{},{},,{},{},,,,,0
41653333,41653333,Desmocerataceae,,superfamily,Desmocerataceae,,,,,,,f,,{},{},,{},{},,,,,0
41653019,41653019,Angulobracchiidae,,family,Angulobracchiidae,,,,,,,f,,{},{},,{},{},,,,,0
41649784,41649784,Mesoniviridae,,family,Mesoniviridae,,,,,,,f,,{},{},,{},{},,,,,0
41655302,41655302,Mesoberothidae,,family,Mesoberothidae,,,,,,,f,,{},{},,{},{},,,,,0
41646143,41646143,Andrognathidae,,family,Andrognathidae,,,,,,,f,,{},{},,{},{},,,,,0
41649235,41649235,Discinoidea,,superfamily,Discinoidea,,,,,,,f,,{},{},,{},{},,,,,0
41645216,41645216,Hubbardiidae,,family,Hubbardiidae,,,,,,,f,,{},{},,{},{},,,,,0
41648334,41648334,Tachinidae,,family,Tachinidae,,,,,,,f,,{},{},,{},{},,,,,0
41651301,41651301,Ophidiasteridae,,family,Ophidiasteridae,,,,,,,f,,{},{},,{},{},,,,,0
41642143,41642143,Caviidae,,family,Caviidae,,,,,,,f,,{},{},,{},{},,,,,0
41650361,41650361,Molpadida,,order,Molpadida,,,,,,,f,,{},{},,{},{},,,,,0
41653089,41653089,Encrinuridae,,family,Encrinuridae,,,,,,,f,,{},{},,{},{},,,,,0
41648852,41648852,Ptychocylidae,,family,Ptychocylidae,,,,,,,f,,{},{},,{},{},,,,,0
41652589,41652589,Proneomeniidae,,family,Proneomeniidae,,,,,,,f,,{},{},,{},{},,,,,0
41649075,41649075,Diplomaragnidae,,family,Diplomaragnidae,,,,,,,f,,{},{},,{},{},,,,,0
41642277,41642277,Diprotodontia,,order,Diprotodontia,,,,,,,f,,{},{},,{},{},,,,,0
41649257,41649257,Chrysoviridae,,family,Chrysoviridae,,,,,,,f,,{},{},,{},{},,,,,0
41648647,41648647,Parakahliellidae,,family,Parakahliellidae,,,,,,,f,,{},{},,{},{},,,,,0
41647890,41647890,Spirocercidae,,family,Spirocercidae,,,,,,,f,,{},{},,{},{},,,,,0
41650566,41650566,Hastigerinidae,,family,Hastigerinidae,,,,,,,f,,{},{},,{},{},,,,,0
41653221,41653221,Acanthocerataceae,,superfamily,Acanthocerataceae,,,,,,,f,,{},{},,{},{},,,,,0
41647647,41647647,Arnelliaceae,,family,Arnelliaceae,,,,,,,f,,{},{},,{},{},,,,,0
41652516,41652516,Muraenesocidae,,family,Muraenesocidae,,,,,,,f,,{},{},,{},{},,,,,0
41645354,41645354,Zanclidae,,family,Zanclidae,,,,,,,f,,{},{},,{},{},,,,,0
41645838,41645838,Lygistorrhinidae,,family,Lygistorrhinidae,,,,,,,f,,{},{},,{},{},,,,,0
41653645,41653645,Aeglidae,,family,Aeglidae,,,,,,,f,,{},{},,{},{},,,,,0
41652556,41652556,Murchisonelloidea,,superfamily,Murchisonelloidea,,,,,,,f,,{},{},,{},{},,,,,0
41648117,41648117,Jenkinidae,,family,Jenkinidae,,,,,,,f,,{},{},,{},{},,,,,0
41644877,41644877,Throscidae,,family,Throscidae,,,,,,,f,,{},{},,{},{},,,,,0
41653920,41653920,Not assigned,,family,,,,,,,,f,,{},{},,{},{},,,,,5
41651712,41651712,Buxaceae,,family,Buxaceae,,,,,,,f,,{},{},,{},{},,,,,0
41647593,41647593,Pleuroziales,,order,Pleuroziales,,,,,,,f,,{},{},,{},{},,,,,0
41642122,41642122,Eurytomidae,,family,Eurytomidae,,,,,,,f,,{},{},,{},{},,,,,0
41647187,41647187,Rhyacotritonidae,,family,Rhyacotritonidae,,,,,,,f,,{},{},,{},{},,,,,0
41652071,41652071,Pleomassariaceae,,family,Pleomassariaceae,,,,,,,f,,{},{},,{},{},,,,,0
41643294,41643294,Dactyloidae,,family,Dactyloidae,,,,,,,f,,{},{},,{},{},,,,,0
41643003,41643003,Apygophora,,order,Apygophora,,,,,,,f,,{},{},,{},{},,,,,0
41645774,41645774,Corellidae,,family,Corellidae,,,,,,,f,,{},{},,{},{},,,,,0
41655206,41655206,Petromuridae,,family,Petromuridae,,,,,,,f,,{},{},,{},{},,,,,0
41648449,41648449,Selenariidae,,family,Selenariidae,,,,,,,f,,{},{},,{},{},,,,,0
41651486,41651486,Glyceridae,,family,Glyceridae,,,,,,,f,,{},{},,{},{},,,,,0
41645764,41645764,Appendicularia,,class,Appendicularia,,,,,,,f,,{},{},,{},{},,,,,0
41655661,41655661,Bataceae,,family,Bataceae,,,,,,,f,,{},{},,{},{},,,,,0
41655453,41655453,Nippononychidae,,family,Nippononychidae,,,,,,,f,,{},{},,{},{},,,,,0
41647845,41647845,Ucididae,,family,Ucididae,,,,,,,f,,{},{},,{},{},,,,,0
41651523,41651523,Leptocheliidae,,family,Leptocheliidae,,,,,,,f,,{},{},,{},{},,,,,0
41644881,41644881,Tenebrionoidea,,superfamily,Tenebrionoidea,,,,,,,f,,{},{},,{},{},,,,,0
41649014,41649014,Simaethistoidea,,superfamily,Simaethistoidea,,,,,,,f,,{},{},,{},{},,,,,0
41651324,41651324,Lekythoporidae,,family,Lekythoporidae,,,,,,,f,,{},{},,{},{},,,,,0
41651108,41651108,Tubulanidae,,family,Tubulanidae,,,,,,,f,,{},{},,{},{},,,,,0
41642472,41642472,Not assigned,,family,,,,,,,,f,,{},{},,{},{},,,,,5
41646670,41646670,Bellolividae,,family,Bellolividae,,,,,,,f,,{},{},,{},{},,,,,0
41652651,41652651,Tryblidiida,,order,Tryblidiida,,,,,,,f,,{},{},,{},{},,,,,0
41654828,41654828,Gigartinaceae,,family,Gigartinaceae,,,,,,,f,,{},{},,{},{},,,,,0
41644149,41644149,Scolopendrellidae,,family,Scolopendrellidae,,,,,,,f,,{},{},,{},{},,,,,0
41651268,41651268,Phellodermidae,,family,Phellodermidae,,,,,,,f,,{},{},,{},{},,,,,0
41644393,41644393,Cottidae,,family,Cottidae,,,,,,,f,,{},{},,{},{},,,,,0
41643863,41643863,Acrasida,,order,Acrasida,,,,,,,f,,{},{},,{},{},,,,,0
41647493,41647493,Cyphoderiidae,,family,Cyphoderiidae,,,,,,,f,,{},{},,{},{},,,,,0
41642345,41642345,Psophodidae,,family,Psophodidae,,,,,,,f,,{},{},,{},{},,,,,0
41643872,41643872,Plasmodiophoridae,,family,Plasmodiophoridae,,,,,,,f,,{},{},,{},{},,,,,0
41642743,41642743,Rometidae,,family,Rometidae,,,,,,,f,,{},{},,{},{},,,,,0
41655824,41655824,Faubelidae,,family,Faubelidae,,,,,,,f,,{},{},,{},{},,,,,0
41650313,41650313,Pucciniales,,order,Pucciniales,,,,,,,f,,{},{},,{},{},,,,,0
41646117,41646117,Brydonellidae,,family,Brydonellidae,,,,,,,f,,{},{},,{},{},,,,,0
41652365,41652365,Not assigned,,family,,,,,,,,f,,{},{},,{},{},,,,,5
41647285,41647285,Togocyamids,,family,Togocyamids,,,,,,,f,,{},{},,{},{},,,,,0
41642621,41642621,Kelleriidae,,family,Kelleriidae,,,,,,,f,,{},{},,{},{},,,,,0
41655834,41655834,Opisthogenioidea,,superfamily,Opisthogenioidea,,,,,,,f,,{},{},,{},{},,,,,0
41654825,41654825,Acrotylaceae,,family,Acrotylaceae,,,,,,,f,,{},{},,{},{},,,,,0
41646705,41646705,Loricidae,,family,Loricidae,,,,,,,f,,{},{},,{},{},,,,,0
41642780,41642780,Xenocoelomatidae,,family,Xenocoelomatidae,,,,,,,f,,{},{},,{},{},,,,,0
41648268,41648268,Myriangiaceae,,family,Myriangiaceae,,,,,,,f,,{},{},,{},{},,,,,0
41655072,41655072,Asperspinidae,,family,Asperspinidae,,,,,,,f,,{},{},,{},{},,,,,0
41645779,41645779,Pterobranchia,,class,Pterobranchia,,,,,,,f,,{},{},,{},{},,,,,0
41650970,41650970,Halothiobacillaceae,,family,Halothiobacillaceae,,,,,,,f,,{},{},,{},{},,,,,0
41648769,41648769,Sphaeronectidae,,family,Sphaeronectidae,,,,,,,f,,{},{},,{},{},,,,,0
41643128,41643128,Parasquillidae,,family,Parasquillidae,,,,,,,f,,{},{},,{},{},,,,,0
41652351,41652351,Cladocorynidae,,family,Cladocorynidae,,,,,,,f,,{},{},,{},{},,,,,0
41648716,41648716,Cyclotrichida,,order,Cyclotrichida,,,,,,,f,,{},{},,{},{},,,,,0
41653038,41653038,Dikelocephalidae,,family,Dikelocephalidae,,,,,,,f,,{},{},,{},{},,,,,0
41646878,41646878,Prismatolaimidae,,family,Prismatolaimidae,,,,,,,f,,{},{},,{},{},,,,,0
41648286,41648286,Pyrenothricaceae,,family,Pyrenothricaceae,,,,,,,f,,{},{},,{},{},,,,,0
41647502,41647502,Entorhipidiidae,,family,Entorhipidiidae,,,,,,,f,,{},{},,{},{},,,,,0
41642228,41642228,Neuroptera,,order,Neuroptera,,,,,,,f,,{},{},,{},{},,,,,0
41654747,41654747,Carteriaceae,,family,Carteriaceae,,,,,,,f,,{},{},,{},{},,,,,0
41649519,41649519,Oligoneuriidae,,family,Oligoneuriidae,,,,,,,f,,{},{},,{},{},,,,,0
41642200,41642200,Tcholmanvissiidae,,family,Tcholmanvissiidae,,,,,,,f,,{},{},,{},{},,,,,0
41650711,41650711,Hydropogonaceae,,family,Hydropogonaceae,,,,,,,f,,{},{},,{},{},,,,,0
41643149,41643149,Euryalidea,,superfamily,Euryalidea,,,,,,,f,,{},{},,{},{},,,,,0
41646566,41646566,Ampullinidae,,family,Ampullinidae,,,,,,,f,,{},{},,{},{},,,,,0
41652499,41652499,Melanotaeniidae,,family,Melanotaeniidae,,,,,,,f,,{},{},,{},{},,,,,0
41655569,41655569,Metridinidae,,family,Metridinidae,,,,,,,f,,{},{},,{},{},,,,,0
41651432,41651432,Antarcturidae,,family,Antarcturidae,,,,,,,f,,{},{},,{},{},,,,,0
41643323,41643323,Coreoidea,,superfamily,Coreoidea,,,,,,,f,,{},{},,{},{},,,,,0
41654908,41654908,Hirsutiidae,,family,Hirsutiidae,,,,,,,f,,{},{},,{},{},,,,,0
41646125,41646125,Sundanellidae,,family,Sundanellidae,,,,,,,f,,{},{},,{},{},,,,,0
41645556,41645556,Oripodidae,,family,Oripodidae,,,,,,,f,,{},{},,{},{},,,,,0
41644348,41644348,Ceratocumatidae,,family,Ceratocumatidae,,,,,,,f,,{},{},,{},{},,,,,0
41644407,41644407,Limnomedusae,,order,Limnomedusae,,,,,,,f,,{},{},,{},{},,,,,0
41654717,41654717,Elakatotrichaceae,,family,Elakatotrichaceae,,,,,,,f,,{},{},,{},{},,,,,0
41644037,41644037,Protomycetaceae,,family,Protomycetaceae,,,,,,,f,,{},{},,{},{},,,,,0
41644544,41644544,Dogielinotidae,,family,Dogielinotidae,,,,,,,f,,{},{},,{},{},,,,,0
41645008,41645008,Flavobacteriales,,order,Flavobacteriales,,,,,,,f,,{},{},,{},{},,,,,0
41644992,41644992,Chlamydiaceae,,family,Chlamydiaceae,,,,,,,f,,{},{},,{},{},,,,,0
41651892,41651892,Pamphagidae,,family,Pamphagidae,,,,,,,f,,{},{},,{},{},,,,,0
41654169,41654169,Stegosauridae,,family,Stegosauridae,,,,,,,f,,{},{},,{},{},,,,,0
41647391,41647391,Hemidictyaceae,,family,Hemidictyaceae,,,,,,,f,,{},{},,{},{},,,,,0
41644766,41644766,Aradoidea,,superfamily,Aradoidea,,,,,,,f,,{},{},,{},{},,,,,0
41652161,41652161,Archeocrypticidae,,family,Archeocrypticidae,,,,,,,f,,{},{},,{},{},,,,,0
41650477,41650477,Monodontidae,,family,Monodontidae,,,,,,,f,,{},{},,{},{},,,,,0
41654602,41654602,Makinoaceae,,family,Makinoaceae,,,,,,,f,,{},{},,{},{},,,,,0
41646293,41646293,Alacuppidae,,family,Alacuppidae,,,,,,,f,,{},{},,{},{},,,,,0
41652697,41652697,Limapontioidea,,superfamily,Limapontioidea,,,,,,,f,,{},{},,{},{},,,,,0
41651134,41651134,Iotrochotidae,,family,Iotrochotidae,,,,,,,f,,{},{},,{},{},,,,,0
41653711,41653711,Thecospiridae,,family,Thecospiridae,,,,,,,f,,{},{},,{},{},,,,,0
41655290,41655290,Not assigned,,family,,,,,,,,f,,{},{},,{},{},,,,,5
41652717,41652717,Callistoplacidae,,family,Callistoplacidae,,,,,,,f,,{},{},,{},{},,,,,0
41654939,41654939,Pedinoida,,order,Pedinoida,,,,,,,f,,{},{},,{},{},,,,,0
41652986,41652986,Eucyrtiidae,,family,Eucyrtiidae,,,,,,,f,,{},{},,{},{},,,,,0
41655246,41655246,Rheidae,,family,Rheidae,,,,,,,f,,{},{},,{},{},,,,,0
41646802,41646802,Podonidae,,family,Podonidae,,,,,,,f,,{},{},,{},{},,,,,0
41645095,41645095,Demequinaceae,,family,Demequinaceae,,,,,,,f,,{},{},,{},{},,,,,0
41647578,41647578,Blasiales,,order,Blasiales,,,,,,,f,,{},{},,{},{},,,,,0
41650444,41650444,Commelinaceae,,family,Commelinaceae,,,,,,,f,,{},{},,{},{},,,,,0
41650004,41650004,Pereziidae,,family,Pereziidae,,,,,,,f,,{},{},,{},{},,,,,0
41643466,41643466,Sicyoniidae,,family,Sicyoniidae,,,,,,,f,,{},{},,{},{},,,,,0
41643644,41643644,Gonostomatidae,,family,Gonostomatidae,,,,,,,f,,{},{},,{},{},,,,,0
41643034,41643034,Elusimicrobia,,class,Elusimicrobia,,,,,,,f,,{},{},,{},{},,,,,0
41649267,41649267,Baculoviridae,,family,Baculoviridae,,,,,,,f,,{},{},,{},{},,,,,0
41649996,41649996,Neonosemoidiidae,,family,Neonosemoidiidae,,,,,,,f,,{},{},,{},{},,,,,0
41643554,41643554,Urotrygonidae,,family,Urotrygonidae,,,,,,,f,,{},{},,{},{},,,,,0
41652021,41652021,Lichenoconiaceae,,family,Lichenoconiaceae,,,,,,,f,,{},{},,{},{},,,,,0
41654148,41654148,Tyrannosauroidea,,superfamily,Tyrannosauroidea,,,,,,,f,,{},{},,{},{},,,,,0
41643218,41643218,Pygiopsylloidea,,superfamily,Pygiopsylloidea,,,,,,,f,,{},{},,{},{},,,,,0
41644521,41644521,Laphystiopsidae,,family,Laphystiopsidae,,,,,,,f,,{},{},,{},{},,,,,0
41653685,41653685,Triplesiidae,,family,Triplesiidae,,,,,,,f,,{},{},,{},{},,,,,0
41644333,41644333,Not assigned,,family,,,,,,,,f,,{},{},,{},{},,,,,5
41650457,41650457,Blandfordiaceae,,family,Blandfordiaceae,,,,,,,f,,{},{},,{},{},,,,,0
41644035,41644035,Taphrinales,,order,Taphrinales,,,,,,,f,,{},{},,{},{},,,,,0
41651365,41651365,Gastropteridae,,family,Gastropteridae,,,,,,,f,,{},{},,{},{},,,,,0
41643655,41643655,Schilbeidae,,family,Schilbeidae,,,,,,,f,,{},{},,{},{},,,,,0
41644492,41644492,Phronimidae,,family,Phronimidae,,,,,,,f,,{},{},,{},{},,,,,0
41645011,41645011,Cryomorphaceae,,family,Cryomorphaceae,,,,,,,f,,{},{},,{},{},,,,,0
41651539,41651539,Euglenozoa,,phylum,Euglenozoa,,,,,,,f,,{},{},,{},{},,,,,0
41647014,41647014,Cyathocotylidae,,family,Cyathocotylidae,,,,,,,f,,{},{},,{},{},,,,,0
41655149,41655149,Pinnulariaceae,,family,Pinnulariaceae,,,,,,,f,,{},{},,{},{},,,,,0
41648744,41648744,Sagittariidae,,family,Sagittariidae,,,,,,,f,,{},{},,{},{},,,,,0
41647244,41647244,Forficulidae,,family,Forficulidae,,,,,,,f,,{},{},,{},{},,,,,0
41645826,41645826,Scuticociliatida,,order,Scuticociliatida,,,,,,,f,,{},{},,{},{},,,,,0
41652137,41652137,Bovidae,,family,Bovidae,,,,,,,f,,{},{},,{},{},,,,,0
41648444,41648444,Not assigned,,family,,,,,,,,f,,{},{},,{},{},,,,,5
41654783,41654783,Trentepohliaceae,,family,Trentepohliaceae,,,,,,,f,,{},{},,{},{},,,,,0
41646028,41646028,Kriegeriaceae,,family,Kriegeriaceae,,,,,,,f,,{},{},,{},{},,,,,0
41651714,41651714,Pholadoidea,,superfamily,Pholadoidea,,,,,,,f,,{},{},,{},{},,,,,0
41647012,41647012,Accacoeliidae,,family,Accacoeliidae,,,,,,,f,,{},{},,{},{},,,,,0
41642772,41642772,Lithotryidae,,family,Lithotryidae,,,,,,,f,,{},{},,{},{},,,,,0
41644374,41644374,Vitrimurellidae,,family,Vitrimurellidae,,,,,,,f,,{},{},,{},{},,,,,0
41645236,41645236,Narnaviridae,,family,Narnaviridae,,,,,,,f,,{},{},,{},{},,,,,0
41645678,41645678,Atopochthoniidae,,family,Atopochthoniidae,,,,,,,f,,{},{},,{},{},,,,,0
41654761,41654761,Nephroselmidophyceae,,class,Nephroselmidophyceae,,,,,,,f,,{},{},,{},{},,,,,0
41649070,41649070,Haaseidae,,family,Haaseidae,,,,,,,f,,{},{},,{},{},,,,,0
41654945,41654945,Solmundaeginidae,,family,Solmundaeginidae,,,,,,,f,,{},{},,{},{},,,,,0
41653859,41653859,Paterulidae,,family,Paterulidae,,,,,,,f,,{},{},,{},{},,,,,0
41654755,41654755,Closteriaceae,,family,Closteriaceae,,,,,,,f,,{},{},,{},{},,,,,0
41644970,41644970,Chloroflexales,,order,Chloroflexales,,,,,,,f,,{},{},,{},{},,,,,0
41646603,41646603,Diastomatidae,,family,Diastomatidae,,,,,,,f,,{},{},,{},{},,,,,0
41651241,41651241,Porcellanasteridae,,family,Porcellanasteridae,,,,,,,f,,{},{},,{},{},,,,,0
41647544,41647544,Raphidiophyidae,,family,Raphidiophyidae,,,,,,,f,,{},{},,{},{},,,,,0
41650533,41650533,Epistominidae,,family,Epistominidae,,,,,,,f,,{},{},,{},{},,,,,0
41650981,41650981,Not assigned,,order,,,,,,,,f,,{},{},,{},{},,,,,5
41642458,41642458,Capilloventridae,,family,Capilloventridae,,,,,,,f,,{},{},,{},{},,,,,0
41653877,41653877,Ochotorhynchiidae,,family,Ochotorhynchiidae,,,,,,,f,,{},{},,{},{},,,,,0
41642480,41642480,Terrestricytheridae,,family,Terrestricytheridae,,,,,,,f,,{},{},,{},{},,,,,0
41645911,41645911,Hypoviridae,,family,Hypoviridae,,,,,,,f,,{},{},,{},{},,,,,0
41642507,41642507,Halocypridoidea,,superfamily,Halocypridoidea,,,,,,,f,,{},{},,{},{},,,,,0
41649487,41649487,Ameletopsidae,,family,Ameletopsidae,,,,,,,f,,{},{},,{},{},,,,,0
41655821,41655821,Meandrinidae,,family,Meandrinidae,,,,,,,f,,{},{},,{},{},,,,,0
41645446,41645446,Mideopsidae,,family,Mideopsidae,,,,,,,f,,{},{},,{},{},,,,,0
41644135,41644135,Aphilodontidae,,family,Aphilodontidae,,,,,,,f,,{},{},,{},{},,,,,0
41651376,41651376,Cassidulina,,superfamily,Cassidulina,,,,,,,f,,{},{},,{},{},,,,,0
41650585,41650585,Heterolepidae,,family,Heterolepidae,,,,,,,f,,{},{},,{},{},,,,,0
41651934,41651934,Strigulaceae,,family,Strigulaceae,,,,,,,f,,{},{},,{},{},,,,,0
41651640,41651640,Oxalidaceae,,family,Oxalidaceae,,,,,,,f,,{},{},,{},{},,,,,0
