id,parent_id,name_id,provisional,fossil,recent,lifezones,species_estimate,species_estimate_reference_id
41651476,41646123,41651476,f,,,{},,
41648444,41646123,41648444,f,,,{},,
41652234,41646123,41652234,f,,,{},,
41652238,41646123,41652238,f,,,{},,
41648440,41646123,41648440,f,,,{},,
41648441,41648440,41648441,f,,,{},,
41651353,41648440,41651353,f,,,{},,
41652232,41648440,41652232,f,,,{},,
41649174,41648440,41649174,f,,,{},,
41646124,41646123,41646124,f,,,{},,
41646125,41646124,41646125,f,,,{},,
41651346,41646124,41651346,f,,,{},,
41648459,41646124,41648459,f,,,{},,
41652230,41646124,41652230,f,,,{},,
41652231,41646124,41652231,f,,,{},,
41652237,41646124,41652237,f,,,{},,
41651093,41646123,41651093,f,,,{},,
41651347,41651093,41651347,f,,,{},,
41652242,41651093,41652242,f,,,{},,
41651094,41651093,41651094,f,,,{},,
41647422,41646123,41647422,f,,,{},,
41647423,41647422,41647423,f,,,{},,
41646128,41646123,41646128,f,,,{},,
41647421,41646128,41647421,f,,,{},,
41646129,41646128,41646129,f,,,{},,
41651349,41646123,41651349,f,,,{},,
41651350,41651349,41651350,f,,,{},,
41651341,41646123,41651341,f,,,{},,
41651348,41651341,41651348,f,,,{},,
41651342,41651341,41651342,f,,,{},,
41649160,41646123,41649160,f,,,{},,
41649161,41649160,41649161,f,,,{},,
41652241,41649160,41652241,f,,,{},,
41652239,41646123,41652239,f,,,{},,
41652240,41652239,41652240,f,,,{},,
41651351,41646123,41651351,f,,,{},,
41651352,41651351,41651352,f,,,{},,
41652233,41651351,41652233,f,,,{},,
41649163,41646123,41649163,f,,,{},,
41649164,41649163,41649164,f,,,{},,
41649175,41646123,41649175,f,,,{},,
41649176,41649175,41649176,f,,,{},,
41651339,41646123,41651339,f,,,{},,
41655351,41651339,41655351,f,,,{},,
41651340,41651339,41651340,f,,,{},,
41644379,41644370,41644379,f,,,{},,
41644380,41644379,41644380,f,,,{},,
41644381,41644380,41644381,f,,,{},,
41644829,41644379,41644829,f,,,{},,
41644830,41644829,41644830,f,,,{},,
41651084,41644829,41651084,f,,,{},,
41649852,41644829,41649852,f,,,{},,
41648539,41644829,41648539,f,,,{},,
41651322,41644829,41651322,f,,,{},,
41649177,41644829,41649177,f,,,{},,
41644382,41644370,41644382,f,,,{},,
41645244,41644382,41645244,f,,,{},,
41645245,41645244,41645245,f,,,{},,
41648464,41645244,41648464,f,,,{},,
41648453,41645244,41648453,f,,,{},,
41648538,41645244,41648538,f,,,{},,
41649182,41645244,41649182,f,,,{},,
41649195,41645244,41649195,f,,,{},,
41648443,41645244,41648443,f,,,{},,
41649193,41645244,41649193,f,,,{},,
41646113,41644382,41646113,f,,,{},,
41648445,41646113,41648445,f,,,{},,
41648450,41646113,41648450,f,,,{},,
41648451,41646113,41648451,f,,,{},,
41648454,41646113,41648454,f,,,{},,
41646114,41646113,41646114,f,,,{},,
41649165,41646113,41649165,f,,,{},,
41649162,41646113,41649162,f,,,{},,
41644383,41644382,41644383,f,,,{},,
41651083,41644383,41651083,f,,,{},,
41645248,41644383,41645248,f,,,{},,
41644384,41644383,41644384,f,,,{},,
41646127,41644383,41646127,f,,,{},,
41651336,41644383,41651336,f,,,{},,
41651335,41644383,41651335,f,,,{},,
41648456,41644383,41648456,f,,,{},,
41648461,41644383,41648461,f,,,{},,
41651331,41644383,41651331,f,,,{},,
41648455,41644383,41648455,f,,,{},,
41648452,41644383,41648452,f,,,{},,
41646115,41644383,41646115,f,,,{},,
41646120,41644383,41646120,f,,,{},,
41651333,41644383,41651333,f,,,{},,
41651332,41644383,41651332,f,,,{},,
41649188,41644383,41649188,f,,,{},,
41651334,41644383,41651334,f,,,{},,
41649199,41644383,41649199,f,,,{},,
41651326,41644383,41651326,f,,,{},,
41649847,41644383,41649847,f,,,{},,
41651337,41644383,41651337,f,,,{},,
41649189,41644383,41649189,f,,,{},,
41651330,41644383,41651330,f,,,{},,
41649856,41644383,41649856,f,,,{},,
41651328,41644383,41651328,f,,,{},,
41649563,41644383,41649563,f,,,{},,
41651254,41644383,41651254,f,,,{},,
41651327,41644383,41651327,f,,,{},,
41649571,41644383,41649571,f,,,{},,
41649283,41644383,41649283,f,,,{},,
41649857,41644383,41649857,f,,,{},,
41651329,41644383,41651329,f,,,{},,
41646118,41644382,41646118,f,,,{},,
41649166,41646118,41649166,f,,,{},,
41649186,41646118,41649186,f,,,{},,
41649169,41646118,41649169,f,,,{},,
41649537,41646118,41649537,f,,,{},,
41649167,41646118,41649167,f,,,{},,
41649190,41646118,41649190,f,,,{},,
41646119,41646118,41646119,f,,,{},,
41645251,41644382,41645251,f,,,{},,
41645252,41645251,41645252,f,,,{},,
41649179,41645251,41649179,f,,,{},,
41647278,41641775,41647278,f,,,{},,
41653693,41647278,41653693,f,,,{},,
41653694,41653693,41653694,f,,,{},,
41653695,41653694,41653695,f,,,{},,
41654080,41653694,41654080,f,,,{},,
41654081,41654080,41654081,f,,,{},,
41653981,41653693,41653981,f,,,{},,
41653982,41653981,41653982,f,,,{},,
41653983,41653982,41653983,f,,,{},,
41654035,41653982,41654035,f,,,{},,
41650850,41647278,41650850,f,,,{},,
41650851,41650850,41650851,f,,,{},,
41650852,41650851,41650852,f,,,{},,
41650853,41650852,41650853,f,,,{},,
41653794,41647278,41653794,f,,,{},,
41653922,41653794,41653922,f,,,{},,
41653923,41653922,41653923,f,,,{},,
41653795,41653794,41653795,f,,,{},,
41653796,41653795,41653796,f,,,{},,
41653921,41653795,41653921,f,,,{},,
41653697,41647278,41653697,f,,,{},,
41653698,41653697,41653698,f,,,{},,
41653699,41653698,41653699,f,,,{},,
41653700,41653699,41653700,f,,,{},,
41653880,41653699,41653880,f,,,{},,
41649233,41647278,41649233,f,,,{},,
41649234,41649233,41649234,f,,,{},,
41654093,41649234,41654093,f,,,{},,
41654134,41654093,41654134,f,,,{},,
41654094,41654093,41654094,f,,,{},,
41649235,41649234,41649235,f,,,{},,
41653701,41649235,41653701,f,,,{},,
41649236,41649235,41649236,f,,,{},,
41654041,41649235,41654041,f,,,{},,
41649839,41649234,41649839,f,,,{},,
41653652,41649839,41653652,f,,,{},,
41653859,41649839,41653859,f,,,{},,
41653825,41649839,41653825,f,,,{},,
41653879,41649839,41653879,f,,,{},,
41653924,41649839,41653924,f,,,{},,
41653971,41649839,41653971,f,,,{},,
41653955,41649839,41653955,f,,,{},,
41649840,41649839,41649840,f,,,{},,
41653956,41649839,41653956,f,,,{},,
41654029,41649839,41654029,f,,,{},,
41654034,41649839,41654034,f,,,{},,
41653769,41649233,41653769,f,,,{},,
41653770,41653769,41653770,f,,,{},,
41653771,41653770,41653771,f,,,{},,
41653702,41649233,41653702,f,,,{},,
41653703,41653702,41653703,f,,,{},,
41653704,41653703,41653704,f,,,{},,
41653787,41653703,41653787,f,,,{},,
41654031,41653703,41654031,f,,,{},,
41654026,41653703,41654026,f,,,{},,
41654084,41653703,41654084,f,,,{},,
41654133,41653703,41654133,f,,,{},,
41654101,41653703,41654101,f,,,{},,
41653654,41647278,41653654,f,,,{},,
41653655,41653654,41653655,f,,,{},,
41653925,41653655,41653925,f,,,{},,
41653972,41653655,41653972,f,,,{},,
41653973,41653972,41653973,f,,,{},,
41653656,41653655,41653656,f,,,{},,
41653657,41653656,41653657,f,,,{},,
41653927,41653655,41653927,f,,,{},,
41653928,41653927,41653928,f,,,{},,
41653705,41647278,41653705,f,,,{},,
41653888,41653705,41653888,f,,,{},,
41653889,41653888,41653889,f,,,{},,
41653706,41653705,41653706,f,,,{},,
41653707,41653706,41653707,f,,,{},,
41653887,41653706,41653887,f,,,{},,
41653720,41653705,41653720,f,,,{},,
41653729,41653720,41653729,f,,,{},,
41653721,41653720,41653721,f,,,{},,
41653966,41653720,41653966,f,,,{},,
41653679,41647278,41653679,f,,,{},,
41653722,41653679,41653722,f,,,{},,
41653890,41653722,41653890,f,,,{},,
41653742,41653722,41653742,f,,,{},,
41653743,41653742,41653743,f,,,{},,
41653735,41653722,41653735,f,,,{},,
41653737,41653735,41653737,f,,,{},,
41653738,41653735,41653738,f,,,{},,
41653736,41653735,41653736,f,,,{},,
41653818,41653735,41653818,f,,,{},,
41653774,41653735,41653774,f,,,{},,
41653958,41653735,41653958,f,,,{},,
41653962,41653735,41653962,f,,,{},,
41654027,41653735,41654027,f,,,{},,
41654039,41653735,41654039,f,,,{},,
41654013,41653735,41654013,f,,,{},,
41654018,41653735,41654018,f,,,{},,
41654074,41653735,41654074,f,,,{},,
41654125,41653735,41654125,f,,,{},,
41653723,41653722,41653723,f,,,{},,
41653724,41653723,41653724,f,,,{},,
41653728,41653723,41653728,f,,,{},,
41653765,41653723,41653765,f,,,{},,
41653845,41653723,41653845,f,,,{},,
41653891,41653723,41653891,f,,,{},,
41653961,41653723,41653961,f,,,{},,
41653960,41653723,41653960,f,,,{},,
41654009,41653723,41654009,f,,,{},,
41653996,41653723,41653996,f,,,{},,
41654128,41653723,41654128,f,,,{},,
41654098,41653723,41654098,f,,,{},,
41654117,41653723,41654117,f,,,{},,
41654021,41653722,41654021,f,,,{},,
41654022,41654021,41654022,f,,,{},,
41653951,41653679,41653951,f,,,{},,
41653952,41653951,41653952,f,,,{},,
41653683,41653679,41653683,f,,,{},,
41653684,41653683,41653684,f,,,{},,
41653685,41653684,41653685,f,,,{},,
41653899,41653683,41653899,f,,,{},,
41653900,41653899,41653900,f,,,{},,
41654079,41653899,41654079,f,,,{},,
41654111,41653899,41654111,f,,,{},,
41653783,41653683,41653783,f,,,{},,
41653872,41653783,41653872,f,,,{},,
41653871,41653783,41653871,f,,,{},,
41653822,41653783,41653822,f,,,{},,
41653784,41653783,41653784,f,,,{},,
41653940,41653783,41653940,f,,,{},,
41654049,41653783,41654049,f,,,{},,
41653739,41653679,41653739,f,,,{},,
41653892,41653739,41653892,f,,,{},,
41653800,41653739,41653800,f,,,{},,
41653801,41653800,41653801,f,,,{},,
41654061,41653800,41654061,f,,,{},,
41653998,41653800,41653998,f,,,{},,
41654017,41653800,41654017,f,,,{},,
41653833,41653739,41653833,f,,,{},,
41653835,41653833,41653835,f,,,{},,
41653834,41653833,41653834,f,,,{},,
41653893,41653833,41653893,f,,,{},,
41653744,41653739,41653744,f,,,{},,
41653745,41653744,41653745,f,,,{},,
41654077,41653744,41654077,f,,,{},,
41654114,41653744,41654114,f,,,{},,
41653853,41653739,41653853,f,,,{},,
41653854,41653853,41653854,f,,,{},,
41653894,41653853,41653894,f,,,{},,
41653788,41653739,41653788,f,,,{},,
41653789,41653788,41653789,f,,,{},,
41653898,41653788,41653898,f,,,{},,
41654066,41653788,41654066,f,,,{},,
41654106,41653788,41654106,f,,,{},,
41653740,41653739,41653740,f,,,{},,
41653741,41653740,41653741,f,,,{},,
41653797,41653740,41653797,f,,,{},,
41654030,41653740,41654030,f,,,{},,
41654051,41653740,41654051,f,,,{},,
41654078,41653740,41654078,f,,,{},,
41654076,41653740,41654076,f,,,{},,
41654120,41653740,41654120,f,,,{},,
41653780,41653739,41653780,f,,,{},,
41653781,41653780,41653781,f,,,{},,
41653897,41653780,41653897,f,,,{},,
41654036,41653780,41654036,f,,,{},,
41653798,41653739,41653798,f,,,{},,
41653799,41653798,41653799,f,,,{},,
41653945,41653798,41653945,f,,,{},,
41653895,41653739,41653895,f,,,{},,
41653935,41653895,41653935,f,,,{},,
41653896,41653895,41653896,f,,,{},,
41653953,41653895,41653953,f,,,{},,
41653680,41653679,41653680,f,,,{},,
41653681,41653680,41653681,f,,,{},,
41653682,41653681,41653682,f,,,{},,
41653842,41653681,41653842,f,,,{},,
41654099,41653680,41654099,f,,,{},,
41654100,41654099,41654100,f,,,{},,
41654010,41653680,41654010,f,,,{},,
41654071,41654010,41654071,f,,,{},,
41654011,41654010,41654011,f,,,{},,
41654112,41654010,41654112,f,,,{},,
41647279,41647278,41647279,f,,,{},,
41647280,41647279,41647280,f,,,{},,
41653870,41647280,41653870,f,,,{},,
41653934,41647280,41653934,f,,,{},,
41653902,41647280,41653902,f,,,{},,
41651306,41647280,41651306,f,,,{},,
41651307,41651306,41651307,f,,,{},,
41654040,41651306,41654040,f,,,{},,
41654008,41651306,41654008,f,,,{},,
41654024,41651306,41654024,f,,,{},,
41649566,41647280,41649566,f,,,{},,
41649567,41649566,41649567,f,,,{},,
41649135,41647280,41649135,f,,,{},,
41649136,41649135,41649136,f,,,{},,
41649232,41649135,41649232,f,,,{},,
41653663,41647280,41653663,f,,,{},,
41653664,41653663,41653664,f,,,{},,
41653782,41653663,41653782,f,,,{},,
41654016,41653663,41654016,f,,,{},,
41654088,41653663,41654088,f,,,{},,
41648531,41647280,41648531,f,,,{},,
41648532,41648531,41648532,f,,,{},,
41653746,41647280,41653746,f,,,{},,
41653747,41653746,41653747,f,,,{},,
41653811,41653746,41653811,f,,,{},,
41653939,41653746,41653939,f,,,{},,
41654085,41653746,41654085,f,,,{},,
41649226,41647280,41649226,f,,,{},,
41649227,41649226,41649227,f,,,{},,
41649130,41647280,41649130,f,,,{},,
41649237,41649130,41649237,f,,,{},,
41649131,41649130,41649131,f,,,{},,
41649223,41649130,41649223,f,,,{},,
41653984,41647280,41653984,f,,,{},,
41653985,41653984,41653985,f,,,{},,
41649224,41647280,41649224,f,,,{},,
41649225,41649224,41649225,f,,,{},,
41653885,41647280,41653885,f,,,{},,
41653886,41653885,41653886,f,,,{},,
41653970,41653885,41653970,f,,,{},,
41654065,41653885,41654065,f,,,{},,
41654062,41653885,41654062,f,,,{},,
41654067,41647280,41654067,f,,,{},,
41654068,41654067,41654068,f,,,{},,
41647281,41647280,41647281,f,,,{},,
41653819,41647281,41653819,f,,,{},,
41653883,41647281,41653883,f,,,{},,
41653906,41647281,41653906,f,,,{},,
41647282,41647281,41647282,f,,,{},,
41653650,41647280,41653650,f,,,{},,
41653651,41653650,41653651,f,,,{},,
41653826,41653650,41653826,f,,,{},,
41653907,41653650,41653907,f,,,{},,
41653980,41653650,41653980,f,,,{},,
41654046,41653650,41654046,f,,,{},,
41653993,41653650,41653993,f,,,{},,
41654015,41653650,41654015,f,,,{},,
41654102,41653650,41654102,f,,,{},,
41654121,41653650,41654121,f,,,{},,
41654116,41653650,41654116,f,,,{},,
41649230,41647280,41649230,f,,,{},,
41649231,41649230,41649231,f,,,{},,
41653904,41649230,41653904,f,,,{},,
41650037,41649230,41650037,f,,,{},,
41649605,41649230,41649605,f,,,{},,
41651074,41647280,41651074,f,,,{},,
41651075,41651074,41651075,f,,,{},,
41649326,41647280,41649326,f,,,{},,
41653905,41649326,41653905,f,,,{},,
41649327,41649326,41649327,f,,,{},,
41649568,41649326,41649568,f,,,{},,
41649841,41647280,41649841,f,,,{},,
41649842,41649841,41649842,f,,,{},,
41649228,41647280,41649228,f,,,{},,
41651308,41649228,41651308,f,,,{},,
41653837,41649228,41653837,f,,,{},,
41649229,41649228,41649229,f,,,{},,
41653690,41647280,41653690,f,,,{},,
41653764,41653690,41653764,f,,,{},,
41653691,41653690,41653691,f,,,{},,
41653719,41653690,41653719,f,,,{},,
41653718,41653690,41653718,f,,,{},,
41653838,41653690,41653838,f,,,{},,
41653844,41653690,41653844,f,,,{},,
41653931,41653690,41653931,f,,,{},,
41653943,41653690,41653943,f,,,{},,
41653903,41653690,41653903,f,,,{},,
41653950,41653690,41653950,f,,,{},,
41653947,41653690,41653947,f,,,{},,
41653948,41653690,41653948,f,,,{},,
41654045,41653690,41654045,f,,,{},,
41654047,41653690,41654047,f,,,{},,
41654002,41653690,41654002,f,,,{},,
41653997,41653690,41653997,f,,,{},,
41654082,41653690,41654082,f,,,{},,
41654083,41653690,41654083,f,,,{},,
41654130,41653690,41654130,f,,,{},,
41654095,41653690,41654095,f,,,{},,
41651076,41647279,41651076,f,,,{},,
41653710,41651076,41653710,f,,,{},,
41653712,41653710,41653712,f,,,{},,
41653711,41653710,41653711,f,,,{},,
41653990,41653710,41653990,f,,,{},,
41651077,41651076,41651077,f,,,{},,
41651079,41651077,41651079,f,,,{},,
41651078,41651077,41651078,f,,,{},,
41653901,41651077,41653901,f,,,{},,
41654104,41651077,41654104,f,,,{},,
41653677,41647279,41653677,f,,,{},,
41653678,41653677,41653678,f,,,{},,
41654087,41653677,41654087,f,,,{},,
41653913,41653677,41653913,f,,,{},,
41653914,41653913,41653914,f,,,{},,
41653668,41647279,41653668,f,,,{},,
41653911,41653668,41653911,f,,,{},,
41653839,41653668,41653839,f,,,{},,
41653840,41653839,41653840,f,,,{},,
41653991,41653839,41653991,f,,,{},,
41654072,41653839,41654072,f,,,{},,
41653748,41653668,41653748,f,,,{},,
41653749,41653748,41653749,f,,,{},,
41653714,41653668,41653714,f,,,{},,
41653715,41653714,41653715,f,,,{},,
41653669,41653668,41653669,f,,,{},,
41653732,41653669,41653732,f,,,{},,
41653670,41653669,41653670,f,,,{},,
41653856,41653669,41653856,f,,,{},,
41653861,41653668,41653861,f,,,{},,
41653866,41653861,41653866,f,,,{},,
41653865,41653861,41653865,f,,,{},,
41653862,41653861,41653862,f,,,{},,
41654089,41653861,41654089,f,,,{},,
41654069,41653668,41654069,f,,,{},,
41654070,41654069,41654070,f,,,{},,
41654006,41653668,41654006,f,,,{},,
41654007,41654006,41654007,f,,,{},,
41653665,41647279,41653665,f,,,{},,
41653868,41653665,41653868,f,,,{},,
41653869,41653868,41653869,f,,,{},,
41653666,41653665,41653666,f,,,{},,
41653667,41653666,41653667,f,,,{},,
41653849,41653666,41653849,f,,,{},,
41653843,41653666,41653843,f,,,{},,
41653846,41653666,41653846,f,,,{},,
41653812,41653666,41653812,f,,,{},,
41654063,41653666,41654063,f,,,{},,
41654028,41653666,41654028,f,,,{},,
41654019,41653666,41654019,f,,,{},,
41654014,41653666,41654014,f,,,{},,
41654113,41653665,41654113,f,,,{},,
41653785,41653665,41653785,f,,,{},,
41653786,41653785,41653786,f,,,{},,
41653790,41653785,41653790,f,,,{},,
41653954,41653785,41653954,f,,,{},,
41654032,41653785,41654032,f,,,{},,
41654038,41653785,41654038,f,,,{},,
41654073,41653785,41654073,f,,,{},,
41653675,41653665,41653675,f,,,{},,
41653676,41653675,41653676,f,,,{},,
41653858,41653675,41653858,f,,,{},,
41653847,41653675,41653847,f,,,{},,
41653810,41653675,41653810,f,,,{},,
41654048,41653675,41654048,f,,,{},,
41654054,41653675,41654054,f,,,{},,
41654003,41653675,41654003,f,,,{},,
41653992,41653675,41653992,f,,,{},,
41653831,41653665,41653831,f,,,{},,
41653874,41653831,41653874,f,,,{},,
41653875,41653831,41653875,f,,,{},,
41653832,41653831,41653832,f,,,{},,
41653848,41653831,41653848,f,,,{},,
41653930,41653831,41653930,f,,,{},,
41653946,41653831,41653946,f,,,{},,
41653912,41653831,41653912,f,,,{},,
41654012,41653831,41654012,f,,,{},,
41653995,41653831,41653995,f,,,{},,
41653994,41653831,41653994,f,,,{},,
41654086,41653831,41654086,f,,,{},,
41654096,41653831,41654096,f,,,{},,
41653766,41647279,41653766,f,,,{},,
41653829,41653766,41653829,f,,,{},,
41653830,41653829,41653830,f,,,{},,
41653964,41653829,41653964,f,,,{},,
41653767,41653766,41653767,f,,,{},,
41653768,41653767,41653768,f,,,{},,
41649132,41647279,41649132,f,,,{},,
41653909,41649132,41653909,f,,,{},,
41653673,41649132,41653673,f,,,{},,
41653674,41653673,41653674,f,,,{},,
41653878,41653673,41653878,f,,,{},,
41653989,41653673,41653989,f,,,{},,
41653986,41653673,41653986,f,,,{},,
41654037,41653673,41654037,f,,,{},,
41654005,41653673,41654005,f,,,{},,
41654001,41653673,41654001,f,,,{},,
41653661,41649132,41653661,f,,,{},,
41653662,41653661,41653662,f,,,{},,
41653773,41653661,41653773,f,,,{},,
41653851,41653661,41653851,f,,,{},,
41653841,41653661,41653841,f,,,{},,
41654129,41653661,41654129,f,,,{},,
41654126,41653661,41654126,f,,,{},,
41653807,41649132,41653807,f,,,{},,
41653808,41653807,41653808,f,,,{},,
41653792,41649132,41653792,f,,,{},,
41653809,41653792,41653809,f,,,{},,
41653793,41653792,41653793,f,,,{},,
41653884,41653792,41653884,f,,,{},,
41653910,41653792,41653910,f,,,{},,
41654136,41653792,41654136,f,,,{},,
41653716,41649132,41653716,f,,,{},,
41653717,41653716,41653717,f,,,{},,
41653836,41653716,41653836,f,,,{},,
41653803,41653716,41653803,f,,,{},,
41654105,41653716,41654105,f,,,{},,
41653688,41649132,41653688,f,,,{},,
41653692,41653688,41653692,f,,,{},,
41653689,41653688,41653689,f,,,{},,
41653873,41653688,41653873,f,,,{},,
41653850,41653688,41653850,f,,,{},,
41653802,41653688,41653802,f,,,{},,
41653944,41653688,41653944,f,,,{},,
41653959,41653688,41653959,f,,,{},,
41649133,41649132,41649133,f,,,{},,
41653653,41649133,41653653,f,,,{},,
