key,subject_dataset_key,subject_rank,subject_name,target_rank,target_name,target_id
5616,1096,genus,Acharis,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5617,1096,genus,Hishimonus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5618,1189,genus,Urvana,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5619,1096,genus,Jalorpa,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5620,1189,genus,Tahuampa,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5621,1096,genus,Carinolidia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5622,1096,genus,Doda,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5623,1096,genus,Epiacanthus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5624,1096,genus,Bloemia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5625,1189,genus,Lissoscarta,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5626,1189,genus,Abrabra,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5627,1096,genus,Pravistylus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5628,1189,genus,Czarnastopa,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5629,1096,genus,Aladzoa,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5630,1189,genus,Homa,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5631,1096,genus,Tbilisica,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5632,1189,genus,Hellerina,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5633,1096,genus,Thymbris,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5634,1189,genus,Asianidia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5635,1096,genus,Bilusius,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5636,1096,genus,Excultanus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5637,1096,genus,Paradorydium,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5638,1189,genus,Direnaia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5639,1096,genus,Hybrasil,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5640,1096,genus,Pasadenus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5641,1096,genus,Rhutelorbus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5642,1096,genus,Scaphoidophyes,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5643,1096,genus,Ctenotettix,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5644,1189,genus,Miarogonalia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5645,1189,genus,Variolosa,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5646,1096,genus,Anoterostemma,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5647,1096,genus,Sichaea,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5648,1096,genus,Noritonus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5649,1096,genus,Microledrella,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5650,1096,genus,Gobicuellus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5651,1096,genus,Oxycephalotettix,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5652,1189,genus,Krameriata,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5653,1189,genus,Meremra,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5654,1189,genus,Fonsecaiulus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5655,1096,genus,Convexana,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5656,1096,genus,Costanana,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5657,1096,genus,Idioceromimus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5658,1189,genus,Beamerulus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5659,1096,genus,Handianus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5660,1189,genus,Rhusia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5661,1096,genus,Rugosana,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5662,1096,genus,Pyrenaeibufonaria,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5663,1096,genus,Godoyana,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5664,1096,genus,Risefronta,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5665,1096,genus,Xenocoelidia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5666,1096,genus,Okaundua,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5667,1189,genus,Thaiora,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5668,1096,genus,Rhogosana,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5669,1096,genus,Borditartessus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5670,1096,genus,Secopennis,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5671,1189,genus,Aylala,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5672,1189,genus,Borsukia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5673,1096,genus,Scopocoelidia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5674,1096,genus,Allygidius,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5675,1096,genus,Sophonia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5676,1096,genus,Futasujinoidella,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5677,1096,genus,Brenda,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5678,1189,genus,Microelectrona,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5679,1096,genus,Limpica,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5680,1096,genus,Carchariacephalus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5681,1189,genus,Santarema,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5682,1189,genus,Ndokia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5683,1189,genus,Ateloguina,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5684,1096,genus,Cantura,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5685,1189,genus,Watara,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5686,1096,genus,Caffrolix,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5687,1096,genus,Taperus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5688,1096,genus,Angulanus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5689,1096,genus,Miradeltaphus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5690,1189,genus,Ivorycoasta,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5691,1096,genus,Amberbakia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5692,1096,genus,Mongolojassus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5693,1189,genus,Helionidia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5694,1096,genus,Osella,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5695,1189,genus,Proconosama,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5696,1096,genus,Renonus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5697,1189,genus,Singapora,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5698,1189,genus,Begonalia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5699,1096,genus,Folicana,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5700,1096,genus,Lonatura,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5701,1096,genus,Procephaleus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5702,1096,genus,Lusitanocephalus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5703,1189,genus,Kirkaldykra,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5704,1096,genus,Doratulina,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5705,1096,genus,Psegmatus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5706,1096,genus,Crepluvia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5707,1096,genus,Linacephalus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5708,1189,genus,Paratubana,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5709,1096,genus,Clypeolidia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5710,1096,genus,Bythonia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5711,1096,genus,Davduospina,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5712,1096,genus,Evinus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5713,1096,genus,Glossocratus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5714,1096,genus,Afridonus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5715,1096,genus,Aglaenita,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5716,1096,genus,Gicrantus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5717,1096,genus,Laburrus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5718,1096,genus,Tinderella,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5719,1189,genus,Kamaza,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5720,1096,genus,Zapycna,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5721,1096,genus,Dalus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5722,1189,genus,Oragua,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5723,1096,genus,Sinchonoa,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5724,1096,genus,Doliotettix,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5725,1189,genus,Zaruma,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5726,1096,genus,Neurotettix,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5727,1189,genus,Cavichia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5728,1096,genus,Pteropyx,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5729,1096,genus,Pendarus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5730,1189,genus,Dipemura,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5731,1189,genus,Kepulana,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5732,1189,genus,Typhlocybella,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5733,1096,genus,Ledra,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5734,1096,genus,Haldorus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5735,1189,genus,Fusiplata,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5736,1189,genus,Arbelana,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5737,1096,genus,Balbillus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5738,1096,genus,Mamates,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5739,1189,genus,Tortigonalia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5740,1189,genus,Mahmoodia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5741,1189,genus,Orianajea,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5742,1189,genus,Beamerana,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5743,1096,genus,Brunotartessus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5744,1189,genus,Zinga,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5745,1096,genus,Tengirhinus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5746,1189,genus,Aguahua,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5747,1096,genus,Triasargus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5748,1189,genus,Asymmetrasca,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5749,1189,genus,Pamplona,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5750,1096,genus,Xenovarta,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5751,1189,genus,Colliguina,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5752,1096,genus,Dryodurgades,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5753,1096,genus,Stroggylocephalus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5754,1096,genus,Assiringia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5755,1096,genus,Praganus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5756,1096,genus,Platyledra,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5757,1189,genus,Cassianeura,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5758,1189,genus,Trichogonia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5759,1096,genus,Ceratagallia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5760,1189,genus,Afrasca,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5761,1189,genus,Nannogonalia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5762,1096,genus,Proxima,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5763,1189,genus,Cephalogonalia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5764,1096,genus,Traiguma,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5765,1189,genus,Barinaga,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5766,1096,genus,Acostemana,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5767,1096,genus,Acacioiassus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5768,1096,genus,Diplocolenus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5769,1189,genus,Thampoa,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5770,1096,genus,Aconura,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5771,1096,genus,Destinia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5772,1096,genus,Scaphytopius,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5773,1096,genus,Maricaona,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5774,1096,genus,Dragonana,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5775,1096,genus,Pygmaelidia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5776,1189,genus,Subrasaca,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5777,1096,genus,Tenuisanus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5778,1096,genus,Naudeus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5779,1096,genus,Caranavia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5780,1096,genus,Ledrella,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5781,1189,genus,Tacora,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5782,1189,genus,Tettisama,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5783,1096,genus,Aculescutellaris,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5784,1189,genus,Alafrasca,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5785,1189,genus,Dunioa,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5786,1189,genus,Jacobiella,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5787,1189,genus,Scopogonalia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5788,1096,genus,Ulopella,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5789,1189,genus,Abana,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5790,1189,genus,Lawsonellus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5791,1189,genus,Dictyodisca,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5792,1096,genus,Wyuchiva,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5793,1189,genus,Parallaxis,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5794,1096,genus,Welmaya,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5795,1096,genus,Nortoides,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5796,1096,genus,Copididonus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5797,1189,genus,Golwala,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5798,1096,genus,Podulmorinus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5799,1189,genus,Anacuerna,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5800,1096,genus,Gannachrus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5801,1096,genus,Neobala,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5802,1189,genus,Plerogonalia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5803,1189,genus,Cyrtodisca,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5804,1096,genus,Stenolora,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5805,1096,genus,Coloborrhis,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5806,1096,genus,Dolichopscerus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5807,1189,genus,Donidea,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5808,1096,genus,Coelidia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5809,1189,genus,Saccata,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5810,1096,genus,Aplanusiella,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5811,1096,genus,Brachylope,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5812,1096,genus,Premanus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5813,1096,genus,Paragygrus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5814,1189,genus,Protalebrella,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5815,1096,genus,Argyrilla,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5816,1096,genus,Eulonus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5817,1096,genus,Balclutha,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5818,1096,genus,Mexolidia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5819,1096,genus,Tinteromus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5820,1096,genus,Phlebiastes,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5821,1096,genus,Sanctahelenia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5822,1096,genus,Neocrassana,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5823,1189,genus,Aisa,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5824,1096,genus,Warlucephala,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5825,1096,genus,Tenompoella,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5826,1096,genus,Anaconura,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5827,1096,genus,Loipothea,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5828,1096,genus,Hamolidia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5829,1189,genus,Neoimbecilla,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5830,1096,genus,Pantallus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5831,1096,genus,Krisna,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5832,1096,genus,Ipoella,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5833,1189,genus,Proconopera,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5834,1096,genus,Pactana,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5835,1189,genus,Fusigonalia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5836,1096,genus,Paraphysiana,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5837,1096,genus,Platentomus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5838,1189,genus,Chikava,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5839,1096,genus,Nesoclutha,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5840,1096,genus,Refrolix,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5841,1096,genus,Preta,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5842,1096,genus,Triviotartessus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5843,1189,genus,Helionides,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5844,1096,genus,Acuera,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5845,1096,genus,Hecaloidia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5846,1096,genus,Hastalidia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5847,1096,genus,Ancudana,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5848,1096,genus,Chanohirata,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5849,1096,genus,Nudulidia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5850,1096,genus,Kazachstanicus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5851,1096,genus,Pleargus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5852,1189,genus,Nimabanana,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5853,1096,genus,Deltanus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5854,1096,genus,Uzelina,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5855,1189,genus,Pettya,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5856,1096,genus,Paraconfucius,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5857,1096,genus,Tingopyx,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5858,1096,genus,Horouta,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5859,1189,genus,Lisciasta,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5860,1189,genus,Rabela,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5861,1096,genus,Declivara,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5862,1096,genus,Psibala,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5863,1096,genus,Rhusopus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5864,1189,genus,Kolla,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5865,1096,genus,Bolotheta,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5866,1189,genus,Clinogonalia,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5867,1189,genus,Serratulus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5868,1096,genus,Masiripius,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5869,1096,genus,Acunasus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5870,1096,genus,Altaiotettix,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5871,1096,genus,Ipo,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5872,1189,genus,Dechacona,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5873,1096,genus,Hylica,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5874,1189,genus,Tuguinana,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
5875,1096,genus,Idiocerinus,family,Cicadellidae,75994e3b-e1d6-4aae-a428-e7a23ac6690a
