key,subject_dataset_key,subject_rank,subject_name,target_rank,target_name,target_id
952,1028,genus,Domingoella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
953,1028,genus,Hyphothyrium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
954,1028,genus,Annellosympodia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
955,1028,genus,Hadrosporium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
956,1028,genus,Hysteridium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
957,1028,genus,Macrodiplodia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
958,1028,genus,Thaptospora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
959,1028,genus,Latericonis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
960,1028,genus,Ruggieria,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
961,1028,genus,Kreiseliella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
962,1028,genus,Xenoplaca,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
963,1028,genus,Acrophragmis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
964,1028,genus,Astronatelia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
965,1028,genus,Chaetodiplis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
966,1028,genus,Ticogloea,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
967,1028,genus,Pseudopatellina,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
968,1028,genus,Tylomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
969,1028,genus,Elattopycnis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
970,1028,genus,Paradactylaria,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
971,1028,genus,Yuccamyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
972,1028,genus,Diplolaeviopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
973,1028,genus,Conicomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
974,1028,genus,Stachybotryella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
975,1028,genus,Wolkia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
976,1028,genus,Ascochytopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
977,1028,genus,Nanoschema,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
978,1028,genus,Kalamarospora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
979,1028,genus,Potamomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
980,1028,genus,Rhexodenticula,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
981,1028,genus,Leucodochium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
982,1028,genus,Simmonsiella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
983,1028,genus,Callistospora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
984,1028,genus,Sphaeridium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
985,1028,genus,Zelodactylaria,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
986,1028,genus,Arthrosporium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
987,1028,genus,Monodictys,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
988,1028,genus,Cryptoceuthospora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
989,1028,genus,Oncosporella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
990,1028,genus,Funbolia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
991,1028,genus,Plenocatenulis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
992,1028,genus,Plenotrichopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
993,1028,genus,Penomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
994,1028,genus,Camarographium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
995,1028,genus,Codonmyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
996,1028,genus,Listeromyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
997,1028,genus,Argentinomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
998,1028,genus,Pleurovularia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
999,1028,genus,Scleromeris,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1000,1028,genus,Colispora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1001,1028,genus,Phragmodochium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1002,1028,genus,Linodochium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1003,1028,genus,Sporocystis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1004,1028,genus,Didymosporium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1005,1028,genus,Gallaicolichen,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1006,1028,genus,Asterosporium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1007,1028,genus,Mycoenterolobium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1008,1028,genus,Hormisciopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1009,1028,genus,Fujimyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1010,1028,genus,Xenoheteroconium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1011,1028,genus,Cystidiella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1012,1028,genus,Neopericonia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1013,1028,genus,Ciferrina,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1014,1028,genus,Phragmospathulella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1015,1028,genus,Ampulliferopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1016,1028,genus,Endophragmia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1017,1028,genus,Rhexoampullifera,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1018,1028,genus,Lichenobactridium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1019,1028,genus,Blastophorella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1020,1028,genus,Lepisticola,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1021,1028,genus,Homalopeltis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1022,1028,genus,Sutravarana,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1023,1028,genus,Poikilosperma,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1024,1028,genus,Parapithomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1025,1028,genus,Mycosisymbrium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1026,1028,genus,Talpapellis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1027,1028,genus,Lecanostictopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1028,1028,genus,Seifertia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1029,1028,genus,Trichoseptoria,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1030,1028,genus,Melanosella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1031,1028,genus,Veracruzomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1032,1028,genus,Zinzipegasa,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1033,1028,genus,Miricatena,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1034,1028,genus,Lichenosticta,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1035,1028,genus,Chikaneea,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1036,1028,genus,Rosulomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1037,1028,genus,Podosporium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1038,1028,genus,Epicladonia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1039,1028,genus,Scolecotheca,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1040,1028,genus,Bimeris,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1041,1028,genus,Pestalozziella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1042,1028,genus,Endoconospora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1043,1028,genus,Neoarbuscula,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1044,1028,genus,Plenophysa,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1045,1028,genus,Cyclomarsonina,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1046,1028,genus,Stachylidium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1047,1028,genus,Imimyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1048,1028,genus,Stevensomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1049,1028,genus,Anthracoderma,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1050,1028,genus,Redbia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1051,1028,genus,Chalarodendron,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1052,1028,genus,Kodonospora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1053,1028,genus,Gloeosporiella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1054,1028,genus,Proboscispora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1055,1028,genus,Santapauinda,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1056,1028,genus,Placothea,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1057,1028,genus,Synnemacrodictys,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1058,1028,genus,Camposporidium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1059,1028,genus,Peltostromopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1060,1028,genus,Thyrostromella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1061,1028,genus,Excipularia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1062,1028,genus,Characonidia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1063,1028,genus,Hemisphaeropsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1064,1028,genus,Syphosphaera,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1065,1028,genus,Digitodochium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1066,1028,genus,Oncopodiella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1067,1028,genus,Candelabrum,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1068,1028,genus,Vouauxiomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1069,1028,genus,Parapyricularia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1070,1028,genus,Trachyxylaria,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1071,1028,genus,Fusariopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1072,1028,genus,Nascimentoa,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1073,1028,genus,Hobsoniopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1074,1028,genus,Cytosporella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1075,1028,genus,Kutilakesa,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1076,1028,genus,Triscelosporium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1077,1028,genus,Sirosperma,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1078,1028,genus,Phaeodactylium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1079,1028,genus,Discosporina,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1080,1028,genus,Farriolla,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1081,1028,genus,Prosthemiella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1082,1028,genus,Glutinium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1083,1028,genus,Stilbophoma,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1084,1028,genus,Cytoplacosphaeria,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1085,1028,genus,Pentaster,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1086,1028,genus,Pellionella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1087,1028,genus,Botryodiplodina,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1088,1028,genus,Antromyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1089,1028,genus,Gilmaniella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1090,1028,genus,Phacostromella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1091,1028,genus,Rutola,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1092,1028,genus,Peethasthabeeja,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1093,1028,genus,Pseudorhizopogon,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1094,1028,genus,Benekea,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1095,1028,genus,Coleoseptoria,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1096,1028,genus,Discomycetoidea,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1097,1028,genus,Didymopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1098,1028,genus,Toxosporiopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1099,1028,genus,Tryssglobulus,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1100,1028,genus,Pleiochaeta,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1101,1028,genus,Cladosphaera,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1102,1028,genus,Pycnothera,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1103,1028,genus,Acontium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1104,1028,genus,Pycnodallia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1105,1028,genus,Pyrgostroma,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1106,1028,genus,Clypeochorella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1107,1028,genus,Cissococcomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1108,1028,genus,Ajrekarella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1109,1028,genus,Intercalarispora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1110,1028,genus,Xenoconiothyrium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1111,1028,genus,Heliocephala,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1112,1028,genus,Mycosylva,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1113,1028,genus,Micromastia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1114,1028,genus,Beltraniomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1115,1028,genus,Dennisographium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1116,1028,genus,Bicoloromyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1117,1028,genus,Bellulicauda,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1118,1028,genus,Pseudoacrodictys,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1119,1028,genus,Plenozythia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1120,1028,genus,Septocytella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1121,1028,genus,Endostilbum,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1122,1028,genus,Dearnessia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1123,1028,genus,Repetoblastiella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1124,1028,genus,Dexhowardia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1125,1028,genus,Parasarcopodium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1126,1028,genus,Noosia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1127,1028,genus,Phloeosporina,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1128,1028,genus,Dendrodomus,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1129,1028,genus,Moorella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1130,1028,genus,Polybulbophiale,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1131,1028,genus,Helminthosporiomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1132,1028,genus,Phaeolabrella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1133,1028,genus,Aristastoma,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1134,1028,genus,Synnematophora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1135,1028,genus,Epicoccospora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1136,1028,genus,Mycobacillaria,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1137,1028,genus,Exosporium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1138,1028,genus,Chaetophoma,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1139,1028,genus,Chaetodiplodia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1140,1028,genus,Himantia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1141,1028,genus,Placella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1142,1028,genus,Solosympodiella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1143,1028,genus,Hyphostereum,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1144,1028,genus,Cristidium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1145,1028,genus,Cylindrocarpostylus,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1146,1028,genus,Myrmecomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1147,1028,genus,Bactrodesmiella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1148,1028,genus,Paradischloridium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1149,1028,genus,Sirosphaera,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1150,1028,genus,Labrella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1151,1028,genus,Pappimyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1152,1028,genus,Vesiculohyphomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1153,1028,genus,Umbellidion,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1154,1028,genus,Calcarispora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1155,1028,genus,Endobotrya,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1156,1028,genus,Haplolepis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1157,1028,genus,Anthina,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1158,1028,genus,Parapleurotheciopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1159,1028,genus,Brachycephala,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1160,1028,genus,Aurantiosacculus,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1161,1028,genus,Lecythispora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1162,1028,genus,Knemiothyrium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1163,1028,genus,Dictyorostrella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1164,1028,genus,Sporoglena,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1165,1028,genus,Tretoheliocephala,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1166,1028,genus,Rhodesiopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1167,1028,genus,Tetrachaetum,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1168,1028,genus,Siroscyphellina,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1169,1028,genus,Scleropycnis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1170,1028,genus,Phaeoschizotrichum,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1171,1028,genus,Viscomacula,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1172,1028,genus,Asterinothyriella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1173,1028,genus,Enthallopycnidium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1174,1028,genus,Scolecobasidium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1175,1028,genus,Queenslandia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1176,1028,genus,Ciliospora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1177,1028,genus,Clypeopycnis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1178,1028,genus,Heliscina,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1179,1028,genus,Mirimyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1180,1028,genus,Fumagopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1181,1028,genus,Phragmostilbe,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1182,1028,genus,Virgariella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1183,1028,genus,Pterygosporopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1184,1028,genus,Sanjuanomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1185,1028,genus,Trigonosporium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1186,1028,genus,Capnogoniella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1187,1028,genus,Rogergoosiella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1188,1028,genus,Cryptumbellata,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1189,1028,genus,Grallomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1190,1028,genus,Pseudopeltistroma,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1191,1028,genus,Sirosporonaemella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1192,1028,genus,Lonchospermella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1193,1028,genus,Phloeoconis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1194,1028,genus,Diademospora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1195,1028,genus,Spiralum,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1196,1028,genus,Parablastocatena,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1197,1028,genus,Scolicotrichum,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1198,1028,genus,Nusia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1199,1028,genus,Racoleus,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1200,1028,genus,Thrinacospora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1201,1028,genus,Pyriculariopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1202,1028,genus,Acaropeltis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1203,1028,genus,Paraaoria,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1204,1028,genus,Dothioropsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1205,1028,genus,Tricornispora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1206,1028,genus,Acaroconium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1207,1028,genus,Cheiromyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1208,1028,genus,Scutopycnis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1209,1028,genus,Asterostomulina,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1210,1028,genus,Lomachashaka,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1211,1028,genus,Obstipipilus,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1212,1028,genus,Chaetophiophoma,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1213,1028,genus,Acanthoderma,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1214,1028,genus,Neopodoconis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1215,1028,genus,Hemicorynesporella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1216,1028,genus,Arthopyreniomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1217,1028,genus,Carnegieispora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1218,1028,genus,Verruconis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1219,1028,genus,Impudentia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1220,1028,genus,Anaseptoidium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1221,1028,genus,Muiogone,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
