person	form	kind	code	source
wd:Q33686949	F. Nuez	VARIANT	ANY	ipni
wd:Q33686949	Nuez	VARIANT	ANY	wikidata
wd:Q33686968	P.Nuñez	STANDARD	BOT	wikidata
wd:Q33686968	Percy Nuñez	FULL	ANY	wikidata
wd:Q33686968	P.Nuñez	VARIANT	ANY	wikidata
wd:Q33686986	R.O'Donnell	STANDARD	BOT	wikidata
wd:Q33686986	Richard O'Donnell	FULL	ANY	wikidata
wd:Q33686986	R.O'Donnell	VARIANT	ANY	wikidata
wd:Q33687014	L.O'Shaughn.	STANDARD	BOT	wikidata
wd:Q33687014	Lynn O'Shaughnessy	FULL	ANY	wikidata
wd:Q33687014	L.O'Shaughn.	VARIANT	ANY	wikidata
wd:Q33687029	Obama	STANDARD	BOT	wikidata
wd:Q33687029	C. Obama	FULL	ANY	wikidata
wd:Q33687029	Crisantos Obama	FULL	ANY	ipni
wd:Q33687029	Crisantos Obama Ondo	VARIANT	ANY	ipni
wd:Q33687029	Obama	VARIANT	ANY	wikidata
wd:Q33687061	Oddone	STANDARD	BOT	wikidata
wd:Q33687061	Luca Oddone	FULL	ANY	wikidata
wd:Q33687061	Oddone	VARIANT	ANY	wikidata
wd:Q33687082	Oett.	STANDARD	BOT	wikidata
wd:Q33687082	Heinrich von Oettingen	FULL	ANY	wikidata
wd:Q33687082	Oett.	VARIANT	ANY	wikidata
wd:Q33687099	Ohi-Toma	STANDARD	BOT	wikidata
wd:Q33687099	Tetsuo Ohi-Toma	FULL	ANY	wikidata
wd:Q33687099	Ohi-Toma	VARIANT	ANY	wikidata
wd:Q33687117	N.Ohta	STANDARD	BOT	wikidata
wd:Q33687117	Noriko Ohta	FULL	ANY	wikidata
wd:Q33687117	N.Ohta	VARIANT	ANY	wikidata
wd:Q33687135	T.Oka	STANDARD	BOT	wikidata
wd:Q33687135	T. Oka	FULL	ANY	wikidata
wd:Q33687135	T.Oka	VARIANT	ANY	wikidata
wd:Q33687153	H.Okamura	STANDARD	BOT	wikidata
wd:Q33687153	H. Okamura	FULL	ANY	wikidata
wd:Q33687153	Hata Okamura	FULL	ANY	ipni
wd:Q33687153	H. Okamura	VARIANT	ANY	ipni
wd:Q33687153	H.Okamura	VARIANT	ANY	wikidata
wd:Q33687169	Olabi	STANDARD	BOT	wikidata
wd:Q33687169	Mohammed Naseh Olabi	FULL	ANY	wikidata
wd:Q33687169	Olabi	VARIANT	ANY	wikidata
wd:Q33687187	A.L.F.Oliveira	STANDARD	BOT	wikidata
wd:Q33687187	Ana Luiza Freitas Oliveira	FULL	ANY	wikidata
wd:Q33687187	A.L.F.Oliveira	VARIANT	ANY	wikidata
wd:Q33687204	J.L.Oliv.	STANDARD	BOT	wikidata
wd:Q33687204	J.L. Oliver	FULL	ANY	wikidata
wd:Q33687204	J.L. Oliver Jiménez	VARIANT	ANY	ipni
wd:Q33687204	J.L.Oliv.	VARIANT	ANY	wikidata
wd:Q33687222	Olorode	STANDARD	BOT	wikidata
wd:Q33687222	Onotoye Olorode	FULL	ANY	wikidata
wd:Q33687222	Olorode	VARIANT	ANY	wikidata
wd:Q33687235	Olvera	STANDARD	BOT	wikidata
wd:Q33687235	Martha Olvera García	FULL	ANY	wikidata
wd:Q33687235	Martha Virginia Olvera García	FULL	ANY	ipni
wd:Q33687235	M. Olvera	VARIANT	ANY	wikidata
wd:Q33687235	Martha Virginia Olvera García	VARIANT	ANY	wikidata
wd:Q33687235	Olvera	VARIANT	ANY	wikidata
wd:Q33687250	P.T.Ong	STANDARD	BOT	wikidata
wd:Q33687250	Poh Teck Ong	FULL	ANY	wikidata
wd:Q33687250	Ong Poh Teck	VARIANT	ANY	ipni
wd:Q33687250	P.T.Ong	VARIANT	ANY	wikidata
wd:Q33687279	Orlando	STANDARD	BOT	wikidata
wd:Q33687279	Giuseppe Orlando	FULL	ANY	wikidata
wd:Q33687279	Orlando	VARIANT	ANY	wikidata
wd:Q33687294	J.Ortega	STANDARD	BOT	wikidata
wd:Q33687294	José Ortega	FULL	ANY	wikidata
wd:Q33687294	J.Ortega	VARIANT	ANY	wikidata
wd:Q33687308	Orthia	STANDARD	BOT	wikidata
wd:Q33687308	Lindy A. Orthia	FULL	ANY	wikidata
wd:Q33687308	L. A. Orthia	VARIANT	ANY	wikidata
wd:Q33687308	Lindy A Orthia	VARIANT	ANY	wikidata
wd:Q33687308	Lindy Orthia	VARIANT	ANY	wikidata
wd:Q33687308	Orthia	VARIANT	ANY	wikidata
wd:Q33687325	G.Ortiz	STANDARD	BOT	wikidata
wd:Q33687325	G. Ortiz	FULL	ANY	wikidata
wd:Q33687325	Gonzalo Ortiz	FULL	ANY	ipni
wd:Q33687325	G. Ortiz G.	VARIANT	ANY	ipni
wd:Q33687325	G.Ortiz	VARIANT	ANY	wikidata
wd:Q33687325	Gonzalo Ortiz de Elguea-Culebras	VARIANT	ANY	ipni
wd:Q33687344	M.Á.Ortiz	STANDARD	BOT	wikidata
wd:Q33687344	María Ángeles Ortiz Herrera	FULL	ANY	wikidata
wd:Q33687344	M.Á.Ortiz	VARIANT	ANY	wikidata
wd:Q33687344	María Ángeles Ortiz	VARIANT	ANY	ipni
wd:Q33687361	Otaghvari	STANDARD	BOT	wikidata
wd:Q33687361	A.M. Otaghvari	FULL	ANY	wikidata
wd:Q33687361	Otaghvari	VARIANT	ANY	wikidata
wd:Q33687378	F.Otero	STANDARD	BOT	wikidata
wd:Q33687378	Felipe Otero	FULL	ANY	wikidata
wd:Q33687378	F.Otero	VARIANT	ANY	wikidata
wd:Q33687394	J.T.Otero	STANDARD	BOT	wikidata
wd:Q33687394	J.Tupac Otero	FULL	ANY	wikidata
wd:Q33687394	J.T.Otero	VARIANT	ANY	wikidata
wd:Q33687412	L.J.Ou	STANDARD	BOT	wikidata
wd:Q33687412	Li Jun Ou	FULL	ANY	wikidata
wd:Q33687412	L.J.Ou	VARIANT	ANY	wikidata
wd:Q33687427	Oxley	STANDARD	BOT	wikidata
wd:Q33687427	Frederick Oxley	FULL	ANY	wikidata
wd:Q33687427	F. Oxley	VARIANT	ANY	wikidata
wd:Q33687427	Oxley	VARIANT	ANY	wikidata
wd:Q33687480	Pabot	STANDARD	BOT	wikidata
wd:Q33687480	Henri A. Pabot	FULL	ANY	wikidata
wd:Q33687480	Henri Pabot	VARIANT	ANY	ipni
wd:Q33687480	Pabot	VARIANT	ANY	wikidata
wd:Q33687496	Paclová	STANDARD	BOT	wikidata
wd:Q33687496	Libuše Paclová	FULL	ANY	wikidata
wd:Q33687496	Paclová	VARIANT	ANY	wikidata
wd:Q33687527	Pain	STANDARD	BOT	wikidata
wd:Q33687527	Thierry Pain	FULL	ANY	wikidata
wd:Q33687527	Pain	VARIANT	ANY	wikidata
wd:Q33687542	C.M.Pak	STANDARD	BOT	wikidata
wd:Q33687542	Chong Man Pak	FULL	ANY	wikidata
wd:Q33687542	C.M.Pak	VARIANT	ANY	wikidata
wd:Q33687559	H.S.Pak	STANDARD	BOT	wikidata
wd:Q33687559	Hyong Son Pak	FULL	ANY	wikidata
wd:Q33687559	H.S.Pak	VARIANT	ANY	wikidata
wd:Q33687574	Pak	STANDARD	BOT	wikidata
wd:Q33687574	Jae Hong Pak	FULL	ANY	wikidata
wd:Q33687574	Pak	VARIANT	ANY	wikidata
wd:Q33687589	Palestina	STANDARD	BOT	wikidata
wd:Q33687589	Rene Alberto Palestina	FULL	ANY	wikidata
wd:Q33687589	Palestina	VARIANT	ANY	wikidata
wd:Q33687603	D.D.Palmer	STANDARD	BOT	wikidata
wd:Q33687603	Daniel D. Palmer	FULL	ANY	wikidata
wd:Q33687603	Daniel Dooley Palmer	FULL	ANY	ipni
wd:Q33687603	D.D.Palmer	VARIANT	ANY	wikidata
wd:Q33687603	Dan Palmer	VARIANT	ANY	ipni
wd:Q33687621	B.Pan	STANDARD	BOT	wikidata
wd:Q33687621	Bo Pan	FULL	ANY	wikidata
wd:Q33687621	B.Pan	VARIANT	ANY	wikidata
wd:Q33687637	P.C.Pande	STANDARD	BOT	wikidata
wd:Q33687637	P.C. Pande	FULL	ANY	wikidata
wd:Q33687637	P.C.Pande	VARIANT	ANY	wikidata
wd:Q33687650	Pangua	STANDARD	BOT	wikidata
wd:Q33687650	Emilia Pangua	FULL	ANY	wikidata
wd:Q33687650	Pangua	VARIANT	ANY	wikidata
wd:Q33687669	Papendorf	STANDARD	BOT	wikidata
wd:Q33687669	M.C. Papendorf	FULL	ANY	wikidata
wd:Q33687669	Max Cilliers Papendorf	FULL	ANY	ipni
wd:Q33687669	Papendorf	VARIANT	ANY	wikidata
wd:Q33687682	Pariyar	STANDARD	BOT	wikidata
wd:Q33687682	Sagun Pariyar	FULL	ANY	wikidata
wd:Q33687682	Pariyar	VARIANT	ANY	wikidata
wd:Q33687696	H.M.Parker	STANDARD	BOT	wikidata
wd:Q33687696	H.M. Parker	FULL	ANY	wikidata
wd:Q33687696	H.M.Parker	VARIANT	ANY	wikidata
wd:Q33687713	L.T.Parker	STANDARD	BOT	wikidata
wd:Q33687713	Linda T. Parker	FULL	ANY	wikidata
wd:Q33687713	L.T.Parker	VARIANT	ANY	wikidata
wd:Q33687729	Parkman	STANDARD	BOT	wikidata
wd:Q33687729	Parkman	FULL	ANY	wikidata
wd:Q33687746	Paroz	STANDARD	BOT	wikidata
wd:Q33687746	Robert Paroz	FULL	ANY	wikidata
wd:Q33687746	Paroz	VARIANT	ANY	wikidata
wd:Q33687761	O.Pascal	STANDARD	BOT	wikidata
wd:Q33687761	Olivier Pascal	FULL	ANY	wikidata
wd:Q33687761	O.Pascal	VARIANT	ANY	wikidata
wd:Q33687775	Pasha	STANDARD	BOT	wikidata
wd:Q33687775	M.K. Pasha	FULL	ANY	wikidata
wd:Q33687775	Pasha	VARIANT	ANY	wikidata
wd:Q33687792	Pasta	STANDARD	BOT	wikidata
wd:Q33687792	S. Pasta	FULL	ANY	ipni
wd:Q33687792	Salvatore Pasta	FULL	ANY	wikidata
wd:Q33687792	Pasta	VARIANT	ANY	wikidata
wd:Q33687792	S. Pasta	VARIANT	ANY	wikidata
wd:Q33687808	M.L.Pathak	STANDARD	BOT	wikidata
wd:Q33687808	Mitra Lal Pathak	FULL	ANY	wikidata
wd:Q33687808	M.L.Pathak	VARIANT	ANY	wikidata
wd:Q33687823	Patino	STANDARD	BOT	wikidata
wd:Q33687823	S. Patino	FULL	ANY	wikidata
wd:Q33687823	Santiago Patino	FULL	ANY	ipni
wd:Q33687823	Patino	VARIANT	ANY	wikidata
wd:Q33687823	Santiago Patino Sánchez	VARIANT	ANY	ipni
wd:Q33687838	Patnaik	STANDARD	BOT	wikidata
wd:Q33687838	S.N. Patnaik	FULL	ANY	wikidata
wd:Q33687838	Patnaik	VARIANT	ANY	wikidata
wd:Q33687857	A.Patzelt	STANDARD	BOT	wikidata
wd:Q33687857	Annette Patzelt	FULL	ANY	wikidata
wd:Q33687857	A. Patzelt	VARIANT	ANY	ipni
wd:Q33687857	A.Patzelt	VARIANT	ANY	wikidata
wd:Q33687857	Annette E. Patzelt	VARIANT	ANY	wikidata
wd:Q33687874	A.Paul	STANDARD	BOT	wikidata
wd:Q33687874	A. Paul	FULL	ANY	wikidata
wd:Q33687874	A.Paul	VARIANT	ANY	wikidata
wd:Q33687890	Pausé	STANDARD	BOT	wikidata
wd:Q33687890	Jean-Bernard Pausé	FULL	ANY	wikidata
wd:Q33687890	Pausé	VARIANT	ANY	wikidata
wd:Q33687906	J.H.Peck	STANDARD	BOT	wikidata
wd:Q33687906	James H. Peck	FULL	ANY	wikidata
wd:Q33687906	J.H.Peck	VARIANT	ANY	wikidata
wd:Q33687923	Pedrola	STANDARD	BOT	wikidata
wd:Q33687923	Joan Pedrola	FULL	ANY	wikidata
wd:Q33687923	Joan Pedrola Monfort	VARIANT	ANY	ipni
wd:Q33687923	Pedrola	VARIANT	ANY	wikidata
wd:Q33687939	Peeters	STANDARD	BOT	wikidata
wd:Q33687939	F. Peeters	FULL	ANY	wikidata
wd:Q33687939	Peeters	VARIANT	ANY	wikidata
wd:Q33687953	Peev	STANDARD	BOT	wikidata
wd:Q33687953	D.R. Peev	FULL	ANY	wikidata
wd:Q33687953	Peev	VARIANT	ANY	wikidata
wd:Q33687968	Peguero	STANDARD	BOT	wikidata
wd:Q33687968	Brígido Peguero	FULL	ANY	wikidata
wd:Q33687968	B. Peguero	VARIANT	ANY	wikidata
wd:Q33687968	Peguero	VARIANT	ANY	wikidata
wd:Q33687983	N.Peláez	STANDARD	BOT	wikidata
wd:Q33687983	Nicolás Peláez	FULL	ANY	wikidata
wd:Q33687983	N.Peláez	VARIANT	ANY	wikidata
wd:Q33687999	Peláez	STANDARD	BOT	wikidata
wd:Q33687999	Fernando Peláez Campomanes	FULL	ANY	wikidata
wd:Q33687999	Peláez	VARIANT	ANY	wikidata
wd:Q33688017	Pelt.	STANDARD	BOT	wikidata
wd:Q33688017	E. Peltereau	FULL	ANY	wikidata
wd:Q33688017	Ernest-René Peltereau	VARIANT	ANY	wikidata
wd:Q33688017	Pelt.	VARIANT	ANY	wikidata
wd:Q33688033	M.Peltier	STANDARD	BOT	wikidata
wd:Q33688033	M. Peltier	FULL	ANY	ipni
wd:Q33688033	Maurice Peltier	FULL	ANY	wikidata
wd:Q33688033	M. Peltier	VARIANT	ANY	wikidata
wd:Q33688033	M.Peltier	VARIANT	ANY	wikidata
wd:Q33688050	Penfold	STANDARD	BOT	wikidata
wd:Q33688050	Jane Wallas Penfold	FULL	ANY	wikidata
wd:Q33688050	J. W. P.	VARIANT	ANY	wikidata
wd:Q33688050	J. W. Penfold	VARIANT	ANY	wikidata
wd:Q33688050	Jane Mathews	VARIANT	ANY	wikidata
wd:Q33688050	Jane Penfold	VARIANT	ANY	wikidata
wd:Q33688050	Miss J. Wallas Penfold	VARIANT	ANY	wikidata
wd:Q33688050	Penfold	VARIANT	ANY	wikidata
wd:Q33688071	G.F.Peng	STANDARD	BOT	wikidata
wd:Q33688071	Guang Fang Peng	FULL	ANY	ipni
wd:Q33688071	Guang-Fang Peng	FULL	ANY	wikidata
wd:Q33688071	G.F.Peng	VARIANT	ANY	wikidata
wd:Q33688071	Guangfang Peng	VARIANT	ANY	wikidata
wd:Q33688088	C.Pereira	STANDARD	BOT	wikidata
wd:Q33688088	Cezio Pereira	FULL	ANY	wikidata
wd:Q33688088	C.Pereira	VARIANT	ANY	wikidata
wd:Q33688104	Péres Junior	STANDARD	BOT	wikidata
wd:Q33688104	Adilson Klier Péres Junior	FULL	ANY	wikidata
wd:Q33688104	Péres Junior	VARIANT	ANY	wikidata
wd:Q33688122	R.Pérez	STANDARD	BOT	wikidata
wd:Q33688122	Rolando Pérez Márquez	FULL	ANY	wikidata
wd:Q33688122	R.Pérez	VARIANT	ANY	wikidata
wd:Q33688140	Pérez-García	STANDARD	BOT	wikidata
wd:Q33688140	Eduardo Alberto Pérez-García	FULL	ANY	wikidata
wd:Q33688140	Pérez-García	VARIANT	ANY	wikidata
wd:Q33688173	Pesneau	STANDARD	BOT	wikidata
wd:Q33688173	J.B. Pesneau	FULL	ANY	wikidata
wd:Q33688173	Pesneau	VARIANT	ANY	wikidata
wd:Q33688192	J.Peterson	STANDARD	BOT	wikidata
wd:Q33688192	Jens Peterson	FULL	ANY	wikidata
wd:Q33688192	J.Peterson	VARIANT	ANY	wikidata
wd:Q33688212	D.P.Petit	STANDARD	BOT	wikidata
wd:Q33688212	Daniel Pierre Petit	FULL	ANY	wikidata
wd:Q33688212	D.P.Petit	VARIANT	ANY	wikidata
wd:Q33688227	Pettigrew	STANDARD	BOT	wikidata
wd:Q33688227	Jack D. Pettigrew	FULL	ANY	wikidata
wd:Q33688227	Pettigrew	VARIANT	ANY	wikidata
wd:Q33688240	E.G.Philippov	STANDARD	BOT	wikidata
wd:Q33688240	Evgeniy Gennadyevich Philippov	FULL	ANY	wikidata
wd:Q33688240	E.G. Filippov	VARIANT	ANY	wikidata
wd:Q33688240	E.G.Philippov	VARIANT	ANY	wikidata
wd:Q33688240	Evgeniy Gennadyevich Filippov	VARIANT	ANY	wikidata
wd:Q33688259	B.W.Phillips	STANDARD	BOT	wikidata
wd:Q33688259	Barry W. Phillips	FULL	ANY	wikidata
wd:Q33688259	Barry William Phillips	FULL	ANY	ipni
wd:Q33688259	B.W.Phillips	VARIANT	ANY	wikidata
wd:Q33688279	Phoon	STANDARD	BOT	wikidata
wd:Q33688279	S.N. Phoon	FULL	ANY	wikidata
wd:Q33688279	Phoon	VARIANT	ANY	wikidata
wd:Q33688294	Phutthai	STANDARD	BOT	wikidata
wd:Q33688294	Thamarat Phutthai	FULL	ANY	wikidata
wd:Q33688294	Phutthai	VARIANT	ANY	wikidata
wd:Q33688312	S.Pierce	STANDARD	BOT	wikidata
wd:Q33688312	Simon Pierce	FULL	ANY	wikidata
wd:Q33688312	S.Pierce	VARIANT	ANY	wikidata
wd:Q33688329	L.Pierre	STANDARD	BOT	wikidata
wd:Q33688329	L. Pierre	FULL	ANY	wikidata
wd:Q33688329	L.Pierre	VARIANT	ANY	wikidata
wd:Q33688362	A.L.Pinheiro	STANDARD	BOT	wikidata
wd:Q33688362	António Lelis Pinheiro	FULL	ANY	wikidata
wd:Q33688362	A.L.Pinheiro	VARIANT	ANY	wikidata
wd:Q33688379	M.Pinheiro	STANDARD	BOT	wikidata
wd:Q33688379	Mardiore Pinheiro	FULL	ANY	wikidata
wd:Q33688379	M.Pinheiro	VARIANT	ANY	wikidata
wd:Q33688396	M.Pinter	STANDARD	BOT	wikidata
wd:Q33688396	Michael Pinter	FULL	ANY	wikidata
wd:Q33688396	M.Pinter	VARIANT	ANY	wikidata
wd:Q33689197	A.V.Pinto	STANDARD	BOT	wikidata
wd:Q33689197	Antonio Ventura Pinto	FULL	ANY	wikidata
wd:Q33689197	A.V.Pinto	VARIANT	ANY	wikidata
wd:Q33689213	Pinzger	STANDARD	BOT	wikidata
wd:Q33689213	Paul Pinzger	FULL	ANY	wikidata
wd:Q33689213	Paul Emil Karl Ernst Pinzger	VARIANT	ANY	ipni
wd:Q33689213	Pinzger	VARIANT	ANY	wikidata
wd:Q33689230	Pirade	STANDARD	BOT	wikidata
wd:Q33689230	Asri Pirade Paserang	FULL	ANY	wikidata
wd:Q33689230	Asri Pirade	VARIANT	ANY	ipni
wd:Q33689230	Pirade	VARIANT	ANY	wikidata
wd:Q33689260	Pirhan	STANDARD	BOT	wikidata
wd:Q33689260	Adem Fahri Pirhan	FULL	ANY	wikidata
wd:Q33689260	Ademi Fahri Pirhan	FULL	ANY	ipni
wd:Q33689260	Pirhan	VARIANT	ANY	wikidata
wd:Q33689279	Pitopang	STANDARD	BOT	wikidata
wd:Q33689279	Ramadanil Pitopang	FULL	ANY	wikidata
wd:Q33689279	Prof. Dr. Ramadanil Pitopang, M.Si	VARIANT	ANY	wikidata
wd:Q33689279	Prof. Dr. Ramadhanil Pitopang, M.Si	VARIANT	ANY	wikidata
wd:Q33689279	Ramadhanil Pitopang	VARIANT	ANY	wikidata
wd:Q33689294	Pittman	STANDARD	BOT	wikidata
wd:Q33689294	Albert B. Pittman	FULL	ANY	wikidata
wd:Q33689294	Pittman	VARIANT	ANY	wikidata
wd:Q336893	Whittaker	STANDARD	BOT	wikidata
wd:Q336893	Robert Harding Whittaker	FULL	ANY	ipni
wd:Q336893	Robert Whittaker	FULL	ANY	wikidata
wd:Q336893	Robert Harding Whittaker	VARIANT	ANY	wikidata
wd:Q336893	Whittaker	VARIANT	ANY	wikidata
wd:Q33689309	Pjataeva	STANDARD	BOT	wikidata
wd:Q33689309	Anna Danilovna Pjataeva	FULL	ANY	wikidata
wd:Q33689309	Anna Danilovna Pyatayeva	FULL	ANY	ipni
wd:Q33689309	A.D. Pjataeva	VARIANT	ANY	wikidata
wd:Q33689309	Anna Danilovna Pjataeva	VARIANT	ANY	ipni
wd:Q33689309	Anna Danilovna Pyataeva	VARIANT	ANY	ipni
wd:Q33689309	Pjataeva	VARIANT	ANY	wikidata
wd:Q33689327	Plas	STANDARD	BOT	wikidata
wd:Q33689327	F. van der Plas	FULL	ANY	wikidata
wd:Q33689327	F.van der Plas	FULL	ANY	ipni
wd:Q33689327	F. van der Plas	VARIANT	ANY	ipni
wd:Q33689327	F.van der Plas	VARIANT	ANY	wikidata
wd:Q33689327	Plas	VARIANT	ANY	wikidata
wd:Q33689345	Plazibat	STANDARD	BOT	wikidata
wd:Q33689345	Miško Plazibat	FULL	ANY	wikidata
wd:Q33689345	Plazibat	VARIANT	ANY	wikidata
wd:Q33689362	Pleger	STANDARD	BOT	wikidata
wd:Q33689362	R. Pleger	FULL	ANY	ipni
wd:Q33689362	Regine Pleger	FULL	ANY	wikidata
wd:Q33689362	Pleger	VARIANT	ANY	wikidata
wd:Q33689362	R. Pleger	VARIANT	ANY	wikidata
wd:Q33689378	Plotn.	STANDARD	BOT	wikidata
wd:Q33689378	I.A. Plotnikov	FULL	ANY	wikidata
wd:Q33689378	Plotn.	VARIANT	ANY	wikidata
wd:Q33689396	Podz.	STANDARD	BOT	wikidata
wd:Q33689396	Andrew C. Podzorski	FULL	ANY	wikidata
wd:Q33689396	Podz.	VARIANT	ANY	wikidata
wd:Q33689414	Poggio	STANDARD	BOT	wikidata
wd:Q33689414	Lidia Poggio	FULL	ANY	wikidata
wd:Q33689414	Poggio	VARIANT	ANY	wikidata
wd:Q33689445	Poljak.	STANDARD	BOT	wikidata
wd:Q33689445	O.M. Poljakova	FULL	ANY	wikidata
wd:Q33689445	Poljak.	VARIANT	ANY	wikidata
wd:Q33689463	Pollanetz	STANDARD	BOT	wikidata
wd:Q33689463	E. Pollanetz	FULL	ANY	wikidata
wd:Q33689463	Pollanetz	VARIANT	ANY	wikidata
wd:Q33689479	Pongratz	STANDARD	BOT	wikidata
wd:Q33689479	E. Pongratz	FULL	ANY	wikidata
wd:Q33689479	Pongratz	VARIANT	ANY	wikidata
wd:Q33689497	Ponsie	STANDARD	BOT	wikidata
wd:Q33689497	Mariaan E. Ponsie	FULL	ANY	wikidata
wd:Q33689497	Ponsie	VARIANT	ANY	wikidata
wd:Q33689513	Pontes	STANDARD	BOT	wikidata
wd:Q33689513	Tânia Pontes	FULL	ANY	wikidata
wd:Q33689513	Pontes	VARIANT	ANY	wikidata
wd:Q33689530	T.Popova	STANDARD	BOT	wikidata
wd:Q33689530	T. Popova	FULL	ANY	wikidata
wd:Q33689530	T.Popova	VARIANT	ANY	wikidata
wd:Q33689544	Popper	STANDARD	BOT	wikidata
wd:Q33689544	Z.A. Popper	FULL	ANY	wikidata
wd:Q33689544	Popper	VARIANT	ANY	wikidata
wd:Q33689560	Portal	STANDARD	BOT	wikidata
wd:Q33689560	Robert Portal	FULL	ANY	wikidata
wd:Q33689560	Portal	VARIANT	ANY	wikidata
wd:Q33689576	Portalet	STANDARD	BOT	wikidata
wd:Q33689576	André de Acetis Portalet	FULL	ANY	wikidata
wd:Q33689576	Portalet	VARIANT	ANY	wikidata
wd:Q33689592	Porteners	STANDARD	BOT	wikidata
wd:Q33689592	M.F. Porteners	FULL	ANY	wikidata
wd:Q33689592	Porteners	VARIANT	ANY	wikidata
wd:Q33689611	M.Porter	STANDARD	BOT	wikidata
wd:Q33689611	Michael Porter	FULL	ANY	wikidata
wd:Q33689611	M.Porter	VARIANT	ANY	wikidata
wd:Q33689630	J.J.Portilla	STANDARD	BOT	wikidata
wd:Q33689630	J.J. Portilla	FULL	ANY	wikidata
wd:Q33689630	J.J.Portilla	VARIANT	ANY	wikidata
wd:Q33689646	J.F.Posada	STANDARD	BOT	wikidata
wd:Q33689646	J. F. Posada	FULL	ANY	wikidata
wd:Q33689646	J.F. Posada	FULL	ANY	ipni
wd:Q33689646	J.F. Posada	VARIANT	ANY	wikidata
wd:Q33689646	J.F.Posada	VARIANT	ANY	wikidata
wd:Q33689663	Powys	STANDARD	BOT	wikidata
wd:Q33689663	Anne Powys	FULL	ANY	wikidata
wd:Q33689663	Powys	VARIANT	ANY	wikidata
wd:Q33689678	Pramod	STANDARD	BOT	wikidata
wd:Q33689678	C. Pramod	FULL	ANY	wikidata
wd:Q33689678	Pramod	VARIANT	ANY	wikidata
wd:Q33689695	R.Prasad	STANDARD	BOT	wikidata
wd:Q33689695	R. Prasad	FULL	ANY	wikidata
wd:Q33689695	R.Prasad	VARIANT	ANY	wikidata
wd:Q33689710	Prebble	STANDARD	BOT	wikidata
wd:Q33689710	Jessica M. Prebble	FULL	ANY	ipni
wd:Q33689710	Jessica Prebble	FULL	ANY	wikidata
wd:Q33689710	J. M. Prebble	VARIANT	ANY	wikidata
wd:Q33689710	Jessica Mary Prebble	VARIANT	ANY	wikidata
wd:Q33689710	Jessie Prebble	VARIANT	ANY	wikidata
wd:Q33689710	Prebble	VARIANT	ANY	wikidata
wd:Q33689725	Primaldhi	STANDARD	BOT	wikidata
wd:Q33689725	Alfindra Primaldhi	FULL	ANY	wikidata
wd:Q33689725	Primaldhi	VARIANT	ANY	wikidata
wd:Q33689743	Prohens	STANDARD	BOT	wikidata
wd:Q33689743	Jaime Prohens Tomás	FULL	ANY	wikidata
wd:Q33689743	J. Prohens	VARIANT	ANY	ipni
wd:Q33689743	Jaime Prohens	VARIANT	ANY	wikidata
wd:Q33689743	Prohens	VARIANT	ANY	wikidata
wd:Q33689761	R.Puente	STANDARD	BOT	wikidata
wd:Q33689761	Raul Puente	FULL	ANY	wikidata
wd:Q33689761	R.Puente	VARIANT	ANY	wikidata
wd:Q33689779	Pulgar	STANDARD	BOT	wikidata
wd:Q33689779	Iñigo Pulgar	FULL	ANY	wikidata
wd:Q33689779	Pulgar	VARIANT	ANY	wikidata
wd:Q33689795	R.Punetha	STANDARD	BOT	wikidata
wd:Q33689795	R. Punetha	FULL	ANY	wikidata
wd:Q33689795	R.Punetha	VARIANT	ANY	wikidata
wd:Q33689829	Puri	STANDARD	BOT	wikidata
wd:Q33689829	H.S. Puri	FULL	ANY	wikidata
wd:Q33689829	Puri	VARIANT	ANY	wikidata
wd:Q33689847	C.S.Purkay.	STANDARD	BOT	wikidata
wd:Q33689847	C.S. Purkayastha	FULL	ANY	wikidata
wd:Q33689847	C.S.Purkay.	VARIANT	ANY	wikidata
wd:Q33689863	Puspit.	STANDARD	BOT	wikidata
wd:Q33689863	Dwi Murti Puspitaningtyas	FULL	ANY	wikidata
wd:Q33689863	Puspit.	VARIANT	ANY	wikidata
wd:Q33689878	Pyne	STANDARD	BOT	wikidata
wd:Q33689878	Milo Pyne	FULL	ANY	wikidata
wd:Q33689878	Pyne	VARIANT	ANY	wikidata
wd:Q33689895	J.Qian	STANDARD	BOT	wikidata
wd:Q33689895	Jie Qian	FULL	ANY	wikidata
wd:Q33689895	J.Qian	VARIANT	ANY	wikidata
wd:Q33689912	L.Qian	STANDARD	BOT	wikidata
wd:Q33689912	Li Qian	FULL	ANY	wikidata
wd:Q33689912	L.Qian	VARIANT	ANY	wikidata
wd:Q33689929	Zi G.Qian	STANDARD	BOT	wikidata
wd:Q33689929	Zi Gang Qian	FULL	ANY	ipni
wd:Q33689929	Zi-Gang Qian	FULL	ANY	wikidata
wd:Q33689929	Zi G.Qian	VARIANT	ANY	wikidata
wd:Q33689948	Q.Qiao	STANDARD	BOT	wikidata
wd:Q33689948	Qin Qiao	FULL	ANY	wikidata
wd:Q33689948	Q.Qiao	VARIANT	ANY	wikidata
wd:Q33689966	S.H.Qiu	STANDARD	BOT	wikidata
wd:Q33689966	Shu Hua Qiu	FULL	ANY	wikidata
wd:Q33689966	S.H.Qiu	VARIANT	ANY	wikidata
wd:Q33689984	M.H.Quan	STANDARD	BOT	wikidata
wd:Q33689984	Miao Hua Quan	FULL	ANY	wikidata
wd:Q33689984	M.H.Quan	VARIANT	ANY	wikidata
