deutschland,GERMANY
GER,GERMANY
KENIA,KENYA
frankreich,FRANCE
spanien,SPAIN
italine,ITALY
Great Britain,UNITED_KINGDOM
Papua N Guin,PAPUA_NEW_GUINEA
Czech Rep,CZECH_REPUBLIC
Korea Rep,KOREA_SOUTH
Solomon Is.,SOLOMON_ISLANDS
Azores Is.,PORTUGAL
Faeroe Is,DENMARK
Marshall Is,MARSHALL_ISLANDS
Russian Fed,RUSSIAN_FEDERATION
Fr Polynesia,FRENCH_POLYNESIA
Hawaii,UNITED_STATES
Former USSR,RUSSIAN_FEDERATION
Tahiti,FRENCH_POLYNESIA
Can Newfounl,CANADA
Can Br Colum,CANADA
