Kuerzel;Bezeichnung;Erlaeuterung;Synonyme;BegriffId;ElternId;Hierarchie;Url;Guid;InspireCode;BoreholeMl;Aenderungsdatum
N1S;Serravallium;Serravallian (older bound-13.82 Ma, younger bound-11.63 Ma; Stufe/Stage); RGB-Farbwerte nach INSPIRE/ICS: 255 255 89; Quelle: International Chronostratigraphic Chart, Juli 2018;Serravallian;139;12;6;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/59fa7471-9a21-442b-9fc4-20bf47b7373a;59fa7471-9a21-442b-9fc4-20bf47b7373a;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/serravallian;True;16.08.2018
N1L;Langhium;Langhian (older bound-15.97 Ma, younger bound-13.82 Ma; Stufe/Stage); RGB-Farbwerte nach INSPIRE/ICS: 255 255 77; Quelle: International Chronostratigraphic Chart, Juli 2018;Langhian;140;12;6;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/4988ddaf-5605-4edf-b10c-54cbb494e79f;4988ddaf-5605-4edf-b10c-54cbb494e79f;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/langhian;True;16.08.2018
N1B;Burdigalium;Burdigalian (older bound-20.44 Ma, younger bound-15.97 Ma; Stufe/Stage); RGB-Farbwerte nach INSPIRE/ICS: 255 255 65; Quelle: International Chronostratigraphic Chart, Juli 2018;Burdigalian;141;12;6;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/c1d00e16-9cbe-4ab3-83e9-7d2a461e0845;c1d00e16-9cbe-4ab3-83e9-7d2a461e0845;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/burdigalian;True;16.08.2018
N1A;Aquitanium;Aquitanian (older bound-23.03 Ma, younger bound-20.44 Ma; Stufe/Stage); RGB-Farbwerte nach INSPIRE/ICS: 255 255 51; Quelle: International Chronostratigraphic Chart, Juli 2018;Aquitanian;142;12;6;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/7d332a94-1bac-4a3a-8e39-8873a40e0aad;7d332a94-1bac-4a3a-8e39-8873a40e0aad;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/aquitanian;True;16.08.2018
E;Paläogen;Paleogene (older bound-66 Ma, younger bound-23.03 Ma; System/System); RGB-Farbwerte nach INSPIRE/ICS: 253 154 82; Quelle: International Chronostratigraphic Chart, Juli 2018;Paleogene;13;9;4;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/4f62b600-cf39-4b31-aacc-04200bac3b4b;4f62b600-cf39-4b31-aacc-04200bac3b4b;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/paleogene;True;16.08.2018
E3;Oligozän;Oligocene (older bound-33.9 Ma, younger bound-23.03 Ma; Serie/Series); RGB-Farbwerte nach INSPIRE/ICS: 253 192 122; Quelle: International Chronostratigraphic Chart, Juli 2018;Oligocene;14;13;5;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/479d6f73-a6ac-49ab-aaf5-96fcd65268cc;479d6f73-a6ac-49ab-aaf5-96fcd65268cc;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/oligocene;True;16.08.2018
E3C;Chattium;Chattian (older bound-27.82 Ma, younger bound-23.03 Ma; Stufe/Stage); RGB-Farbwerte nach INSPIRE/ICS: 254 230 170; Quelle: International Chronostratigraphic Chart, Juli 2018;Chattian;143;14;6;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/b14816f2-c046-4177-9599-dfcdf461c754;b14816f2-c046-4177-9599-dfcdf461c754;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/chattian;True;16.08.2018
E3R;Rupelium;Rupelian (older bound-33.9 Ma, younger bound-27.82 Ma; Stufe/Stage); RGB-Farbwerte nach INSPIRE/ICS: 254 217 154; Quelle: International Chronostratigraphic Chart, Juli 2018;Rupelian;144;14;6;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/8dc74f20-2f3d-45b6-b598-a016d8b1d8b8;8dc74f20-2f3d-45b6-b598-a016d8b1d8b8;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/rupelian;True;16.08.2018
E2;Eozän;Eocene (older bound-56 Ma, younger bound-33.9 Ma; Serie/Series); RGB-Farbwerte nach INSPIRE/ICS: 253 180 108; Quelle: International Chronostratigraphic Chart, Juli 2018;Eocene;15;13;5;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/b2f036e1-7112-43dd-ba10-964ec6885442;b2f036e1-7112-43dd-ba10-964ec6885442;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/eocene;True;16.08.2018
E2P;Priabonium;Priabonian (older bound-37.8 Ma, younger bound-33.9 Ma; Stufe/Stage); RGB-Farbwerte nach INSPIRE/ICS: 253 205 161; Quelle: International Chronostratigraphic Chart, Juli 2018;Priabonian;145;15;6;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/19d36a72-fe92-48f6-a05b-ec3f8da36c6e;19d36a72-fe92-48f6-a05b-ec3f8da36c6e;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/priabonian;True;16.08.2018
E2B;Bartonium;Bartonian (older bound-41.2 Ma, younger bound-37.8 Ma; Stufe/Stage); RGB-Farbwerte nach INSPIRE/ICS: 253 192 145; Quelle: International Chronostratigraphic Chart, Juli 2018;Bartonian;146;15;6;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/771219ff-ab8b-4714-b013-5e43b71e437b;771219ff-ab8b-4714-b013-5e43b71e437b;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/bartonian;True;16.08.2018
E2L;Lutetium;Lutetian (older bound-47.8 Ma, younger bound-41.2 Ma; Stufe/Stage); RGB-Farbwerte nach INSPIRE/ICS: 252 180 130; Quelle: International Chronostratigraphic Chart, Juli 2018;Lutetian;147;15;6;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/e98052dc-6a80-4ea4-b083-e45ca2f79997;e98052dc-6a80-4ea4-b083-e45ca2f79997;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lutetian;True;16.08.2018
