ID|Language|Label|Definition|Description|Governance level ID|Governance level Label|Codelist ID|Codelist label|Reference Source|Reference Link|Status ID|Status label|Parent ID|Successor ID|Predecessor ID
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/statherian|en|Statherian|IUGS /CGI value|Statherian (older bound-1800.0 Ma, younger bound-1600.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/paleoproterozoic||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/statherian4|en|Statherian 4 *|TWG-GE term|Statherian 4 * (older bound-1660.0 Ma, younger bound-1600.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/statherian||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/statherian3|en|Statherian 3 *|TWG-GE term|Statherian 3 * (older bound-1740.0 Ma, younger bound-1660.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/statherian||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/statherian2|en|Statherian 2 *|TWG-GE term|Statherian 2 * (older bound-1770.0 Ma, younger bound-1740.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/statherian||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/statherian1|en|Statherian 1 *|TWG-GE term|Statherian 1 * (older bound-1800.0 Ma, younger bound-1770.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/statherian||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/orosirian|en|Orosirian|IUGS /CGI value|Orosirian (older bound-2050.0 Ma, younger bound-1800.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/paleoproterozoic||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/orosirian7|en|Orosirian 7 *|TWG-GE term|Orosirian 7 * (older bound-1820.0 Ma, younger bound-1800.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/orosirian||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/orosirian6|en|Orosirian 6 *|TWG-GE term|Orosirian 6 * (older bound-1840.0 Ma, younger bound-1820.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/orosirian||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/orosirian5|en|Orosirian 5 *|TWG-GE term|Orosirian 5 * (older bound-1870.0 Ma, younger bound-1840.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/orosirian||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/orosirian4|en|Orosirian 4 *|TWG-GE term|Orosirian 4 * (older bound-1880.0 Ma, younger bound-1870.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/orosirian||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/orosirian3|en|Orosirian 3 *|TWG-GE term|Orosirian 3 * (older bound-1920.0 Ma, younger bound-1880.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/orosirian||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/orosirian2|en|Orosirian 2 *|TWG-GE term|Orosirian 2 * (older bound-1960.0 Ma, younger bound-1920.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/orosirian||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/orosirian1|en|Orosirian 1 *|TWG-GE term|Orosirian 1 * (older bound-2050.0 Ma, younger bound-1960.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/orosirian||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/rhyacian|en|Rhyacian|IUGS /CGI value|Rhyacian (older bound-2300.0 Ma, younger bound-2050.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/paleoproterozoic||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/siderian|en|Siderian|IUGS /CGI value|Siderian (older bound-2500.0 Ma, younger bound-2300.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/paleoproterozoic||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/siderian2|en|Siderian 2 *|TWG-GE term|Siderian 2 * (older bound-2400.0 Ma, younger bound-2300.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/siderian||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/siderian1|en|Siderian 1 *|TWG-GE term|Siderian 1 * (older bound-2500.0 Ma, younger bound-2400.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/siderian||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/archean|en|Archean|IUGS /CGI value|Archean (older bound-4000.0 Ma, younger bound-2500.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/precambrian||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/neoarchean|en|Neoarchean|IUGS /CGI value|Neoarchean (older bound-2800.0 Ma, younger bound-2500.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/archean||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/neoarchean2|en|Neoarchean 2 *|TWG-GE term|Neoarchean 2 * (older bound-2650.0 Ma, younger bound-2500.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/neoarchean||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/neoarchean1|en|Neoarchean 1 *|TWG-GE term|Neoarchean 1 * (older bound-2800.0 Ma, younger bound-2650.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/neoarchean||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/mesoarchean|en|Mesoarchean|IUGS /CGI value|Mesoarchean (older bound-3200.0 Ma, younger bound-2800.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/archean||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/paleoarchean|en|Paleoarchean|IUGS /CGI value|Paleoarchean (older bound-3600.0 Ma, younger bound-3200.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/archean||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/eoarchean|en|Eoarchean|IUGS /CGI value|Eoarchean (older bound-4000.0 Ma, younger bound-3600.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/archean||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/hadean|en|Hadean (informal)|IUGS /CGI value|Hadean (informal Ma) (older bound-4600.0 Ma, younger bound-4000.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/precambrian||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lowerCretaceous|en|Lower Cretaceous|IUGS /CGI value|Lower Cretaceous (older bound-145.5 +/-4 Ma, younger bound-99.6 +/-0.9 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/cretaceous||http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/earlyOrLowerCretaceous
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperPleistocene|en|Upper Pleistocene|IUGS /CGI value|Upper Pleistocene (older bound-0.126 Ma, younger bound-0.0117 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/pleistocene||http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/latePleistocene
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperCretaceous|en|Upper Cretaceous|IUGS /CGI value|Upper Cretaceous (older bound-99.6 +/-0.9 Ma, younger bound-65.5 +/-0.3 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/cretaceous||http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lateCretaceous
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperJurassic|en|Upper Jurassic|IUGS /CGI value|Upper Jurassic (older bound-161.2 +/-4 Ma, younger bound-145.5 +/-4 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/jurassic||http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lateJurassic
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lowerJurassic|en|Lower Jurassic|IUGS /CGI value|Lower Jurassic (older bound-199.6 +/-0.6 Ma, younger bound-175.6 +/-2 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/jurassic||http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/earlyJurassic
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperTriassic|en|Upper Triassic|IUGS /CGI value|Upper Triassic (older bound-228.7 Ma, younger bound-199.6 +/-0.6 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/triassic||http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lateTriassic
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lowerTriassic|en|Lower Triassic|IUGS /CGI value|Lower Triassic (older bound-251 +/-0.4 Ma, younger bound-245.9 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/triassic||http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/earlyTriassic
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperPennsylvanian|en|Upper Pennsylvanian|IUGS /CGI value|Upper Pennsylvanian (older bound-307.2 +/-1 Ma, younger bound-299 +/-0.8 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/pennsylvanian||http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/latePennsylvanian
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperDevonian|en|Upper Devonian|IUGS /CGI value|Upper Devonian (older bound-385.3 +/-2.6 Ma, younger bound-359.2 +/-2.5 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/devonian||http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lateDevonian
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lowerDevonian|en|Lower Devonian|IUGS /CGI value|Lower Devonian (older bound-416 +/-2.8 Ma, younger bound-397.5 +/-2.7 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/devonian||http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/earlyDevonian
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperOrdovician|en|Upper Ordovician|IUGS /CGI value|Upper Ordovician (older bound-460.9 +/-1.6 Ma, younger bound-443.7 +/-1.5 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/ordovician||http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lateOrdovician
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lowerOrdovician|en|Lower Ordovician|IUGS /CGI value|Lower Ordovician (older bound-488.3 +/-1.7 Ma, younger bound-471.8 +/-1.6 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/ordovician||http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/earlyOrdovician
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/middlePennsylvanian|en|Middle Pennsylvanian|||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/pennsylvanian||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lowerPennsylvanian|en|Lower Pennsylvanian|||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/pennsylvanian||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lowerMississippian|en|Lower Mississippian|||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/mississippian||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/middleMississippian|en|Middle Mississippian|||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/mississippian||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperMississippian|en|Upper Mississippian|||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/mississippian||
