id,subject_dataset_key,subject_rank,subject_name,target_rank,target_name,target_id
1461,1028,GENUS,Fuligomyces,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1462,1028,GENUS,Zelopelta,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1463,1028,GENUS,Macrotrichum,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1464,1028,GENUS,Drudeola,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1465,1028,GENUS,Hendersonulina,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1466,1028,GENUS,Spermotrichum,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1467,1028,GENUS,Goidanichiella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1468,1028,GENUS,Favostroma,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1469,1028,GENUS,Neottiosporella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1470,1028,GENUS,Paracostantinella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1471,1028,GENUS,Sessiliospora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1472,1028,GENUS,Stigmatea,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1473,1028,GENUS,Clasteropycnis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1474,1028,GENUS,Candelosynnema,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1475,1028,GENUS,Cladoconidium,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1476,1028,GENUS,Gonatophragmiella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1477,1028,GENUS,Dacrymycella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1478,1028,GENUS,Duosporium,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1479,1028,GENUS,Septothyrella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1480,1028,GENUS,Apogloeum,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1481,1028,GENUS,Clavariana,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1482,1028,GENUS,Phaeodiscula,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1483,1028,GENUS,Gyoerffyella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1484,1028,GENUS,Knufia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1485,1028,GENUS,Henicospora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1486,1028,GENUS,Allothyrina,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1487,1028,GENUS,Mycelephas,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1488,1028,GENUS,Triglyphium,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1489,1028,GENUS,Agyriella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1490,1028,GENUS,Bioconiosporium,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1491,1028,GENUS,Chaetoconidium,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1492,1028,GENUS,Xenomyxa,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1493,1028,GENUS,Episporogoniella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1494,1028,GENUS,Balanium,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1495,1028,GENUS,Kamatella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1496,1028,GENUS,Minutophoma,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1497,1028,GENUS,Thyriostromella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1498,1028,GENUS,Marisolaris,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1499,1028,GENUS,Fusamen,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1500,1028,GENUS,Fenestroconidia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1501,1028,GENUS,Monodia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1502,1028,GENUS,Pseudoaristastoma,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1503,1028,GENUS,Myiocoprula,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1504,1028,GENUS,Melanophoma,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1505,1028,GENUS,Asteropsis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1506,1028,GENUS,Leucopenicillifer,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1507,1028,GENUS,Favomicrosporon,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1508,1028,GENUS,Volucrispora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1509,1028,GENUS,Comatospora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1510,1028,GENUS,Antennopsis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1511,1028,GENUS,Elotespora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1512,1028,GENUS,Myropyxis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1513,1028,GENUS,Phragmocephala,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1514,1028,GENUS,Discocolla,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1515,1028,GENUS,Paradiplodia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1516,1028,GENUS,Bahusandhika,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1517,1028,GENUS,Pseudotracylla,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1518,1028,GENUS,Monochaetiella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1519,1028,GENUS,Ascocorticiellum,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1520,1028,GENUS,Kyphophora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1521,1028,GENUS,Ebollia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1522,1028,GENUS,Flosculomyces,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1523,1028,GENUS,Tilakiopsis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1524,1028,GENUS,Radiciseta,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1525,1028,GENUS,Arthrowallemia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1526,1028,GENUS,Gloeocoryneum,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1527,1028,GENUS,Blastofusarioides,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1528,1028,GENUS,Herreromyces,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1529,1028,GENUS,Verrucariella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1530,1028,GENUS,Zyxiphora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1531,1028,GENUS,Ordus,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1532,1028,GENUS,Pseudostegia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1533,1028,GENUS,Phalangispora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1534,1028,GENUS,Dichelostroma,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1535,1028,GENUS,Kolletes,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1536,1028,GENUS,Aposporella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1537,1028,GENUS,Corallodendron,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1538,1028,GENUS,Batistina,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1539,1028,GENUS,Brefeldiopycnis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1540,1028,GENUS,Phialophorophoma,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1541,1028,GENUS,Kmetia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1542,1028,GENUS,Piricauda,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1543,1028,GENUS,Laciniocladium,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1544,1028,GENUS,Neohendersonia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1545,1028,GENUS,Chaetospermum,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1546,1028,GENUS,Tunicago,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1547,1028,GENUS,Odontodictyospora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1548,1028,GENUS,Enridescalsia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1549,1028,GENUS,Endobotryella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1550,1028,GENUS,Hyalocladium,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1551,1028,GENUS,Microdothiorella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1552,1028,GENUS,Cleistophoma,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1553,1028,GENUS,Cryptomycella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1554,1028,GENUS,Amphoropycnium,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1555,1028,GENUS,Vasculomyces,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1556,1028,GENUS,Alloneottiosporina,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1557,1028,GENUS,Thyrsidiella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1558,1028,GENUS,Shomea,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1559,1028,GENUS,Stellifraga,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1560,1028,GENUS,Strasseriopsis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1561,1028,GENUS,Ischnostroma,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1562,1028,GENUS,Myxothyriopsis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1563,1028,GENUS,Scenomyces,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1564,1028,GENUS,Clypeolum,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1565,1028,GENUS,Chrysalidopsis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1566,1028,GENUS,Phragmotrichum,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1567,1028,GENUS,Microhendersonula,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1568,1028,GENUS,Corynecercospora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1569,1028,GENUS,Leucoconiella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1570,1028,GENUS,Stygiomyces,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1571,1028,GENUS,Campylospora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1572,1028,GENUS,Xenidiocercus,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1573,1028,GENUS,Ramichloridiopsis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1574,1028,GENUS,Aoria,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1575,1028,GENUS,Gelatinopycnis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1576,1028,GENUS,Cytogloeum,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1577,1028,GENUS,Sporodochiolichen,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1578,1028,GENUS,Bachmanniomyces,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1579,1028,GENUS,Balaniopsis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1580,1028,GENUS,Phaeodomus,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1581,1028,GENUS,Lacellina,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1582,1028,GENUS,Helensiella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1583,1028,GENUS,Megalodochium,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1584,1028,GENUS,Bullaserpens,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1585,1028,GENUS,Embryonispora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1586,1028,GENUS,Carnia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1587,1028,GENUS,Holubovaea,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1588,1028,GENUS,Staheliella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1589,1028,GENUS,Nypaella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1590,1028,GENUS,Keissleriomyces,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1591,1028,GENUS,Avettaea,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1592,1028,GENUS,Leptomelanconium,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1593,1028,GENUS,Discogloeum,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1594,1028,GENUS,Stephanosporium,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1595,1028,GENUS,Sphaerocolla,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1596,1028,GENUS,Urohendersonia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1597,1028,GENUS,Riomyces,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1598,1028,GENUS,Cornutispora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1599,1028,GENUS,Pararobillarda,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1600,1028,GENUS,Megacapitula,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1601,1028,GENUS,Nigropuncta,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1602,1028,GENUS,Pteromycula,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1603,1028,GENUS,Dichotophora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1604,1028,GENUS,Mammariopsis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1605,1028,GENUS,Epistigme,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1606,1028,GENUS,Amerodiscosiellina,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1607,1028,GENUS,Catenophora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1608,1028,GENUS,Pycnomma,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1609,1028,GENUS,Schwarzmannia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1610,1028,GENUS,Frigidispora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1611,1028,GENUS,Hyalopleiochaeta,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1612,1028,GENUS,Variocladium,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1613,1028,GENUS,Pleurodesmospora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1614,1028,GENUS,Rhynchosporina,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1615,1028,GENUS,Xenobotrytis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1616,1028,GENUS,Monotretomyces,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1617,1028,GENUS,Satchmopsis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1618,1028,GENUS,Globoconidiopsis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1619,1028,GENUS,Cornutostilbe,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1620,1028,GENUS,Stigmopeltopsis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1621,1028,GENUS,Melanocephala,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1622,1028,GENUS,Plectronidium,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1623,1028,GENUS,Paraharknessia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1624,1028,GENUS,Bitunicostilbe,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1625,1028,GENUS,Hyalodictyum,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1626,1028,GENUS,Phragmoconidium,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1627,1028,GENUS,Beejadwaya,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1628,1028,GENUS,Sclerozythia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1629,1028,GENUS,Alveariospora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1630,1028,GENUS,Siroligniella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1631,1028,GENUS,Pseudogaster,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1632,1028,GENUS,Myriellina,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1633,1028,GENUS,Dictyoaquaphila,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1634,1028,GENUS,Quadracaea,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1635,1028,GENUS,Anaphysmene,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1636,1028,GENUS,Plenotrichella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1637,1028,GENUS,Pycnorostrum,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1638,1028,GENUS,Gamsia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1639,1028,GENUS,Lunulospora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1640,1028,GENUS,Acremoniula,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1641,1028,GENUS,Dichotomophthora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1642,1028,GENUS,Cubasina,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1643,1028,GENUS,Raizadenia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1644,1028,GENUS,Bibanasiella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1645,1028,GENUS,Dictyospiropes,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1646,1028,GENUS,Viridiannula,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1647,1028,GENUS,Ceeveesubramaniomyces,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1648,1028,GENUS,Sirothyriella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1649,1028,GENUS,Anarhyma,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1650,1028,GENUS,Telioclipeum,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1651,1028,GENUS,Acrothecium,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1652,1028,GENUS,Thallospora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1653,1028,GENUS,Conioscyphopsis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1654,1028,GENUS,Microxyphiella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1655,1028,GENUS,Coniothyrina,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1656,1028,GENUS,Siropatella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1657,1028,GENUS,Abropelta,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1658,1028,GENUS,Scirrhophoma,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1659,1028,GENUS,Massalongina,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1660,1028,GENUS,Avesicladiella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1661,1028,GENUS,Bisseomyces,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1662,1028,GENUS,Chantransiopsis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1663,1028,GENUS,Ramakrishnanella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1664,1028,GENUS,Humicolopsis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1665,1028,GENUS,Ceratophorum,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1666,1028,GENUS,Xiambola,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1667,1028,GENUS,Foveostroma,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1668,1028,GENUS,Pulvinotrichum,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1669,1028,GENUS,Catenocuneiphora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1670,1028,GENUS,Pycnopleiospora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1671,1028,GENUS,Amphophialis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1672,1028,GENUS,Sativumoides,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1673,1028,GENUS,Hyalocamposporium,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1674,1028,GENUS,Pirostomella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1675,1028,GENUS,Dasysticta,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1676,1028,GENUS,Ceratocladium,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1677,1028,GENUS,Velutipila,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1678,1028,GENUS,Pycnis,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1679,1028,GENUS,Neoplaconema,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1680,1028,GENUS,Pseudoveronaea,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1681,1028,GENUS,Spondylocladiella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1682,1028,GENUS,Petrakia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1683,1028,GENUS,Peltosoma,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1684,1028,GENUS,Helicosingula,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1685,1028,GENUS,Arborispora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1686,1028,GENUS,Amerosporiella,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1687,1028,GENUS,Leprieurina,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1688,1028,GENUS,Pseudophragmotrichum,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1689,1028,GENUS,Orphanocoela,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1690,1028,GENUS,Radiatispora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1691,1028,GENUS,Turturconchata,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1692,1028,GENUS,Apocoryneum,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1693,1028,GENUS,Hexacladium,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1694,1028,GENUS,Phaeosporobolus,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1695,1028,GENUS,Bahukalasa,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1696,1028,GENUS,Berggrenia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1697,1028,GENUS,Cooksonomyces,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1698,1028,GENUS,Sympodioplanus,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1699,1028,GENUS,Robakia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1700,1028,GENUS,Weissia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1701,1028,GENUS,Tuberculispora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1702,1028,GENUS,Stylaspergillus,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1703,1028,GENUS,Stromatopogon,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1704,1028,GENUS,Tumularia,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1705,1028,GENUS,Peltostromellina,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
1706,1028,GENUS,Polylobatispora,PHYLUM,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
