name,type,start,end,parent,labels
Terreneuvian,EPOCH,541.0,521.0,Cambrian,terreneuvij|Terreneuvian|Terreneuvium|Terreneuvium|Terreneuviense|Terenew|Terreneuviano|Теренеув|terreneuviano|Terreneuvien|Terreneuvien|Terreneuvi|Terreneuviën|Tereniuvis|纽芬兰世|テレニュービアン世|terreneuvi|Terreneuv|Terreneuv|terreneuv|terreneuv
Meghalayan,AGE,0.0042,0.0,Holocene,Meghalayan
Northgrippian,AGE,0.0082,0.0042,Holocene,Northgrippian
Greenlandian,AGE,0.0117,0.0082,Holocene,Greenlandian
UpperPleistocene,AGE,0.126,0.0117,Pleistocene,pozni pleistocen|Apatinis Pleistocenas|mladší pleistocén|Hiline pleistotseen|Sen Pleistocæn|後期更新世|Myöhäis-Pleistoseeni|Laat Pleistoceen|Yngre pleistocen|késő pleisztocén|Late Pleistocene|Къѿен плейѿтоцен|Spätes Pleistozän|yngre pleistocen|Pozdní pleistocén|晚更新世|Późny Plejstocen|Pleistoceno Superior|Upper Pleistocene|pleistocene superiore|Pléistocène supérieur|Plistocénico Superior
MiddlePleistocene,AGE,0.781,0.126,Pleistocene,Chibanian|Ion|Ion|Ion|lonis|jonian|ioni|mellersta pleistocen|イオニアン期|középső-pleisztocén|pleistocene medio|Kesk-Pleistotseen|Среден Плейѿтоцен|Ioniano|Pléistocène moyen|Střední pleistocén|srednji pleistocen|Midtre pleistocen|Ionian|Ionian|Midden Pleistoceen/ Midden terras|Middle Pleistocene|Plistocénico Médio|ionij|Iooni|Mellem Pleistocæn|Ionium|Ionium|stredný pleistocén|Pleistoceno Medio|ion|Vidurinis Pleistocenas|Ioniense|Ionien|Środkowy Plejstocen|Йониан|“爱奥尼亚”期|Keski-Pleistoseeni|ioniano|Mittlere Pleistozän|Middle Pleistocene Age|Ionian
Calabrian,AGE,1.8,0.781,Pleistocene,Calabria|Kalambr|Calabr|Onder Pleistoceen/ Hoog Terras|カラブリア期|calabriano|Kalaabria|Калабрий|卡拉布里亚期|Calabrian|Calabrian|kalabriai|Calabriense|Kalabris|calabr|Calabrium|Calabrium|kalábrian|Calabriano|Calabrien|calabrij
Gelasian,AGE,2.58,1.8,Pleistocene,Gelasian|Gelasian|Gelasium|Gelasium|Gelas|Gelas|Gelas|ゲラシアン期|Gelasien|格拉斯期|gelasiano|Pretigliën + Tigliën|gelas|gelas|gelasij|Gelasiano|Gelasiense|Gelasis|Gelasi|gelasi
Piacenzian,AGE,3.6,2.58,Pliocene,piacenziano|piacenzij|Piacenzium|Piacenz|Piacenz|Piacenz|PiaĿenzis|Пиачен|Placenciano|Piecenzium|Plazenciense|piacenzai|ﾋﾟｱｾﾝｼﾞｱﾝ期|piacenz|piaĿenz|Piacenzian|Piacenzien|Piacenzien|Piacenzi|Reuveriën|皮亚琴期
Zanclean,AGE,5.333,3.6,Pliocene,Zancle|Zanclium|Zancleium|Zanklis|Zancleano|Zanclayense|Zankl|ザンクレアン期|zancleano|Занклѿки|Zanclean|zanclij|zancl|Zancl|Zancl|Brunssummiën|赞克勒期|zanclai|zanclean|Zanclien|Zancléen
Messinian,AGE,7.246,5.333,Miocene,Messinien|Messinien|Messini|messinij|墨西拿期|Messyn|Susteriën|messiniano|Messinian|Mesinis|メッシニアン期|Messiniano|Messiniense|messinai|messin|messin|Messin|Messina|Меѿин|Messinium|Messinium
Tortonian,AGE,11.63,7.246,Miocene,tortón|tortonai|Torton|Torton|Torton|Tortoniën - Linne|Tortonian|Tortonien|Tortonien|Tortoni|Tortoniano|Tortoniense|Tortonium|Tortonium|Тортон|toroniano|トートニアン期|tortonij|torton|托尔顿期|Tortonis
Serravallian,AGE,13.82,11.63,Miocene,Serravallien|Serravallien|serravall|serravall|Serravalli|Serravallium|塞拉瓦尔期|serravallij|Саравал|Serravaliano|サーラバリアン期|Servallium|serravallei|Seravalis|Serrawal|Serravalliën - Langeveld|Serravall|Serravalliense|Serraval|Serravallian|serravaliano
Langhian,AGE,15.97,13.82,Miocene,Langis|langh|langh|Langhi|langhij|Lang|Ланг|Langhien|Langhien|langhei|Langhiano|Langhium|Langhium|ランギアン期|Langh|Langh|Langhian|兰海期|langhiano|Langhiense|Langhiën-Reinbek
Burdigalian,AGE,20.44,15.97,Miocene,Burdigalien|Burdigalien|バーディガリアン期|Burdigalian|Бурдигал|布迪加尔期|Burdigaliano|Burdigaliense|Burdigal|Burdigal|Burdigali|Burdigalis|Burdigalium|Burdigalium|burdigal|burdigal|Burdigaliën-Hemmoor|Burdygał|burdigaliano|burdigalij|burdigaliai
Aquitanian,AGE,23.03,20.44,Miocene,Aquitan|Aquitan|Aquitaniano|Akwitan|Akvitanis|Aquitani|Aquitaniën-Vierland|Aquitanium|Aquitanium|Aquitanian|アキタニアン期|aquitaniano|akvitanij|Aquitanien|Aquitanien|пквитан|akvitán|aquitaniai|aquitan|Aquitaninse|阿启坦期
Chattian,AGE,27.82,23.03,Oligocene,Chattian|Chatt|恰特期|Chatti|chattiano|Chattiën|Szat|Chattium|Chattium|Хат|Chattien|Chattien|シャティアン期|chattij|Chatiano|Chattiense|katti|Chat|Chatis|chatt|chatt
Rupelian,AGE,33.9,28.1,Oligocene,Rupelis|ルペル期|Rupelian|rupel|rupel|Rupeliën|Рупел|Rupel|Rupel|Rupel|Rupel|Rupelien|Rupeliano|Rupelium|rupelij|Rupeli|rupeli|Rupeliense|鲁珀利期|Rupélien|rupeliano
Priabonian,AGE,37.8,33.9,Eocene,Приабон|Priabon|Priabon|Priabon|Priabon|Priaboni|priabon|普里阿邦期|Priaboniën|Priabonium|Priabonien|Priabonien|priabonai|Priaboniense|プリアボニアン期|Priabonian|Priaboniano|priabonij|Priabonis|priabón|priaboniano
Bartonian,AGE,41.2,37.8,Eocene,bartonij|bartoniano|巴尔顿期|bartoni|bartón|Бартон|Bartonium|Barton|Barton|Barton|Barton|Bartonian|Bartoniën|Bartonien|Bartonien|Bartoniense|Bartoniano|Bartoni|バートニアン期|Bartonis|barton
Lutetian,AGE,47.8,41.2,Eocene,Lutet|Lutet|Lutet|Lutetien|Liutetis|lutetiai|ルテシアン期|Lutetiën|lutet|Luteti|Lutetian|卢台特期|lutét|Lutétien|Luteciense|lutecij|Luteciano|Лютеѿ|leteziano|Litetium|Lutetium
Ypresian,AGE,56.0,47.8,Eocene,伊普雷斯期|Ypris|Ipr|Ypres|Ypres|Ypres|イプレシアン期|Ypresien|ypres|ypres|Ipresiano|Yprésien|Ипреѿ|ypresi|Ypresiense|ypresiano|Ypresi|Ypresiën|Ypersium|ypresij|Ypresian
Thanetian,AGE,59.2,56.0,Paleocene,Thanetiën|tanet|Tanetiano|Tanetis|Thanetian|塔内提期|Thanetium|Thanetium|Thanetiense|Thanetien|thaneti|thanetiano|Thaneti|Танет|Tanet|thanet|Thanétien|thanetij|サネティアン期|Thanet|Thanet
Selandian,AGE,61.6,59.2,Paleocene,Selandiano|Selandis|Selandium|Selandium|セランディアン期|seland|seland|Selandian|Selandiën|Selandien|Zeland|selandi|Селанд|Selandiense|塞兰特期|selandij|selandiano|Selandi|Seland|Seland|Sélandien
Danian,AGE,66.0,61.6,Paleocene,Дан|dan|Danien|Danien|Taani|Danian|Dan|Dan|Dan|Daniano|ダニアン期|Daniën|dániai|Danis|Danium|Danium|Daninese|danij|dán|daniano|丹麦期
Maastrichtian,AGE,72.1,66.0,UpperCretaceous,maastricht|Maastrichti|Maastricht|Maastricht|Maastricht|Maestrichtiano|maastrichti|maastrichtij|Mastrichtis|Маѿтрихт|Mastrycht|马斯特里赫特期|マーストリヒシアン期|Maastrichtian|mástricht|Maastrichtiense|Maastrichtien|Maastrichtien|maastrichtiano|Maastrichtium|Maastrichtiën
Campanian,AGE,83.6,72.1,UpperCretaceous,Kampan|Kampanis|Campanian|カンパニアン期|Campanium|Campanium|Кампан|campanij|Campaniano|campan|campaniai|Campanien|Campanien|Campan|Campan|坎佩尼期|kampán|Campani|Campaniense|Campaniën|campaniano
Santonian,AGE,86.3,83.6,UpperCretaceous,Santoniano|桑托期|Santoniense|Santonien|Santonien|Santoniën|Santon|Santon|Santon|santoni|サントニアン期|santoniano|santón|santonij|Santoni|santon|Сантон|Santonium|Santonium|Santonis|Santonian
Coniacian,AGE,89.8,86.3,UpperCretaceous,Coniac|coniacij|科尼亚克期|コニアシアン期|coniaci|Konjakis|Coni|Coniak|Conaciën|Koniak|coniaciano|koňak|Coniacien|Coniacien|Coniacian|Coniacium|Coniacium|coniac|Coniaciano|Кониак|Coniaci
Turonian,AGE,93.9,89.8,UpperCretaceous,Turoniense|Turonian|turonij|Turoni|チュロニアン期|Турон|Turonien|Turonien|Turon|Turon|Turon|turon|turon|Turoniano|turoniano|Turonis|Turonium|Turonium|Tuironiën|土仑期|turón
Cenomanian,AGE,100.5,93.9,UpperCretaceous,Cenomanien|Cenoman|Cenoman|Cenoman|森诺曼期|セノマニアン期|Cenomani|Cenomaniense|Ценоман|Cenomanis|cenoman|cenoman|cenoman|Cenomanium|Cenomanium|Cenomanian|cenomanij|Cenomaniano|Cénomanien|cenomaniano|Laat/Boven Krijt
Albian,AGE,113.0,100.5,LowerCretaceous,Albian|Alb|Alb|Alb|Alb|Albien|Albien|albij|плб|albai|alb|Albis|Albiense|Albiën|Albi|Albiano|Albium|阿尔布期|アルビアン期|albiano|alban
Aptian,AGE,125.0,113.0,LowerCretaceous,apt|apt|apti|ппт|Aptiense|aptiano|Aptis|Apt|Apt|Apt|Apt|Aptiën|Aptien|Aptien|Aptian|アプチアン期|Apti|Aptiano|Aptium|aptij|阿普弟期
Barremian,AGE,129.4,125.0,LowerCretaceous,Barremien|Barremian|Baremis|Barremium|Барем|barremij|Barremiense|berremiano|Barrem|Barrem|Barrem|Barremiano|barremi|barém|巴列姆期|Barrémien|バレミアン期|Barremi|Barremiën|Barrêmium|barrem
Hauterivian,AGE,132.9,129.4,LowerCretaceous,Hoteryw|hauterivi|hauteriv|hauteriv|オーテリビアン期|hauteriviano|Hauterivium|Hauterivium|Hauteviriense|Hauteriviano|Hauterivian|Hauterivi|Hoterivis|Хотрив|Hauteriviën|hauterivij|Hauterivien|Hauterivien|豪特里维期|Hauteriv|Hauteriv
Valanginian,AGE,139.8,132.9,LowerCretaceous,valanginij|Valendis|Walanżyn|Valangini|valangin|Valanginium|Valanginium|バランギニアン期|Valanginiano|Valanginien|Valanginien|valangini|valanžin|Valanginiense|Vanlangiën|valanginiano|Valanginian|凡兰吟期|Валанжин|Valangin|Valangin
Berriasian,AGE,145.0,139.8,LowerCretaceous,Berrias|Berrias|berias|Berriasi|Бериаѿ|Berrasiën|berrias|Berias|berriasi|贝利亚斯期|Berriasium|Berriasium|Berriasiano|Berriasien|Berriasien|berriasij|berriasiano|ベリアシアン期|Beriasis|Berriasian|Berriasiense
Tithonian,AGE,152.1,145.0,UpperJurassic,Tithoni|Титон|Tithonium|Tithonium|titón|titoniano|Tithoniense|Titonis|tithon|tithon|提通期|Tithoniën|Tithonien|Tithonien|Tyton|Tithon|Tithon|チトニアン期|Titoniano|tithonij|Tithonian
Kimmeridgian,AGE,157.3,152.1,UpperJurassic,Kimeridgiano|Kimmeridge|Kimmeridge|Kimmeridge|Kimmeridž|Kimmeridgiense|kimmeridge|kimmeridgei|Kimmeridgian|Kimméridgien|Kimmeridgien|Kimmeridgiën|启莫里支期|kimeridž|Kimeridis|kimmeridgij|キンメリッジアン期|Kimmeridgium|kimmeridgiano|Кимеридж|Kimeryd
Oxfordian,AGE,163.5,157.3,UpperJurassic,Oxfordian|Oxfordium|牛津期|Окѿфорд|oxfordiano|Oxfordien|Oxfordien|Oksford|oxford|oxford|Oxfordiën|Oxfordiano|oxfordij|Oxfordiense|オックスフォーディアン期|Oxford|Oxford|Oxford|Oksfordis|oxfordi|Oxfordi
Callovian,AGE,166.1,163.5,MiddleJurassic,Callove|Callovium|卡洛夫期|callovi|Callovien|Callovien|Calloviense|Callovian|Kelowej|Calloviën|Callov|Callov|calloviano|Callovi|callovij|カロビアン期|Калов|kelovej|Caloviano|callov|Kelovėjis
Bathonian,AGE,168.3,166.1,MiddleJurassic,Bathonium|Barthoniën|Baton|Bathonian|Batonis|巴通期|Bathon|Bathon|Bathon|bathonij|Batoniano|bathoniano|Bathoniense|Bathoni|バソニアン期|Bathonien|Bathonien|bathon|bath|bath|Бат
Bajocian,AGE,170.3,168.3,MiddleJurassic,bajociano|Байоѿ|Bajociën|バジョシアン期|Bajociano|Bajok|Bajociense|bajok|Bajosis|巴柔期|Bajocien|Bajocien|Bajos|Bajocium|bajoc|Bajocian|Bajoci|bajocij|Bajoc|Bajoc|bajoci
Aalenian,AGE,174.1,170.3,MiddleJurassic,Aalenian|aalen|aaleni|Aaleniense|Aalen|Aalen|Aalen|Aalen|Aalénien|álen|Aaleniën|пален|阿连期|Aalénium|Aaleni|Alenis|aaleniano|aalenij|アーレニアン期|Aalenien|Aaleniano
Toarcian,AGE,182.7,174.1,LowerJurassic,Тоар|toarcij|Toaris|Toark|Toark|Toarciën|toarci|Toarcium|toarciano|Toarciense|トアルシアン期|Toarciano|托阿尔期|Toarcien|Toarcien|toarc|toark|Toarc|Toarc|Toarcian|Toarci
Pliensbachian,AGE,190.8,182.7,LowerJurassic,Pliensbachium|Plienbach|pliensbach|pliensbach|pliensbachiano|Pliensbaquiano|Pliensbachian|Pliensbachiense|プリンスバッキアン期|Pliënsbachiën|pliensbachi|pleinsbachij|Pliensbachien|Pliensbachien|Pliensbach|Pliensbach|Pliensbach|普连斯巴奇期|Pliensbachi|Плиинѿбах|Plynsbachis
Sinemurian,AGE,199.3,190.8,LowerJurassic,Sinemuriën|Sinemur|Sinemur|Sinemur|sinemuriano|Синемур|Sinemurien|sinemuri|sinemurij|sinemúr|Sinemurian|Sinemiūris|辛涅穆尔期|Sinemuriense|Sinémurien|Sinemuriano|Sinémurium|Sinemuri|sinemur|Synemur|シネムール期
Hettangian,AGE,201.3,199.3,LowerJurassic,Hettangiën|赫唐期|Hettagiense|Хетанж|hetanž|Hettangium|hettang|Hetangiano|Hetang|ヘッタンギアン期|hettangi|Hettang|Hettang|Hettang|hettangiano|hettangij|Hetangis|Hettangi|Hettangian|Hettangien|Hettangien
Rhaetian,AGE,208.5,201.3,UpperTriassic,Rhetiense|Rhétien|Rhaetien|Rhaeti|Ræt|瑞替期|Rhätium|レーティアン期|rhaeti|Rhaetian|Rhaetiën|Reciano|Retis|Retyk|retico|Rhaet|Rhaet|rét|rät|Рет|retij
Norian,AGE,227.0,208.5,UpperTriassic,norik|Noris|ノーリアン期|Noriano|Noriën|norij|nori|Nor|Nor|Nor|пор|Noriense|诺利克期|Nori|Norium|Norien|Norien|norico|Noryk|Norian|nor
Carnian,AGE,237.0,227.0,UpperTriassic,karnij|carn|Carniano|Karnis|Karnik|carnico|Carnien|Carnien|Карн|karn|卡尼期|Carnian|Karnium|karni|Carniense|Carni|Carn|Carn|Carn|カーニアン期|Carniën
Ladinian,AGE,242.0,237.0,MiddleTriassic,Ladinis|Ladiniën|Ladiniense|Ладин|Ladinian|Ladinium|Ladyn|Ladinien|Ladinien|拉迪尼亚期|ladinico|ladin|ladin|ladin|Ladiniano|Ladin|Ladin|Ladin|ラディニアン期|Ladini|ladinij
Anisian,AGE,247.2,242.0,MiddleTriassic,アニシアン期|anis|anis|Anisien|Anisien|Anisian|Anisiano|Anisium|Ansin|пниз|anizij|Anisiense|Anizyk|anisico|Anizis|Anisiën|Anis|Anis|Anisi|安尼期|anisusi
Olenekian,AGE,251.2,247.2,LowerTriassic,olenyoki|Olénekien|Olenekiense|オレネキアン期|Olenekian|Оленек|Olenekiano|Olenek|Olenek|Olenek|Olenek|Olenekien|olenekiano|奥伦尼克期|olenekij|Oleneki|Olenekium|Olenekis|Olenekiën|olenek|olenek
Induan,AGE,251.902,251.2,LowerTriassic,indij|Indu|Indu|Indu|Induiën|Indis|Induense|Induan|indu|indu|印度期|Indus|インドゥアン期|induano|Induano|Indusium|Ind|indusi|Induen|Induen|Инд
Changhsingian,AGE,254.14,251.902,Lopingian,Changhsing|Changhsing|Changhsing|Changsingiense|changsingiano|Changhsingi|Чангшинг|changhsing|长兴期|チャンシンギアン期|Changhsingium|Changhsingien|Changhsingien|Changhsingiano|Changxingium|Čangšinjanis|Changhsingiën|Changhsingian|Ŀchangsing|changhsingij|changhsingi
Wuchiapingian,AGE,259.1,254.14,Lopingian,Wuchiapingien|Wuchiapingien|VuĿiapingis|Wuchiapingium|wuchiapingij|Wuchiaping|Wuchiaping|Wuchiapingiense|Wuchiapingi|wuťiapching|Wuchiaiping|wuchiaping|Wuchianpingum|Wuchiapingiano|wuchiapingi|ウキアピンギアン期|吴家坪期|Wuchiapingian|Wuchiapingiën|wuchiapingiano|Вучиапинг
Capitanian,AGE,265.1,259.1,Guadalupian,capitanij|Capitanium|Capitanium|Capitaniën|Capitaniano|Capitan|Capitan|capitaniano|capitan|capitan|Capitaniense|Kapitanis|Капитан|capitani|Capitanian|Kapitan|Capitanien|Capitanien|卡匹敦期|Capitani|カピタニアン期
Wordian,AGE,268.8,265.1,Guadalupian,Wordiense|wordiano|Wordiën|ワーディアン期|Wordien|Wordien|word|word|沃德期|wordi|Уорд|Wordiano|Wordium|Wordium|Wordian|Vordis|Word|Word|Word|wordij|Wordi
Roadian,AGE,272.95,268.8,Guadalupian,roadi|Роад|Roadiën|Roadium|Roadium|Roadiano|road|road|Roadiense|roadiano|Roadi|Roadis|Roadian|roadij|罗德期|ローディアン期|Roadien|Roadien|Road|Road|Road
Kungurian,AGE,283.5,272.95,Cisuralian,Kunguriense|Kunguri|kunguri|Kungurian|クングリアン期|Kungur|Kungur|Kungur|Kunguris|Kunguriën|Kunguriano|kungurianno|孔古尔期|Kungurium|Kungurium|kungurij|kungur|kungur|Kungurien|Kungurien|Кунгур
Artinskian,AGE,290.1,283.5,Cisuralian,Artiskium|artinsk|artinsk|Artinski|Artinskiën|artinskiano|Artinskis|亚丁斯克期|アルティンスキアン期|Artinsk|Artinsk|Artinsk|Artinskien|Artinskien|artyinszki|Artinskiano|пртин|Artinskium|Artinskiense|Artinskian|artinskij
Sakmarian,AGE,295.0,290.1,Cisuralian,sakmariano|Сакмар|萨克马尔期|szakmarai|Sakmariën|Sakmaria|Sakmariense|Sakmarium|Sakmariano|サクマリアン期|sakmar|sakmar|Sakmarien|Sakmarien|Sakmarian|Samarkium|Sakmar|Sakmar|Sakmar|sakmarij|Sakmaris
Asselian,AGE,298.9,295.0,Cisuralian,пѿел|asselij|Asseliën|Aselis|Asseli|Asselium|Asselium|Asselian|阿瑟尔期|assel|assel|Asseliano|Assel|Assel|Assélien|Asseliense|asseliano|asszeli|アセリアン期|Aselsk|Asselien
Gzhelian,AGE,303.7,298.9,UpperPennsylvanian,Gželis|gžel|gzseli|Gzhelium|Gzhelium|gželij|gzheliano|Gzhelian|Гжел|Gzeliano|グゼリアン期|Gzheli|Gżel|Gzheliën|Gzhélien|Gzhel|Gzhel|gzhel|Gzhelien|格热尔期|Gzeliense
Kasimovian,AGE,307.0,303.7,UpperPennsylvanian,kasimov|kasimov|kaszimovi|カシモビアン期|Kasimoviense|Каѿимов|Kasimoviën|kasimoviano|Kasimoviano|Kasimovien|Kasimovien|Kasimov|Kasimov|Kasimovi|Kasimovian|kasimovij|Kasimow|Kasimovium|Kasimovium|Kasimovis|卡西莫夫期
Moscovian,AGE,315.2,307.0,MiddlePennsylvanian,Moscoviën|Moskova|moscov|Moscovien|Moscovien|Moscoviense|Моѿков|moskov|莫斯科期|Moscovian|Moscoviano|moskovij|moszkvai|Moscov|モスコビアン期|Moskovis|Moskovium|Moskovium|Moskow|moscoviano|Moskva|Middle Pennsylvanian
Bashkirian,AGE,323.2,315.2,LowerPennsylvanian,Bashkirien|Bashkirien|baškirij|baskír|巴什基尔期|バシキリアン期|Bashkiriense|Bashkirian|Bashkirian|Башкир|Baszkir|Bashkiriano|bashkir|baškir|Bashkir|Bashkir|Baškiiri|Bashkirium|Bashkirium|bashkiriano|Bashkiriën|Early Pennsylvanian
Serpukhovian,AGE,330.9,323.2,UpperMississippian,Serpukhovien|Serpukhovien|serpuchov|serpukhoviano|Serpukovium|Serpukhov|Serpukhov|Serpukoviano|Serpuhhovi|Serpulkhoviense|サプコビアン期|Serpukhovian|Serpukhoviën|Serpuchovis|szerpuhovi|Serpukhovium|Серпухов|serpukhovij|serpukhov|谢尔普霍夫期|Serpuchow|Late Mississippian
Visean,AGE,346.7,330.9,MiddleMississippian,vis|Vise-iën|viséi|Viseum|visén|Viseen|Визей|Wizen|Viseense|Viseium|韦宪期|ビゼアン期|Vis|Vise|viseij|Vizejis|Viséen|viseano|Visé|Viseano|Visean|Middle Mississippian
Tournaisian,AGE,358.9,346.7,LowerMississippian,Турней|Turnej|Tournasium|Turnėjis|トルネージアン期|Tournaisium|Tournaisiense|Tournais|Tournais|Tournaisien|Tournaisien|Tournaisian|Tournaisiën|tournaisi|tournas|杜内期|Tournai|turnén|tournaisij|Turnaisiano|tournasiano|Early Mississippian
Famennian,AGE,372.2,358.9,UpperDevonian,Фамен|Famenne|Famennian|fammenij|Famenniën|Famen|Famen|Fammennium|famenn|Famennien|Famennien|Famenis|famenniano|Fammenn|Fameniense|法门期|famen|Famennium|famenni|ファメニアン期|Fameniano
Frasnian,AGE,382.7,372.2,UpperDevonian,frasni|Frasniën|Frasne|Fran|フラスニアン期|Frasnium|frasn|frasn|Frasniano|Фран|frasnij|Frasniense|弗拉斯期|Frasnien|Frasnien|Franis|Frasn|Frasn|Frasneium|frasniano|Frasnian
Givetian,AGE,387.7,382.7,MiddleDevonian,givetiano|giveti|ジベーチアン期|Живет|Givetiense|Givetiën|Żywet|Givétien|Givetium|Givetium|Givetiano|吉维特期|Givet|Givet|Givet|Givetian|givet|givet|givetij|Živetis|Givetien
Eifelian,AGE,393.3,387.7,MiddleDevonian,Eifel|Eifel|Eifel|Eifelian|Eifelis|eifel|eifel|Eifeliën|艾菲尔期|アイフェリアン期|eifeli|Eifeliense|eifelij|Eifelium|Eifelium|Eifelien|пйфел|eifeliano|Eifélien|Eifeli|Eifeliano
Emsian,AGE,407.6,393.3,LowerDevonian,Emsiën|emsi|艾姆斯期|Emsis|Emsium|Emsium|emsiano|エムシアン期|Ems|Ems|Ems|Emsi|Emsiense|Емѿ|Emsian|emsij|Emsiano|Emsien|Emsien|ems|ems
Pragian,AGE,410.8,407.6,LowerDevonian,プラギアン期|Praha|Praha|Pragiën|prag|Pragien|Praguiense|prágai|Праг|Pragian|Pragiano|Pragium|Pragium|pragiano|Pragis|pragij|布拉格期|prág|Praguien|Prag|Prag
Lochkovian,AGE,419.2,410.8,LowerDevonian,Lochkovian|lochkov|lochkov|Lochkoviën|Lochkovi|lochkovi|Lochkoviense|Lochkovien|Lochkovien|ロッコビアン期|Lochkov|Lochkov|Lochkow|Ложков|lochkovij|lochkoviano|Lochkovium|Lochkovium|Lochkovis|Lochkoviano|洛赫科夫期
Pridoli,AGE,423.0,419.2,Silurian,Przydol|pridoli|pridoli|pridoli|プリドリアン世|Přídolí|pridolij|Prídoli|Pržidolis|přídol|Пржидол|普里多利世|Pridoli|Pridoli|Pridoli|Pridoli|Pridoli|Pridoli|Pridoli|Pridoli|Pridoli
Ludfordian,AGE,425.6,423.0,Ludlow,卢德福德期|ludfordiano|Ludfordien|Ludfordien|Ludfordiano|ludford|ludford|Ludfordiën|Лудфорд|Ludfordi|ルドフォーディアン期|Ludford|Ludford|Ludford|Ludford|Ludfordiense|Ludfordian|ludfordi|Ludfordium|Lutfordis|ludfordij
Gorstian,AGE,427.4,425.6,Ludlow,Gorstiense|Gorstiën|Gorstiano|Gorsti|Gorstium|Gorstium|gorstij|ゴースティアン期|格斯特期|Горѿт|Gorstian|Gorstien|Gorstien|gorsti|gorstiano|Gorstis|Gorst|Gorst|Gorst|gorst|gorst
Homerian,AGE,430.5,427.4,Wenlock,Homerien|Homer|Homer|Homer|Homer|Homeris|Homeriano|Homeriense|侯默期|homer|homer|ホメリアン期|Homerium|homeri|homerij|Homérien|homeriano|Homeriën|Хомер|Homerian|Homeri
Sheinwoodian,AGE,433.4,430.5,Wenlock,Sheinwoodi|Sheinwoodiën|Шейнуд|sheinwoodiano|シェインウッディアン期|Sheinwoodiense|申伍德期|Sheinwoodium|Šeinvudis|Sheinwood|Sheinwood|Sheinwood|Sheinwood|sheinwoodi|sheinwood|sheinwood|Sheinwoodien|Sheinwoodien|Sheinwoodian|Sheinwoodiano|sheinwodij
Telychian,AGE,438.5,433.4,Llandovery,Telychi|Telych|Telych|Telych|TelyĿis|Télychien|Телич|telychi|telychij|Telychium|Telychium|Telychien|telych|telych|Telychiense|telychiano|特列奇期|テリチアン期|Telychiano|Telychiën|Telychian
Aeronian,AGE,440.8,438.5,Llandovery,Aeronis|Aeronien|aeron|Aeroniense|Aeroniano|aeroni|Aéronien|Aeroni|Aeronian|Aeron|Aeron|Aeron|перон|埃隆期|アエロニアン期|aeroniano|Aeronium|Aeronium|aeronij|Aeroniën|aerón
Rhuddanian,AGE,443.8,440.8,Llandovery,Rudanis|Rudaniano|Rhuddanian|Rhuddanium|Rhuddanium|rhuddanij|rhuddaniano|Рудан|Rhuddanien|Rhuddanien|鲁丹期|rhuddani|Rhuddaniense|Rhuddani|ルダニアン期|Rhuddaniën|rhuddan|rhuddan|Rhuddan|Rhuddan|Rhuddan
Hirnantian,AGE,445.2,443.8,UpperOrdovician,hirnantij|Hirnantiense|hirnant|hirnant|赫南特期|hirnantiano|Hirnant|Hirnant|Hirnant|Hirnantia|Hirnantiano|hirnanti|Хирнант|Hirnantian|ヒルナンティアン期|Hirnatium|Hirnantiën|Hirnantien|Hirnantien|Hirnantium|Hirnantis
Katian,AGE,453.0,445.2,UpperOrdovician,Kati|katiano|kati|Katis|Katien|Katien|Katiense|Katiano|Katian|凯迪期|Katiën|Katium|Katium|カティアン期|katij|Kat|Kat|Kat|Кат|kat|kat
Sandbian,AGE,458.4,453.0,UpperOrdovician,Sandbi|Sandb|Sandb|sandb|Sandbian|Сандб|sandbi|sandby|Sandbiën|sandbij|Sandbium|Sandbis|Sandbiano|sandbiano|Sandbiense|Sandby|Sandbien|Sandbien|Sandbyium|サンドビアン期|桑比期
Darriwilian,AGE,467.3,458.4,MiddleOrdovician,Darriwiliano|Darriwilian|ダーリウィリアン期|darriwilliano|darriwil|darriwil|Darivilis|Daewillium|Darriwilium|达瑞威尔期|Darriwilien|Darriwilien|darriwilij|Darriwiliense|Darriwil|Darriwil|Darriwil|Даривил|Darriwili|Darriwiliën|darriwili
Dapingian,AGE,470.0,467.3,MiddleOrdovician,Dapingian|daping|daping|Dapingien|Dapingien|Dapingis|Dapingium|Dapingium|ダピンギアン期|Daping|Daping|Daping|Dapingiano|Dapingiën|大坪期|dapingij|dapingi|dapingiano|Dapingiense|Дапинг|Dapingi
Floian,AGE,477.7,470.0,LowerOrdovician,flo|flo|Flois|floiano|Floi|Floium|Floium|floi|Floiense|Flo|Flo|Flo|floij|Floiano|Floien|フロイアン期|Floiën|弗洛期|Floian|Floian
Tremadocian,AGE,485.4,477.7,LowerOrdovician,Tremadoci|tremadoci|Tremadoc|Tremadoc|Тремадок|Tremadocian|Tremadocium|トレマドキアン期|tremadok|Tremadokis|tremadocij|Tremadociense|tremadoc|Tremadok|Tremadok|Tremadociën|特马豆克期|tremadociano|Trémadocien|Tremadociano|Tremadocien
